term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
726-01-11,septate waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-11,دليل موجية مجزأ,"Septum-Hohlleiter, m",septate waveguide,guíaonda tabicada,väliseinäaaltojohto,"guide (d'ondes) cloisonné, m",guida d'onda tramezzata,隔壁導波管,격막 도파관,falowód kanalikowy,guia de ondas compartimentado,septumvågledare,隔膜波导
726-01-12,ridge waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-12,دليل موجة مضلّع,"Steghohlleiter, m",ridge waveguide,guíaonda acanalada,ripa-aaltojohto,"guide (d'ondes) à moulure, mguide en V, mguide en H, m",guida d'onda con modanature,リッジ導波管,도출부 도파관리지 도파관,falowód grzbietowy,guia de ondas canelado,ryggvågledare,脊形波导
726-01-13,dielectric waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-13,دليل موجية عازل,"dielektrischer Wellenleiter, m",dielectric waveguide,guíaonda dieléctrica,dielektrinen aaltojohto,"guide (d'ondes) diélectrique, m",guida d'onda dielettrica,誘電体導波路,유전체 도파관,falowód dielektryczny,guia de ondas dieléctrico,dielektrisk vågledare,介质波导
726-01-14,periodically loaded waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-14,دليل موجة محمل دوريا,"periodisch belasteter Wellenleiter, m",periodically loaded waveguide,guíaonda cargada periodicamente,jaksollinen aaltojohto,"guide (d'ondes) à charge itérative, mguide (d'ondes) à charge répétitive, m",guida d'onda adattata su base iterativa,周期装荷導波管,주기적 장하 도파관,falowód o strukturze periodycznej,guia de ondas carregado periodicamente,periodiskt belastad vågledare,周期性加载波导
726-01-15,coaxial line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-15,خط محوري,"Koaxialleitung, f",coaxial line,cable coaxiallínea coaxial,koaksiaalijohto,"ligne coaxiale, fcâble coaxial, m",linea coassiale,同軸線路,동축 선로,linia współosiowa,linha coaxialcabo coaxial,koaxialledning,同轴线
726-01-16,strip line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-16,خط شريطي,"Streifenleitung, f",strip line,línea de cinta triplaca,liuskajohto,"ligne à ruban, fguide à ruban, mligne triplaque, f",linea a striscia,ストリップ線路,스트립 선로,linia paskowa,linha de fita (triplaca),planledning,带状线
726-01-17,microstrip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-17,شريط متناهي الصغر,"Mikrostreifenleitung, f",microstrip,microcinta,mikroliuskajohto,"(ligne à) microruban, m",linea a microstriscia,マイクロストリップ,마이크로스트립미세스트립,mikrolinia,linha de microfita,mikrostrip,微带线
726-01-18,rod line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-18,خط قضيبي,"runde Stableitung, f",rod line,línea de varilla circular,sauvajohto,"ligne à tige (ronde), f",linea a barra,ロッド線路,로드 선로,linia kołowo-paskowa,linha de vareta circular,,棒状线
726-01-19,slab line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-19,خط لوحي (صفيحي ),"rechteckige Stableitung, f",slab line,línea de varilla rectangular,sauvajohto,"ligne à tige (rectangulaire), f",linea a lastra,スラブ線路,평판선슬래브 선,linia prostokątno-paskowa,linha de vareta rectangular,,板状线
726-01-20,surface-wave waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-20,دليل موجه - سطحية,"Oberflächenwellenleiter, m",surface-wave waveguidesurface waveguide,guía de onda de superficie,pinta-aaltojohto,"guide à onde de surface, m",guida a onde superficiali,表面波線路,표면파 도파관표면 도파관,falowód powierzchniowy,guia (de ondas) de superfície,ytvågledare,表面波波导
726-01-21,single-wire line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-21,خط أحادي السلك,"Eindrahtwellenleiter, mDrahtwellenleiter, mSommerfeld-Draht, m",single-wire linesurface wave transmission line (deprecated in this sense),línea unifilar,yksijohtiminen johto,"guide unifilaire, m",guida unifilare,単線式線路,단선식 선로,linia jednoprzewodowa,linha unifilar,vågtråd,单导线传输线
726-01-22,Goubau line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-22,خط  غوبو,"Goubau-Leiter, mHarms-Goubau-Leiter, m",Goubau lineG line (deprecated),línea Goubau,Goubau-johto,"ligne de Goubau, fligne ""G"" (terme déconseillé) f",linea di Goubaulinea G (sconsigliato),Goubau線路,고우보 선로,falowód Goubau linia Goubau,linha de Goubau,Goubau-Iedning,高宝线
726-01-23,radial transmission line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-23,خط نقل شعاعي,"Zweiplattenleitung, fRadialleitung, f",radial transmission line,línea radial,radiaalijohto,"ligne radiale, f",linea radiale,放射状線路,방사상 전송로,falowód radialny,linha radial,radialledning,径向传输线
726-01-24,flexible waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-24,دليل موجة مرن,"flexibler Wellenleiter, m",flexible waveguide,guíaonda flexible,taipuisa aaltojohto,"guide d'ondes souple, mguide d'ondes flexible, m",guida d'onda flessibile,可とう導波管,가요 도파관휨 도파관,falowód giętki,guia de ondas flexível,flexibel vågledare,软波导
726-01-25,bendable waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-25,دليل موجة قابل للثني,"biegbarer Wellenleiter, m",bendable waveguide,guíaonda deformable,taivutettava aaltojohto,"guide d'ondes défогmаble, m",guida d'onda deformabile,可とう導波管,휨성 도파관,falowód zginalny,guia de ondas deformávelguia de ondas semi-rígido,deformerbar vågledare,可弯波导
726-01-26,semi-rigid coaxial line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-26,خط محوري شبه صلب,"halbstarre Koaxialleitung, f",semi-rigid coaxial line,línea coaxial semirígida,puolijäykkä koaksiaalijohto,"coaxial semi-rigide, m",linea coassiale semirigida,半硬質同軸線路,반강체동축선,linia współosiowa półsztywna,linha coaxial semi-rígida,halvstel koaxialledning,半刚性同轴线
726-01-27,cavity resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-27,مِرنان تجويف,"Hohlraumresonator, m",cavity resonatorcavity,cavidadcavidad resonante,onteloresonaattori,"cavité, fcavité résonnante, f",cavità risonante,空洞共振器,공동 공진기공동,rezonator wnękowy,cavidadecavidade ressonante,hålrumsresonator(hål)rumsresonator,空腔谐振器空腔
726-01-28,waveguide cavity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-01-28,تجويف دليل موجة,"Hohlleiter-Hohlraum, m",waveguide cavity,cavidad de guíaonda,aaltoputkiresonaattori,"cavité de guide d'ondes, f",cavità di guida d'onda,導波管空洞,도파관 공동,rezonator falowodowy,cavidade de guia de ondas,vågledarresonator,波导空腔
726-02-01,direction of propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-01,إتجاه الانتشار,"Ausbreitungsrichtung, f",direction of propagation,sentido de propagación,etenemissuunta,"direction de propagation, f",direzione di propagazione,伝搬方向,전파 방향,kierunek propagacji,direcção de propagação,utbredningsriktning,传播方向
726-02-02,travelling wave (in a transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-02,موجة متنقلة (في خط نقل),"Wanderwelle, ffortschreitende Welle, <in einer Übertragungsleitung> f",travelling wave (in a transmission line),onda progresiva (en una línea de transmisión),etenevä aalto,onde progressive (dans une ligne de transmission) f,onda progressiva (di una linea di trasmissione),進行波,"진행파, <전송 선로>",fala bieżąca,onda progressiva (numa linha de transmissão),gående våg,"行波, <传输线中的>"
726-02-03,standing-wave (in a transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-03,موجة ثابتة (في خط نقل),"stehende Welle, <in einer Übertragungsleitung> fStehwelle, <in einer Übertragungsleitung> f",standing-wave (in a transmission line)stationary wave (deprecated),onda estacionaria (en una línea de transmisión),seisova aalto,onde stationnaire (dans une ligne de transmission) f,onda stazionaria (di una linea di trasmissione),定在波,"정재파, <전송선로>",fala stojąca,onda estacionária (numa linha de transmissão),stående våg,"驻波, <传输线中的>"
726-02-04,incident wave (in a transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-04,موجة عرضية (في خط نقل),"einfallende Welle, <in einer Übertragungsleitung> f",incident wave (in a transmission line),onda incidente (en una línea de transmisión),tuleva aalto,onde incidente (dans une ligne de transmission) f,onda incidente (in una linea di trasmissione),入射波,"입사파, <전송선로>",fala padająca,onda incidente (numa linha de transmissão),infallande våg,"入射波, <传输线中的>"
726-02-05,reflected wave (in a transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-05,موجة منعكسة ( في خط نقل ),"reflektierte Welle, <in einer Übertragungsleitung> f",reflected wave (in a transmission line),onda reflejada (en una línea de transmisión),heijastunut aalto,onde réfléchie (dans une ligne de transmission) f,onda riflessa (in una linea di trasmissione),反射波,"반사파, <전송선로>",fala odbita,onda reflectida (numa linha de transmissão),reflekterad våg.,"反射波, <传输线中的>"
726-02-06,transmitted wave (in a transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-06,موجة منقولة (في خط نقل),"durchlaufende Welle, <in einer Übertragungsleitung> f",transmitted wave (in a transmission line),onda transmitida (en una línea de transmisión),läpäissyt aalto,onde transmise (dans une ligne de transmission) f,onda trasmessa (in una linea di trasmissione),伝送波,"송신파, <전송 선로>",fala przechodząca,onda transmitida (numa linha de transmissão),transmitterad våg,"传输波, <传输线中的>"
726-02-07,"node, <of a standing wave>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-07,موجة ثابتة دنيا,"Stehwellenminimum, nStehwellenknoten, m","node, <of a standing wave>standing-wave minimum",nodo (de una onda estacionaria),seisovan aallon minimi,"noeud, <d'une onde stationnaire> m",nodo (di un'onda stazionaria),定在波の節,"정재파 최소노드, <정재파>",minimum fali stojącej węzeł fali stojącej,nó (de uma onda estacionária),ståendevågminimum,"节点, <驻波的>驻波最小点"
726-02-08,standing-wave maximum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-08,موجة ثابتة قصوى,"Stehwellenmaximum, nStehwellenbauch, m",standing-wave maximumantinode (of a standing wave),vientre (de una onda estacionaria),seisovan aallon maksimi,ventre (d'une onde stationnaire) m,ventre (di un'onda stazionaria),定在波の腹,정재파 최대배파복,maksimum fali stojącej przeciwwęzeł fali stojącej,ventre (de uma onda estacionária),ståendevågmaximum,驻波最大点
726-02-09,backward wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-09,موجة راجعة,"Rückwärtswelle, f",backward wave,onda inversa,taka-aalto,"onde rétrograde, f",onda retrograda,後進波,후진파,fala powrotna,onda retrógrada,backvåg,反向波
726-02-10,guided electromagnetic wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-10,موجة كهرومغناطيسية موجهة,"geführte elektromagnetische Welle, fgeführte Welle, f",guided electromagnetic waveguided wave,onda guiada (en una línea de transmisión),ohjattu aalto,"onde électromagnétique guidée, fonde guidée, f",onda guidata (lungo una linea di trasmissione),電磁波導波,"유도파, <전송 선로>","fala prowadzona, <w linii przesyłowej> f",onda eletromagnética guiadaonda guiada,ledningsbunden våg,导行电磁波导行波
726-02-11,"surface wave, <in a transmission line>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-11,"موجة سطحية, <فى خط النقل>","Oberflächenwelle, <in einer Übertragungsleitung> f","surface wave, <in a transmission line>",onda de superficie (en una línea de transmisión),pinta-aalto,"onde de surface, <le long d'une ligne de transmission> f",onda di superficie (lungo una linea di trasmissione),"表面波, <伝送回線>","표면파, <전송 선로>","fala powierzchniowa, <w linii przesyłowej> f",onda de superfície (numa linha de transmissão),ytvåg,"表面波, <传输线>"
726-02-12,slow wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-12,موجة بطيئة,"langsame Welle, f",slow wave,onda lenta,hidas aalto,"onde lente, f",onda lenta,遅波,저속파완속파,"fala opóźniona, f",onda lenta,fasfördröjd våg,慢波
726-02-13,slow wave structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-02-13,بنية موجة بطيئة,"Verzögerungswellenleiter, m",slow wave structure,estructura de onda lenta,hitaan aallon rakenne,"structure à onde lente, f",struttura a onda lenta,遅波構造,저속파 구조,układ opóźniający struktura opóźniająca,estrutura de onda lenta,fördröjningsstruktur,慢波结构
726-03-01,(electromagnetic) mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-01,نمط (كهرمغناطيسي),"elektromagnetischer Mode, mMode, melektromagnetischer Wellentyp, mWellentyp, m",(electromagnetic) mode,modo (electromagnético),aaltomuoto,mode (électromagnétique) m,modo (elettromagnetico),電磁モード,전자기 모드,rodzaj pola (elektromagnetycznego),modo (electromagnético),mod,"模, <电磁>"
726-03-02,waveguide rope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-02,حبل دليل موجة,"Wellenleitermode, m",waveguide rope,modo de guíaonda,aaltojohdon aaltomuoto,"mode de guide d'ondes, m",modo di guida d'onda,導波ロープ,도파관 로프,rodzaj pola w falowodzie,modo de guia de ondas,vågledarmod,波导模
726-03-03,mode of propagation (in a transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-03,نمط انتشار (في خط نقل),"Ausbreitungsmode, <in einer Übertragungsleitung> m",mode of propagation (in a transmission line)transmission mode,modo de propagación (en una línea de transmisión),etenevä aaltomuoto,"mode de propagation (dans une ligne de transmission) mmode progressif, m",modo di propagazione (in una linea di trasmissione),伝搬モード,"전파 모드, <전송 선로>",rodzaj propagacji (w linii przesyłowej),modo de progressão (numa linha de transmissão),utbredningsmodvågtyp,"传播模, <传输线中的>"
726-03-04,evanescent mode (in a waveguide),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-04,نمط متلاشي (في دليل موجة),"nicht ausbreitungsfähiger Mode, <in einem Wellenleiter> m",evanescent mode (in a waveguide)cut-off mode (deprecated),modo de corte (desaconsejado)modo evanescente (en una guíaonda),tukahtunut aaltomuoto,mode évanescent (dans un guide d'ondes) mmode de coupure (terme déconseillé) m,modo evanescente (in una guida d'onda)modo con frequenza di taglio (sconsigliato),エバネセントモード,"무한 모드, <도파관>이버네센트 모드, <도파관>",rodzaj pola nadkrytyczny (w falowodzie),modo evanescente (num guia de ondas),avklingningsmod,"隐失模, <波导中的>"
726-03-05,normal mode (in a waveguide),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-05,نمط طبيعي (في دليل موجة),"Normalmode, <in einem Wellenleiter> m",normal mode (in a waveguide),modo normal (en una guíaonda),aaltoputken normaaliaaltomuoto,mode normal (dans un guide d'ondes) m,modo normale (in una guida d'onda),通常モード,"정상 모드, <도파관>",rodzaj pola normalny (w falowodzie),modo normal (num guia de ondas),elementarmod,"简正模, <波导中的>"
726-03-06,TE mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-06,نمط كهربائي مستعرض (رمز TE),"TE-Mode, mtransversal-elektrischer Mode, m",TE modetransverse electric modeH mode (deprecated),modo Hmodo TEmodo transversal eléctrico,TE-aaltomuoto,"mode ТE, mmode électrique (transverse), mmode H (terme désuet) m",modo TEmodo elettrico (trasverso),TEモード,티이 모드횡전계 모드,rodzaj TE pola pole TE,modo TEmodo (transversal) eléctrico,TE-mod,横电模TE模
726-03-07,TM mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-07,نمط مغناطيسي مستعرض (رمز TM),"TM-Mode, mtransversal-magnetischer Mode, m",TM modetransverse magnetic modeE mode (deprecated),modo E (desaconsejado)modo TMmodo transversal magnético,TM-aaltomuoto,"mode ТМ, mmode magnétique (transverse), mmode E (terme désuet) m",modo TMmodo magnetico (trasverso),TMモード,티엠 모드횡자계 모드,rodzaj TM pola pole TM,modo TMmodo (transversal) magnético,TM-mod,横磁模TM模
726-03-08,TEM mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-08,نمط كهرمغناطيسي مستعرض  (رمز TEM),"TEM-Mode, mtransversal-elektromagnetischer Mode, m",TEM modetransverse electromagnetic modeprincipal mode (deprecated),modo TEMmodo transversal electromagnético,TEM-aaltomuoto,"mode ТЕМ, mmode électromagnétique (transverse), mmode électrique et magnétique transverse, m",modo TEMmodo elettromagnetico (trasverso),TEMモード,티이엠 모드횡전자계 모드,rodzaj TEM pola  pole TEM,modo TEMmodo (transversal) electromagnético,TEM-mod,横电磁模TEM模
726-03-09,hybrid mode (in a waveguide),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-09,نمط هجين (في دليل موجة),"Hybridmode, <in einem Wellenleiter> m",hybrid mode (in a waveguide),modo híbrido (en una guíaonda),hybridiaaltomuoto,mode hybride (dans un guide d'ondes) m,modo ibrido (in una guida d'onda),ハイブリッドモード,"혼성 모드, <도파관>",rodzaj pola hybrydowy (w falowodzie),modo híbrido (num guia de ondas),hybridmod,"混合模, <波导中的>"
726-03-10,mode of resonance (in a cavity resonator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-10,نمط رنين ( في مِرنان تجويف),"Resonanzmode, <in einem Hohlraumresonator> m",mode of resonance (in a cavity resonator)cavity mode,modo de resonancia (en una cavidad),resonanssimuoto,"mode de résonance (dans une cavité) mmode de cavité, m",modo di risonanza (in una cavità)modo di cavità,共振モード,"공진 모드, <공동 공진기>",rodzaj drgań rezonansowych (w rezonatorze mikrofalowym),modo de ressonância (numa cavidade),resonansmodsvängningstyp,"谐振模, <空腔谐振器中的>空腔模"
726-03-11,mode designation (in a waveguide or cavity resonator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-11,نمط تعيين ( في دليل موجة أو مِرنان تجويف),"Modenbezeichnung, <in einem Wellenleiter oder Hohlraumresonator> f",mode designation (in a waveguide or cavity resonator),designación de modo (en una guíaonda o una cavidad),aaltomuodon tunnusresonanssimuodon tunnus,désignation de mode (dans une guide d'ondes ou une cavité) f,designazione di modo (in una guida d'onda o cavità),モード指定,"모드 지정, <도파관 또는 공동 공진기>",oznaczenie rodzajów pola (w falowodzie lub rezonatorze mikrofalowym),designação de modo (num guia de ondas ou numa cavidade),modbeteckning,"模标志, <波导或空腔谐振器中的>"
726-03-12,TEmn mode (in a waveguide),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-12,نمط كهربائي مستعرض بمميزات mn (رمز TEmn) (في دليل موجة),"TEmn-Mode, <in einem Hohlleiter> mABGELEHNT: Hmn-Mode",TEmn mode (in a waveguide)Hmn mode (deprecated),modo Hmn (desaconsejado)modo TEmn (en una guíaonda),TEmn-aaltomuoto,mode TEmn (dans un guide d'ondes) mmode Нmn (terme désuet) m,modo TEmn (in una guida d'onda),TEmn  モード,"TEmn 모드, <도파관>",rodzaj TEmn pola  (w falowodzie),modo TEmn (num guia de ondas),TEmn-mod,"mn阶横电模, <波导中的>TEmn模, <波导中的>"
726-03-13,TMmn mode (in a waveguide),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-13,نمط مغناطيسي مستعرض بمميزات mn(رمز TMmn) (في دليل موجة),"TMmn-Mode, <in einem Hohlleiter> mABGELEHNT: Emn-Mode",TMmn mode (in a waveguide)Emn mode (deprecated),modo Emn (desaconsejado)modo TMmn (en una guíaonda),TMmn-aaltomuoto,mode TM mn (dans un guide d'ondes) mmode Emn (terme désuet) m,modo TMmn (in una guida d'onda),TMmn   モード,"TMmn 모드, <도파관>",rodzaj TMmn pola   (w falowodzie),modo TMmn (num guia de ondas),TMmn-mod,"mn阶横磁模, <波导中的>TMmn模, <波导中的>"
726-03-14,TEmnp mode (in a waveguide cavity),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-14,نمط كهربائي مستعرض بمميزات mnp (رمز TEmnp) (في تجويف دليل موجة),"TEmnp-Mode, <in einem Hohlleiter-Hohlraum> m",TEmnp mode (in a waveguide cavity),modo TEmnp (en una cavidad de guíaonda),TEmnp-resonanssimuoto,mode TEmnp (dans une cavité de guide d'ondes) m,modo TEmnp (in una cavità risonante),TEmnp   モード,"TEmnp 모드, <도파관 공진>",rodzaj TEmnp pola   (w rezonatorze falowodowym),modo TEmnp (num guia de ondas),TEmnp-mod,"TEmnp模, <波导腔中的>"
726-03-15,TMmnp mode (in a waveguide cavity),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-15,نمط مغناطيسي مستعرض بمميزات mnp(رمز TMmnp) (في تجويف دليل موجة),"TMmnp-Mode, <in einem Hohlleiter-Hohlraum> m",TMmnp mode (in a waveguide cavity),modo TMmnp (en una cavidad de guíaonda),TMmnp-resonanssimuoto,mode TMmnp (dans une cavité de guide d'ondes) m,modo TMmnp (in una cavità risonante),TMmnp   モード,"티엠엠엔피 모드, <도파관 공진>",rodzaj TMmnp pola  (w rezonatorze falowodowym),modo TMmnp (num guia de ondas),TMmnp-mod,"TMmnp模, <波导腔中的>"
726-03-16,dominant mode (in a waveguide),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-16,نمط سائد (في دليل موجي),"Grundmode, <in einem Wellenleiter> m",dominant mode (in a waveguide)fundamental mode (deprecated),modo dominante (en una guíaonda),perusaaltomuoto,mode fondamental (dans un guide d'ondes) mmode dominant (dans un guide d'ondes) m,modo fondamentale (in una guida d'onda),基本モード,"주 모드, <도파관>",rodzaj podstawowy pola (w falowodzie),modo dominante (num guia de ondas)modo fundamental (num guia de ondas),grundmod,"主模, <波导中的>"
726-03-17,degenerate mode (in a uniform transmission line),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-17,نمط مُنحل ( في خط نقل منتظم),"entarteter Mode, <in einer homogenen Übertragungsleitung> m",degenerate mode (in a uniform transmission line),modo degenerado (en una línea de transmisión uniforme),degeneroitu aaltomuoto,mode dégénéré (dans une ligne de transmission uniforme) m,modo degenere (in una linea di trasmissione uniforme),縮退モード,"축퇴 모드, <균일 전송 선로>",rodzaj zdegenerowany pola (w jednorodnej linii przesyłowej),modo degenerado (numa linha de transmissão uniforme),degenererad mod i vågledare,"简并模, <均匀传输线中的>"
726-03-18,degenerate mode (in a cavity resonator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-18,نمط مُنحل ( في مِرنان تجويف),"entarteter Mode, <in einem Hohlraumresonator> m",degenerate mode (in a cavity resonator),modo degenerado (en una cavidad resonante),degeneroitu resonanssimuoto,mode dégénéré (dans une cavité) m,modo degenere (in una cavità),縮退モード,"축퇴 모드, <공동 공진기>",rodzaj zdegenerowany pola (w rezonatorze wnękowym),modo degenerado (numa cavidade ressonante),degenererad mod i rumsresonator,"简并模, <空腔谐振器中的>"
726-03-19,waveguide below cut-off,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-19,دليل موجة دون حد القطع,"Wellenleiter im Sperrbetrieb, m",waveguide below cut-offevanescent waveguide (deprecated)cut-off waveguide (deprecated),guíaonda en modo evanescente,alimuotoaaltojohto,"guide (en régime) évanescent, mguide (en mode) évanescent, m",guida in regime evanescente,カットオフ以下導波,차단 주파수 아래 도파관,falowód nadkrytyczny,guia de ondas (em regime) evanescente,vågledare under gränsfrekvens,截止波导
726-03-20,over moded waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-20,دليل موجة فوقي النمطية,"übermodierter Wellenleiter, m",over moded waveguide,guíaonda en modo restringido,ylimuotoaaltojohto,"guide en mode contraint, m",guida in modo obbligatoguida monomodale,オーバーモード導波管,과 모드 도파관,falowód nadwymiarowy,guia de ondas restringido,överdimensionerad vågledare,过模波导
726-03-21,multimode waveguide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=726-03-21,دليل موجة متعدد الأنماط,"Mehrmodenwellenleiter, mMultimodenwellenleiter, m",multimode waveguide,guíaonda multimodo,monimuotoaaltojohto,"guide multimode, m",guida multimodale,多重モード導波路,다중 모드 도파관,falowód wielorodzajowy,guia de ondas multimodo,flermodsvågledare,多模波导
