term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
731-01-68,fused silica,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-01-68,سليكا منصهرة,"Quarzglas, n",fused silicavitreous silica,silicio fundidosilicio vitreo,kvartsilasi,"silice fondue, fsilice vitreuse, f",silice fusasilice vetrosa,"溶融石英, （２）",용융 석영융해 석영,krzemionka topiona szkło kwarcowe,sílica fundida,syntetiskt kvartsglas,熔融硅石透明硅石
731-02-01,optical fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-01,ألياف ضوئية,"Lichtwellenleiter, mGlasfaser, fLWL",optical fibre,fibra óptica,optinen kuituvalokuitu,"fibre optique, f",fibra a modo singolofibra monomodale (da evitarsi),光ファイバー,광섬유,"włókno światłowodowe, nświatłowód, m",fibra óptica,optofiber,光纤
731-02-02,singlemode fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-02,ألياف ضوئية متعددة النمط,"Einmodenfaser, f",singlemode fibremonomode fibre (deprecated),fibra monomodo,yksimuotokuitu,"fibre (optique) unimodale, ffibre (optique) monomode, f",fibra monomodale,シングルモードファイバ,단일 모드 광섬유,światłowód wielomodowy,fibra (óptica) unimodalfibra (óptica) monomodo,enkelmodsfiber  singelmodfiber,单模光纤
731-02-03,multimode fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-03,,"Mehrmodenfaser, f",multimode fibre,fibra multimodo,monimuotokuitu,"fibre (optique) multimodale, ffibre (optique) multimode, f",fibra multimodale,マルチモードファイバ,다중모드 광섬유,,fibra óptica multimodal fibra óptica multimodo,flermodsfiber  multimodfiber,多模光纤
731-02-04,"core, <of an optical fibre>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-04,نواةقلب,"Kern, m","core, <of an optical fibre>",núcleo,ydin,"coeur, <d'une fibre optique> m",nucleo,コア,코어,rdzeń (światłowodu),núcleo,kärna,纤芯
731-02-05,cladding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-05,غلاف / غلاف بصري,"Mantel, m",cladding,revestimiento,kuori,"gaine, fgaine optique, f",mantello,クラッド,피복재클래딩,płaszcz (światłowodu),bainha,fibermantel,包层
731-02-06,refractive index profile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-06,مظهر جانبي لدليل الانكسار,"Brechzahlprofil, n",refractive index profile,perfil del índice de refracción,taitekerroinjakauma,profil d'indice (de réfraction) m,profilo d'indice di rifrazione,屈折率分布,굴절률 분포,profil współczynnika załamania,perfil de índice (de refracção),indexprofil,折射率分布图
731-02-07,step index profile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-07,مظهر دليل الخطوة,"Stufenindexprofil, n",step index profile,perfil de salto de índice,askeljakauma,"profil d'indice à saut, msaut d'indice (profil à) m",profilo d'indice (di rifrazione) a gradino,ステップインデックス分布,계단형 굴절률 분포,profil skokowy (współczynnika załamania),perfil em degrau de índice,steg(index)profil,阶跃型折射率分布
731-02-08,step index fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-08,ليف ضوئي  ذو معامل  انكسار يتغير بشكل قفزي/خطويِليف ضوئى ذو معامل يتغير بشكل قفزى,"Stufenprofilfaser, f",step index fibre,fibra de salto de índice,askelkuitu,"fibre à saut d'indice, f",fibra con indice (di rifrazione) a gradinofibra a salto d'indice (di rifrazione),ステップインデックス形光ファイバ,계단형 광섬유,światłowód skokowy,fibra de índice em degrau,stegindexfiber,阶跃型光纤
731-02-09,equivalent step index profile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-09,مخطط جانبى مكافئ معامل  انكسار قفزي/خطوي تدرجي,"äquivalentes Stufenindexprofil, nESI-Profil, Abkürzung",equivalent step index profileESI-profile (abbreviation),perfil de salto de índice equivalenteperfil ESI (abreviatura),ekvivalenttinen askeljakaumaESI-jakauma,"profil d'indice à saut équivalent, m",profilo d'indice a gradino equivalenteprofilo ESI (abbreviazione),等価ステップインデックス分布,등가 계단형 굴절률 분포이에스아이 분포,profil skokowy równoważny,perfil de índice em degrau equivalente,ekvivalent stegindexprofil,等效阶跃型折射率分布ESI
731-02-10,ESI refractive index difference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-10,الفرق بين دليل الانكسار للمركز ودليل الانكسار للغلاف,"ESI-Brechzahldifferenz, f",ESI refractive index difference,diferencia en el índice de refracción en un perfil ESI,ESI-taitekerroinero,"saut d'indice équivalent, m",differenza d'indice di rifrazione in un profilo ESI,等価ステップインデックス屈折率差,등가 계단형 굴절과 굴절률 차이,skok profilu równoważnego,degrau de índice equivalente,ekvivalent indexskillnad,等效阶跃型折射率差
731-02-11,graded index profile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-11,مخطط جانبى لعامل إنكسار متدرج,"Gradientenindexprofil, n",graded index profile,perfil de índice gradual,asteittaisjakauma,"profil d'indice à gradient, mgradient d'indice (profil à) m",profilo d'indice (di rifrazione) graduale (a variazione graduale),グレーデッドインデックス分布,단굴절률 분포그레이드형 굴절률 분포,profil gradientowy,perfil de índice gradual,gradient(index)profil,渐变型折射率分布梯度型折射率分布
731-02-12,power-law index profile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-12,مخطط جانبى لمؤشر قانون الطاقة,"Potenzprofil, n",power-law index profilealpha profile (deprecated),perfil alfa (obsoleto)perfil de índice según Ia ley potencial,potenssijakauma,"profil (d'indice) à loi en puissance, m",profilo d'indice (di rifrazione) a legge di potenzaprofilo alfa (da evitare),べき乗屈折率分布,거듭제곱법 굴절률 분포,profil potęgowy,perfil (de índice) de lei exponencial,potenslagsprofil,幂数规律折射率分布
731-02-13,profile parameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-13,معامل المخطط الجانبى,"Profilparameter, m",profile parameter,parámetro del perfil,jakaumaparametri,"paramètre de profil, m",parametro di profilo,屈折率分布パラメータ,분포 매개 변수,parametr profilu,parâmetro de perfil,profilparameter,折射率分布参数
731-02-14,parabolic profile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-14,مخطط جانبى بشكل قطعى مكافئ,"parabolisches Profil, n",parabolic profilequadratic profile (deprecated),perfil cuadrático (obsoleto)perfil parabólico,parabolinen jakauma,"profil (d'indice) parabolique, m",profilo parabolicoprofilo quadratico (da evitare),放物線分布,포물선 굴절률 분포,profil paraboliczny,perfil (de índice) parabólico,parabolisk indexprofil,抛物线型分布
731-02-15,graded index fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-15,ألياف بمعامل انكسار متدرج,"Gradientenprofilfaser, fGradientenfaser, f",graded index fibre,fibra de índice gradual,asteittaiskuitu,"fibre à gradient d'indice, f",fibra ad indice (di rifrazione) graduale,グレーデッドインデックス光ファイバ,접속형 광섬유그레이드형 광섬유,światłowód gradientowy,fibra de índice gradual,gradient(index)fiber,渐变型光纤梯度型光纤
731-02-16,index dip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-16,هبوط عامل الانكسار,"Dip, mBrechzahleinbruch, m",index dip,depresión del índice,taitekerroinkuoppa,"creux central d'indice, m",depressione dell'indice (di rifrazione),コアセンタディップ,굴절률 저하,depresja profilu centralna depresja profilu,depressão central de índice,indexsänka,折射率凹陷
731-02-17,homogeneous cladding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-17,عازل متجانس بمعامل انكسار ثابتغلاف متجانس,"homogener Mantel, m",homogeneous cladding,revestimiento homogéneo,tasa-aineinen kuori,"gaine homogène, f",mantello omogeneo,均一クラッド,균일 피복재균일 클래딩,warstwa jednorodna płaszcza,bainha homogénea,homogen mantel,均匀包层
731-02-18,depressed cladding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-18,عازل بمعامل الانكسار الأدنى,"abgesenkter Mantel, m",depressed cladding,revestimiento deprimido,varokuori,"fossé de gaine, m",mantello depresso,ディスプレスドクラッド,내부 피복재내부 클래딩,depresja płaszcza,depressão da bainha,försänkt mantel,凹陷包层
731-02-19,matched cladding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-19,غلاف متوافقتكسية ملائمة,"angepasster Mantel, m",matched cladding,revestimiento compensado,tasakuori,"gaine compensée, f",mantello adattatomantello continuo,マッチドクラッド,정합 피복재정합 클래딩,płaszcz dopasowany,bainha compensada,kompenserad mantel ;,匹配包层
731-02-20,refractive index contrast,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-20,تباين عامل الانكسار,"relative Brechzahldifferenz, f",refractive index contrast,contraste del índice de refracción,suhteellinen taitekerroinero,"contraste d'indice, m",contrasto d'indice di rifrazione,"比屈折率差Δ, （記号）",굴절 지수 대비,kontrast współczynników załamania,contraste de índice,relativ indexskillnad,相对折射率差
731-02-21,weakly guiding fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-21,ليف ( بصري ) بتوجيه ضعيف,"schwach führende Faser, f",weakly guiding fibre,fibra de guiado débil,heikosti ohjaava kuitu,"fibre à guidage faible, f",fibra debolmente guidante,弱導波ファイバ,약도파 광섬유,światłowód o słabym prowadzeniu (modów),fibra com guiamento fraco,svagt ledande fiber,弱导光纤
731-02-22,core area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-22,منطقة النواةمنطقة القلب,"Kernbereich, m",core area,área del núcleo,ydinalue,"zone de coeur, f",area del nucleo,コア領域,코어 면적,strefa rdzenia,zona do núcleo,kärnarea,芯区
731-02-23,reference surface (of an optical fibre),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-23,السطح المرجعي (للألياف البصرية),"Referenzoberfläche, <einer optischen Faser> fBezugsoberfläche, <einer optischen Faser> f",reference surface (of an optical fibre),superficie de referencia,vertailupinta,surface de référence (d'une fibre optique) f,superficie di riferimento (di una fibra ottica),接続基準面,"기준면, <광섬유>",powierzchnia odniesienia (światłowodu),superfície de referência (de uma fibra óptica),referensyta,"基准面, <光纤的>"
731-02-24,core centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-24,مركز النواةمركز القلب,"Kernmitte, f",core centre,centro del núcleo,ytimen keskipiste,"centre du coeur, m",centro del nucleo,コア中心,코어 중심,środek rdzenia,centro do núcleo,kärncentrum,纤芯中心
731-02-25,cladding centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-25,مركز التكسيهمركز الغلاف,"Mantelmitte, f",cladding centre,centro del revestimiento,kuoren keskipiste,"centre de la gaine, m",centro del mantello,クラッド中心,클래딩 중심,środek płaszcza,centro da bainha,mantelcentrum,包层中心
731-02-26,reference surface centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-26,مركز السطح المرجعي,"Referenzoberflächenmitte, fBezugsoberflächenmitte, f",reference surface centre,centro de la superficie de referencia (de una fibra óptica)tolerancia del diámetro de la superficie de referencia,vertailupinnan keskipiste,"centre de la surface de référence, m",centro della superficie di riferimento,接続基準面中心,기준면 중심,środek powierzchni odniesienia,centro da superfície de referência,referensytas centrum,基准面中心
731-02-27,fibre axis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-27,محور الألياف    محور ضوئي   (محور بصري),"Faserachse, f",fibre axisoptical axis,eje de la fibra,kuidun akseli,"axe de la fibre, m",asse della fibraasse ottico,ファイバ軸,광섬유 축,oś światłowodu,eixo da fibra,fiberaxel,光纤轴
731-02-28,core diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-28,قطر النواةقطر القلب,"Kerndurchmesser, m",core diameter,diámetro del núcleo,ytimen halkaisija,"diamètre du coeur, m",diametro del nucleo,コア径,코어 지름,średnica rdzenia,diâmetro do núcleo,kärndiameter,纤芯直径
731-02-29,cladding diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-29,قطر التكسيهقطر الغلاف,"Manteldurchmesser, m",cladding diameter,diámetro del revestimiento,kuoren halkaisija,"diamètre de la gaine, m",diametro del mantello,クラッド径,피복재 지름클래딩 지름,średnica płaszcza,diâmetro da bainha,manteldiameter,包层直径
731-02-30,reference surface diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-30,قطر السطح المرجعى,"Referenzoberflächendurchmesser, mBezugsoberflächendurchmesser, m",reference surface diameter,diámetro de la superficie de referencia,vertailupinnan halkaisija,"diamètre de la surface de référence, m",diametro della superficie di riferimento,接続基準面径,기준면 지름,średnica powierzchni odniesienia,diâmetro da superfície de referência,referensytas diameter,基准面直径
731-02-31,average core diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-31,قيمة وسطى لقطر النواةمعدل قطر القلب,"mittlerer Kerndurchmesser, m",average core diameter,diámetro medio del núcleo,ytimen halkaisijan keskiarvo,"diamètre moyen du coeur, m",diametro medio del nucleo,平均コア径,평균 코어 지름,średnica rdzenia przeciętna,diâmetro médio do núcleo,kärnmedeldiameter,平均纤芯直径
731-02-32,average cladding diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-32,متوسط قطر التكسيهمعدل قطر الغلاف,"mittlerer Manteldurchmesser, m",average cladding diameter,diámetro medio del revestimiento,kuoren halkaisijan keskiarvo,"diamètre moyen de la gaine, m",diametro medio del mantello,平均クラッド径,평균 피복재 지름평균 클래딩 지름,średnica płaszcza przeciętna,diâmetro médio da bainha,mantelmedeldiameter,平均包层直径
731-02-33,average reference surface diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-33,قيمة وسطى لقطر السطح المرجعيمتوسط قطر سطح المرجع,"mittlerer Referenzoberflächendurchmesser, mmittlerer Bezugsoberflächendurchmesser, m",average reference surface diameter,diámetro medio de la superficie de referencia,vertailupinnan halkaisijan keskiarvo,"diamètre moyen de la surface de référence, m",diametro medio della superficie di riferimento,平均接続基準面径,평균 기준면 직경,średnica przeciętna powierzchni odniesienia,diâmetro médio da superfície de referência,referensytas medeldiameter,平均基准面直径
731-02-34,core diameter tolerance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-34,تفاوت قطر اللبالسماحية بقطر النواة,"Kerndurchmesser-Grenzabmaß, n",core diameter tolerance,tolerancia del diámetro del núcleo,ytimen halkaisijan toleranssi,"tolérance sur le diamètre du coeur, f",tolleranza sul diametro del nucleo,コア径偏差,코어 지름 허용 한계,tolerancja średnicy rdzenia,tolerância do diâmetro do núcleo,kärndiametertolerans,纤芯直径容差
731-02-35,cladding diameter tolerance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-35,تفاوت قطر التكسيهالسماحية بقطر الغلاف,"Manteldurchmesser-Grenzabmaß, n",cladding diameter tolerance,tolerancia del diámetro del revestimiento,kuoren halkaisijan toleranssi,"tolérance sur le diamètre de la gaine, f",tolleranza sul diametro del mantello,クラッド径偏差,피복재 지름 허용 한계클래딩 지름 허용한계,tolerancja średnicy płaszcza,tolerância do diâmetro da bainha,manteldiametertolerans,包层直径容差
731-02-36,reference surface diameter tolerance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-36,تفاوت قطر سطح المرجعالسماحية بقطر السطح الرجعي,"Referenzoberflächendurchmesser-Grenzabmaß, nBezugsoberflächendurchmesser-Grenzabmaß, n",reference surface diameter tolerance,tolerancia del diámetro de la superficie de referencia,vertailupinnan halkaisijan toleranssi,"tolérance sur le diamètre de la surface de référence, f",tolleranza sul diametro della superficie di riferimento,接続基準面径偏差,기준면 지름 허용 한계,tolerancja średnicy powierzchni odniesienia,tolerância do diâmetro da superfície de referência,referensytas diametertolerans,基准面直径容差
731-02-37,core tolerance field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-37,مجال السماحية في النواةمجال تفاوت القلب,"Kern-Toleranzfeld, n",core tolerance field,dominio de tolerancia del núcleo,ytimen vaihtelualue,"domaine de tolérance du coeur, m",campo di tolleranza del nucleo,コア公差領域,코어 허용 범위,obszar tolerancji rdzenia,domínio de tolerância do núcleo,,纤芯容差区
731-02-38,cladding tolerance field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-38,مجال تفاوت التكسيهمجال تفاوت الغلاف,"Mantel-Toleranzfeld, n",cladding tolerance field,dominio de tolerancia del revestimiento,kuoren vaihtelualue,"domaine de tolérance de la gaine, m",campo di tolleranza del mantello,クラッド公差領域,피복재 공차 영역클래딩 공차 영역,obszar tolerancji płaszcza,domínio de tolerância da bainha,,包层容差区
731-02-39,reference surface tolerance field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-39,مجال تفاوت سطح المرجع,"Referenzoberflächen-Toleranzfeld, nBezugsoberflächen-Toleranzfeld, n",reference surface tolerance field,dominio de tolerancia de la superficie de referencia,vertailupinnan vaihtelualue,"domaine de tolérance de la surface de référence, m",campo di tolleranza della superficie di riferimento,接続基準面公差領域,기준면 허용 범위,obszar tolerancji powierzchni odniesienia,domínio de tolerância da superfície de referência,,基准面容差区
731-02-40,non-circularity of core,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-40,عدم انتظام الدائرية في النواةلا دائريه للقلب,"Kern-Kreisabweichung, f",non-circularity of core,no circularidad del núcleo,ytimen elliptisyys,"non-circularité du coeur, f",non circolarità del nucleo,コア非円率,코어 비원형성,współczynnik eliptyczności rdzenia,não circularidade do núcleo,kärnorundhet,纤芯不圆度
731-02-41,non-circularity of cladding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-41,لا دائريه الغلافعدم دائرية التكسيه,"Mantel-Kreisabweichung, f",non-circularity of cladding,no circularidad del revestimiento,kuoren elliptisyys,"non-circularité de la gaine, f",non circolarità del mantello,クラッド非円率,클래딩 비원형성,współczynnik eliptyczności płaszcza,não circularidade da bainha,mantelorundhet,包层不圆度
731-02-42,non-circularity of reference surface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-42,لا دائرية السطح المرجعىعدم دائرية سطح المرجع,"Referenzoberflächen-Kreisabweichung, fBezugsoberflächen-Kreisabweichung, f",non-circularity of reference surface,no circularidad de la superficie de referencia,vertailupinnan elliptisyys,"non-circularité de la surface de référence, f",non circolarità della superficie di riferimento,接続基準面の非円率,기준면 비원형성,współczynnik eliptyczności powierzchni odniesienia,não circularidade da superfície de referência,referensytas orundhet,基准面不圆度
731-02-43,core/cladding concentricity error,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-43,خطأ اتحاد مركز القلب / الغلاف,"Kern-Mantel-Konzentrizitätsfehler, m",core/cladding concentricity error,error de concentricidad núcleo/revestimiento,ytimen epäkeskisyys kuoreen nähden,"erreur de concentricité coeur/gaine, f",errore di concentricità nucleo/mantello,コア/クラッド偏心率,코어/피복재 편심 오차코어/클래딩 편심 오차,błąd współosiowości rdzenia i płaszcza,erro de concentricidade núcleo/bainha,koncentricitetsfel mellan kärna och mantel,纤芯/包层同心度误差
731-02-44,core/reference surface concentricity error,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-44,خطأ في مركزية النواة/ السطح المرجعي,"Kern-Referenzoberflächen-Konzentrizitätsfehler, mKern-Bezugsoberflächen-Konzentrizitätsfehler, m",core/reference surface concentricity error,error de concentracidad núcleo/superficie de referencia,ytimen epäkeskisyys vertailupintaan nähden,"erreur de concentricité coeur/surface de référence, f",errore di concentricità nucleo/superficie di riferimento,コア/接続基準面偏心率,코어/기준면 편심 오차,błąd współosiowości rdzenia i powierzchni odniesienia,erro de concentricidade núcleo/superfície de referência,koncentricitetsfel mellan kärna och referensyta,纤芯/基准面同心度误差
731-02-45,all-glass fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-45,ألياف زجاجيةليف بصري زجاجي,"Mehrkomponentenglasfaser, f",all-glass fibre,fibra de vidrio,lasikuitu,"fibre de verre, f",fibra (interamente) vetrosa,多成分系光ファイバ,전유리 광섬유다성분유리 광섬유,światłowód całkowicie szklany światłowód szklany,fibra de vidro,helglasfiber,全玻璃光纤
731-02-46,all-silica fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-46,ألياف السيليكاألياف ضوئية من السيليكا بالكامل,"Quarzglasfaser, f",all-silica fibre,fibra de silicio,kvartsikuitu,"fibre de silice, f",fibra (interamente) in silice,石英系光ファイバ,전석영 광섬유,światłowód całkowicie kwarcowy światłowód  kwarcowy,fibra de sílica,helkvartsfiber,全石英光纤
731-02-47,all-plastic fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-47,ألياف بلاستيكيةألياف ضوئية بلاستيكية بالكامل,"Plastikfaser, f",all-plastic fibre,fibra de plástico,muovikuitu,"fibre (de) plastique, f",fibra (interamente) in plastica,全プラスチック光ファイバ,전 플라스틱 광섬유,światłowód plastomerowy,fibra de plástico,helplastfiber,全塑光纤
731-02-48,plastic clad silica fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-48,غلاف سيليكا وألياف سيليكاليف سليكا بغلاف بلاستيكي,"Plastikmantel-Glasfaser, f",plastic clad silica fibrePCS-fibre (abbreviation),fibra de silicio revestida de plásticofibra PCS (abreviatura),muovikuorinen kvartsikuitu,"fibre de silice gainée de plastique, ffibre silice-plastique, f",fibra con nucleo in silice e mantello in plastica,プラスチッククラッド光ファイバ,플라스틱 클래드 석영 광섬유피시에스 광섬유,światłowód szklany o płaszczu plastomerowym PCS (akronim),fibra de sílica com bainha de plástico,plastmantlad kvartsfiber,塑包石英光纤PCS光纤
731-02-49,preform,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-49,يشكل مسبقاًشكل مقدّما ( من ليف بصري ),"Vorform, f",preform,preforma,aihio,"préforme, f",preforma,プリフォーム,광섬유 모재,preforma,préforma,preform,预制棒
731-02-50,rod-in-tube technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-50,تقنية إدخال قضيب في أنبوب,"Stab-Rohr-Verfahren, n",rod-in-tube technique,procedimiento de Ia varilla de tubo,tanko-putkimenetelmä,"procédé de la tige dans le tube, m",tecnica della barra in tubo,ロッドインチューブ法,관내 봉 삽입 기법,"metoda ""pręt w rurze""",técnica de varão em tubo,stav-rörteknik,管棒法
731-02-51,double crucible technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-51,تقنية البوتقة المزدوجة,"Doppeltiegelverfahren, n",double crucible technique,procedimiento de  doble crisol,kaksoisupokasmenetelmä,"procédé du double creuset, m",tecnica del doppio crogiolo,二重るつぼ法,이중 도가니 기법,metoda dwutyglowa,técnica de duplo cadinho,dubbeldegelteknik,双坩锅法
731-02-52,ion exchange technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-52,عملية تبادل الايونات,"Ionenaustauschverfahren, n",ion exchange technique,procedimiento de intercambio iónico,ioninvaihtomenetelmä,"procédé par échange d'ions, m",tecnica dello scambio ionico,イオン交換法,이온 교환법,metoda wymiany jonowej,técnica de permuta de iões,jonbytesteknik,离子变换法
731-02-53,chemical vapour deposition technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-53,تقنية ترسيب البخار الكيماوى,"chemisches Gasphasen-Abscheideverfahren, nGasphasen-Abscheideverfahren, nCVD-Verfahren, n",chemical vapour deposition techniqueCVD (abbreviation),CVD (abreviatura)procedimiento por deposición química en fase vapor,kaasukasvatusmenetelmä,"dépôt chimique en phase vapeur, mCVD (abréviation) m",tecnica di deposizione chimica in fase vaporeCVD (abbreviazione),"化学気相堆積法CVD, （略語）",화학 증착 기법시브이디,metoda osadzania z fazy gazowej metoda CVD,deposição química em fase de vaporCVD (abreviatura),CVD-teknik,化学气相沉积法CVD法
731-02-54,vapour phase axial deposition technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-54,تقنية ترسيب محورية الطور للبخار,"axiales Gasphasen-Abscheideverfahren, nVAD-Verfahren, n",vapour phase axial deposition techniqueVAD (abbreviation),procedimiento por deposición axial en fase de vaporVAD (abreviatura),aksiaalinen kaasukasvatusmenetelmä,"dépôt axial en phase vapeur, mVAD (abréviation) m",tecnica di deposizione assiale in fase vaporeVAD (abbreviazione),"気相軸付け法VAD, （略語）",기상축 증착 기법브에이디,metoda osadzania osiowego metoda VAD,deposição axial em fase de vaporVAD (abreviatura),VAD-teknik,气相轴向沉积法VAD法
731-02-55,barrier layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-55,طبقة حاجزة,"Trennschicht, f",barrier layer,capa de protección,sulkukerros,"couche barrière, f",strato di barriera,バリア層,장벽층,bariera przeciwdyfuzyjna,camada barreira,barriärskikt,阻挡层
731-02-56,fibre buffer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-56,حاجز الألياف البصريةمصدر ألياف ضوئية,"Faserummantelung, f",fibre buffer,protector de fibra,kuidun suojakerros,"matelas protecteur, mprotection de fibre, f",protezione della fibra,光ファイバのバッファバッファ,광섬유 완충기,osłona światłowodu,camada protectora,fiberskydd,光纤缓冲层
731-02-57,primary coating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-57,غلاف أوليالطلاء الأولى,"Primärbeschichtung, f",primary coating,recubrimiento primario,ensiöpäällyste,"revêtement primaire, m",rivestimento primario,一次被覆,일차 피복,powłoka pierwotna pokrycie pierwotne,revestimento primário,primärbeläggning,一次涂覆层
731-02-58,secondary coating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-02-58,غلاف ثانوي   كساء ليفيالطلاء الثانوى,"Sekundärbeschichtung, fFaserumhüllung, f",secondary coatingfibre jacket,envoltura de fibrareforzamiento de la fibra,toisiopäällyste,"revêtement secondaire, menrobage, m",rivestimento secondariocamicia della fibraguaina,二次被覆,이차 피복,powłoka wtórna pokrycie wtórne,revestimento secundário,sekundärskydd,二次涂覆层
731-03-01,light ray,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-03-01,شعاع ضوئي,"Lichtstrahl, mStrahl, m",light ray,rayo de luz,valonsäde,"rayon (optique) mrayon lumineux, m",raggio di luce,光線,광선,promień świetlny promień optyczny,raio (luminoso),ljusstråle,光射线
731-03-02,wavefront,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-03-02,سطح موجةمقدمة موجه,"Wellenfront, f",wavefront,frente de onda,aaltorintama,"surface d'onde, f",fronte d'onda,波面,파면,czoło fali,frente de onda,vågfront,波前
731-03-03,plane wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-03-03,موجة مستويهموجة مسطحة,"ebene Welle, f",plane wave,onda plana,tasoaalto,"onde plane, f",onda piana,平面波,평면파,fala płaska,onda plana,plan våg,平面波
731-03-04,mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-03-04,النمططريقة ، النمط،  أسلوب,"Mode, melektromagnetischer Wellentyp, mWellentyp, m",mode,modo (electromagnético),muoto,mode (électromagnétique) m,modo,モード,상태모드,mod (elektromagnetyczny)rodzaj fali (elektromagnetyczny),modo (electromagnético),mod,模式
731-03-05,phase interference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-03-05,تداخل,"Interferenz, f",phase interferencewave interference,interferencia,interferenssi,"interférence, f",interferenza,位相干渉波動干渉,간섭위상 간섭파간섭,"interferencja, f",interferência,interferens,相位干涉波干涉
731-03-06,guided electromagnetic wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=731-03-06,موجة كهرومغناطيسة موجهة,"geführte elektromagnetische Welle, fgeführte Welle, f",guided electromagnetic waveguided wave,onda guiada,ohjattu aalto,"onde électromagnétique guidée, fonde guidée, f",onda guidata,電磁波導波,유도파,"fala elektromagnetyczna prowadzona, f",onda eletromagnética guiadaonda guiada,ledningsbunden våg,导行电磁波导行波
