term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sr,sv,zh
841-26-51,electrode speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-51,سرعة القطب الكهربائي,"Elektrodengeschwindigkeit, f",electrode speed,velocidad de electrodo,"vitesse de déplacement de l'électrode, f",velocità dell'elettrodo,電極昇降速度,전극속도,prędkość przesuwu elektrody,velocidade de deslocação do eléctrodo,"брзина електроде, ж јд",elektrodhastighet,电极升降速度电极速度
841-26-52,arc furnace installation electric line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-52,خط كهربائي لمعدة فرن قوسي,"elektrische Zuleitung einer Lichtbogenofenanlage, f",arc furnace installation electric line,línea eléctrica de una instalación de horno de arco,"ligne électrique d'une installation de four à arc, f",linea elettrica dell'installazione del forno ad arco,アーク炉設備給電回路,아크로 설비 급전회로,tor elektryczny instalacji pieca łukowego,linha eléctrica de uma instalação de forno de arco,"инсталација електричног вода електролучне пећи, ж јд",matningssystem (för ljusbågsugnsanläggning),电弧炉装置供电线路
841-26-53,arc control system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-53,نظام التحكم في القوس الكهربائي,"Lichtbogensteuerungseinrichtung, f",arc control system,sistema de control del arco,"système de commande de l'arc, m",sistema di controllo/comando dell'arco,アーク制御システム,아크제어 시스템,układ regulacji łuku,sistema de controlo do arco,"систем управљања луком, м јд",reglersystem för ljusbåge,电弧控制系统
841-26-54,arc furnace installation high-current line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-54,خط التيار العالي لتجهيزات فرن قوسي,"Hochstromleitung der Lichtbogenofenanlage, f",arc furnace installation high-current line,línea de corriente elevada de la instalación de horno de arco,"ligne à courant élevé de l'installation d'un four à arc, f",linea ad alta tensione di un'installazione di forno ad arco,アーク炉設備大電流回路,아크로설비 대전류회로,tor wielkoprądowy instalacji pieca łukowego,linha de corrente elevada da instalação de um forno de arco,"постројење електролучне пећи са водом за велику струју, с јд",starkströmskrets,电弧炉装置大电流线路
841-26-55,arc furnace transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-55,محول فرن قوسي,"Lichtbogenofentransformator, m",arc furnace transformer,transformador de horno de arco,"transformateur de four à arc, m",trasformatore di un forno ad arco,アーク炉炉用変圧器,아크로 변압기,transformator pieca łukowego,transformador de forno de arco,"трансформатор електролучне пећи, м јд",transformator för ljusbågsugn,电弧炉变压器
841-26-56,booster transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-56,محول معزّز الجهد,"Hilfstransformator, m",booster transformer,transformador adicionador,"transformateur survolteur, m",trasformatore survoltore,昇圧変圧器,승압 변압기비티,transformator dodawczy,transformador sobretensor,"помоћни трансформатор, м јд",booster-transformator,调压变压器
841-26-57,arc furnace emergency switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-57,مفتاح الطواريء للفرن القوسي,"Notschalter des Lichtbogenofens, m",arc furnace emergency switch,interruptor de emergencia de horno de arco,"interrupteur d'urgence de four à arc, m",interruttore di emergenza del forno ad arco,アーク炉非常用開閉器,아크로 비상 스위치아크로 비상 개폐기,wyłącznik awaryjny pieca łukowego,interruptor de emergência de forno de arco,"склопка електролучне пећи за хитне случајеве, ж јд",nödutlösare,电弧炉紧急开关
841-26-58,arc furnace manoeuvring switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-58,مفتاح تشغيل للفرن القوسي,"Betriebsschalter des Lichtbogenofens, m",arc furnace manoeuvring switcharc furnace operational switch,interruptor de funcionamiento de un horno de arcointerruptor de maniobra de un horno de arco,"interrupteur de manœuvre d'un four à arc, minterrupteur de fonctionnement d'un four à arc, m",interruttore di monovra del forno ad arco,アーク炉操作スイッチアーク炉運転スイッチ,아크로 조작 스위치아크로 운전 개폐기,wyłącznik manewrowy pieca łukowego,interruptor de manobra de um forno de arco,"радна склопка електролучне пећи, ж јд",ugnsbrytare,电弧炉操作开关
841-26-59,flexible cable (of an arc furnace),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-59,كبل مرن ( للفرن القوسي),"bewegliche Zuleitung (eines Lichtbogenofens), f",flexible cable (of an arc furnace),cable flexible (de un horno de arco),câble souple (d'un four à arc) m,cavo flessibile,"可とう（撓）ケーブル, <アーク炉の>","유연 케이블, 아크로",kabel giętki (pieca łukowego),cabo flexível (de um forno de arco),савитљиви кабл (електролучне пећи) м јд,elektrodtilledare,"挠性电缆, <电弧炉的>"
841-26-60,induction stirrer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-60,أداة تحريك (لفرن قوسي),"Induktionsrührspule, fLichtbogenofen-Rührspule, f",induction stirrerarc furnace stirrer,agitador de inducción,"brasseur à induction, m",mescolatore  ad induzione,誘導攪拌装置アーク炉攪拌装置,유도교반장치,mieszalnik indukcyjny (pieca łukowego),agitador de indução,"индукциона мешалица електролучне пећи, ж јд",induktiv omrörare,感应搅拌器电弧炉搅拌器
841-26-61,arc current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-61,تيار القوس الكهربائي,"Lichtbogenstrom, m",arc current,corriente de arco,"courant d'arc, m",corrente d'arco,アーク電流,아크 전류,prąd łuku,corrente de arco,"струја лука, ж јд",ljusbågsström,电弧电流
841-26-62,arc power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-62,قدرة القوس الكهربائي,"Lichtbogenleistung, f",arc power,potencia de arco,"puissance d'arc, f",potenza dell'arco,アーク電力,아크전력,moc łuku,potência de arco,"снага лука, ж јд",ljusbågseffekt,电弧功率
841-26-63,arc voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-63,جهد القوس الكهربائي,"Lichtbogenspannung, f",arc voltage,tensión de arco,"tension d'arc, f",tensione dell'arco,アーク電圧,아크 전압,napięcie łuku,tensão de arco,"напон лука, м јд",ljusbågsspänning,电弧电压
841-26-64,furnace supply voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-64,جهد تغذية الفرن,"Ofenversorgungsspannung, f",furnace supply voltage,tensión de alimentación de un horno,"tension d'alimentation d'un four, f",tensione di alimentazione del forno,炉への給電電圧,로 공급전압,napięcie zasilania pieca,tensão de alimentação de um forno,"напон напајања пећи, м јд",ugnsmatningspänning,电弧炉供电电压
841-26-65,rating power of an arc furnace transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-65,قدرة مقننة لمحول فرن قوسي,"Bemessungsleistung eines Lichtbogenofentransformators, f",rating power of an arc furnace transformer,potencia asignada de un transformador de horno de arco,"puissance assignée d'un transformateur de four à arc, f",potenza nominale del trasformatore di un forno ad arco,アーク炉炉用変圧器の定格電力,아크로 변압기 정격전력,moc znamionowa transformatora pieca łukowego,potência estipulada de um transformador de forno de arco,"назначена снага трансформатора електролучне пећи, ж јд",märkeffekt för ugnstransformator,电弧炉变压器额定功率
841-26-66,resistance of high current line of an arc furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-66,مقاومة خط التيار العالي لفرن قوسي,"Widerstand der Hochstromleitung einer Lichtbogenofeneinrichtung, m",resistance of high current line of an arc furnace,resistencia de la línea de corriente elevada de un horno de arco,"résistance de la ligne à courant élevé d'un four à arc, f",resistenza della linea ad alta corrente di un forno ad arco,アーク炉の大電流回路の抵抗,아크로 대전류회로의 저항,rezystancja toru wielkoprądowego pieca łukowego,resistência da linha de corrente elevada de um forno de arco,"отпорност високострујног вода електролучне пећи, ж јд",starkströmskretsens resistans,电弧炉大电流线路电阻
841-26-67,reactance of an arc furnace high-current line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-67,مفاعلة خط تيار عالي لفرن قوسي,"Blindwiderstand der Hochstromleitung eines Lichtbogenofens, m",reactance of an arc furnace high-current line,reactancia de la línea de corriente elevada de un horno de arco,"réactance de la ligne à courant élevé d'un four à arc, f",reattanza della linea ad alta corrente di un forno ad arco,アーク炉の大電流回路のリアクタンス,아크로 대전류회로의 저항,reaktancja toru wielkoprądowego pieca łukowego,reactância da linha de corrente elevada de um forno de arco,"реактанса високострујног вода електролучне пећи, ж јд",starkströmskretsens reaktans,电弧炉大电流线路电抗
841-26-68,resistance of the arc furnace installation electric line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-68,مقاومة خط كهربائي لمعدة فرن قوسيمقاومة خط كهربائى لتركيبات ( تجهيزات ) فرن قوسى,"Widerstand der elektrischen Zuleitung einer Lichtbogenofenanlage, m",resistance of the arc furnace installation electric line,resistencia de la línea eléctrica de la instalación de un horno de arco,"résistance de la ligne électrique de l'installation d'un four à arc, f",resistenza di una linea elettrica di un impianto con forno ad arco,アーク炉設備の電気回路の抵抗,아크로설비 전기회로의 저항,rezystancja toru elektrycznego instalacji pieca łukowego,resistência da linha eléctrica de uma instalação de forno de arco,"отпорност електричног вода постројења електролучне пећи, ж јд",matningssystemets resistans,电弧炉装置供电线路电阻
841-26-69,reactance of the arc furnace installation electric line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-69,مفاعلة خط كهربائي لمعدة فرن قوسيمفاعلة خط كهربائى لتركيبات ( تجهيزات ) فرن قوسى,"Blindwiderstand der elektrischen Zuleitung einer Lichtbogenofenanlage, m",reactance of the arc furnace installation electric line,reactancia de la línea eléctrica de la instalación de un horno de arco,"réactance de la ligne électrique d'une installation de four à arc, f",reattanza della linea elettrica di un impianto con forno ad arco,アーク炉設備の電気回路のリアクタンス,아크로설비 전기회로의 리액턴스,reaktancja toru elektrycznego instalacji pieca łukowego,reactância da linha eléctrica de uma instalação de forno de arco,"реактанса електричног вода постројења електролучне пећи, ж јд",matningssystemets reaktans,电弧炉装置供电线路电抗
841-26-70,operating short-circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-70,قصر دائرة التشغيل,"Betriebskurzschluss, m",operating short-circuit,cortocircuito de funcionamiento,"court-circuit de fonctionnement, m",cortocircuito di funzionamento,運転時短絡,운전중 단락,zwarcie eksploatacyjne,curtocircuito de funcionamento,"кратак спој током рада, м јд",kortslutning under drift,运行短路
841-26-71,testing short-circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-71,اختبار قصر الدائرة,"Prüfkurzschluss, m",testing short-circuit,cortocircuito de ensayo,"court-circuit d'essai, m",cortocircuito di prova,試験時短絡,시험중 단락,zwarcie probiercze,curtocircuito de ensaio,"испитни кратки спој, м јд",kortslutning vid provning,试验短路
841-26-72,short-circuit impedance of an arc furnace installation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-72,معاوقة قصر دائرة لمعدة فرن قوسي,"Kurzschlussimpedanz einer Lichtbogenofenanlage, f",short-circuit impedance of an arc furnace installation,impedancia de cortocircuito de una instalación de horno de arco,"impédance de court-circuit d'une installation de four à arc, f",impedenza di cortocircuito di un impianto con forno ad arco,アーク炉設備の短絡インピーダンス,아크로설비 단락임피던스,impedancja zwarciowa instalacji pieca łukowego,impedância de curtocircuito de uma instalação de forno de arco,"импеданса кратког споја постројења електролучне пећи, ж јд",kortslutningsimpedans vid provning,电弧炉装置短路阻抗
841-26-73,current balancing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-73,اتزان التيار,"Stromausgleich, m",current balancing,equilibrio de corriente,"équilibrage de courant, m",bilanciamento di corrente,電流平衡化,전류평형,symetryzacja prądów,equilibragem de corrente,"балансирање струје, с јд",strömbalansering,电流平衡
841-26-74,arc furnace installation unbalance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-74,عدم توازن  معدة فرن القوس الكهربائي,"Unsymmetrie einer Lichtbogenofenanlage, f",arc furnace installation unbalance,desequilibrio de una instalación de horno de arco,"déséquilibre d’une installation de four à arc, m",squilibrio dell'installazione di un forno ad arco,アーク炉設備不平衡,아크로설비 불평형,asymetria instalacji pieca łukowego,desequilíbrio de uma instalação de forno de arco,"неизбалансираност постројења електролучне пећи, с јд",osymmetri,电弧炉装置不平衡
841-26-75,arc furnace installation operating unbalance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-75,عدم  توازن تشغيل  معدة فرن قوسي,"Betriebsunsymmetrie einer Lichtbogenofenanlage, f",arc furnace installation operating unbalance,desequilibrio operacional de una instalación de horno de arco,"déséquilibre opérationnel d’une installation de four à arc, m",squilibrio di funzionamento di un'installazione di forno ad arco,アーク炉設備操業的不平衡,아크로설비 동작 불평형,asymetria eksploatacyjna instalacji pieca łukowego,desequilíbrio operacional de uma instalação de forno de arco,"радна неизбалансираност постројења електролучне пећи, ж јд",osymmetri i drift,电弧炉装置运行不平衡
841-26-76,arc furnace installation structural unbalance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-76,عدم توازن هيكلي لمعدة فرن قوسي,"konstruktive Unsymmetrie einer Lichtbogenofenanlage, f",arc furnace installation structural unbalance,desequilibrio estructural de una instalación de horno de arco,"déséquilibre structurel d’une installation de four à arc, m",squilibrio strutturale di un'installazione di forno ad arco,アーク炉設備構造的不平衡,아크로설비 구조적불평형,asymetria konstrukcyjna instalacji pieca łukowego,desequilíbrio estrutural de uma instalação de forno de arco,"структурна неизбалансираност постројења електролучне пећи, ж јд",fasosymmetri,电弧炉装置结构不平衡
841-26-77,unbalance coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-77,معامل عدم التوازن,"Unsymmetriekoeffizient, m",unbalance coefficient,coeficiente de desequilibrio,"coefficient de déséquilibre, m",coefficiente di squilibrio,不平衡係数,불평형 계수,współczynnik asymetrii,coeficiente de desequilíbrio,"коефицијент неизбалансираности, м јд",osymmetrifaktor,不平衡系数
841-26-78,wild phase,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-78,طور جامح- طور متقدم,"scharfe Phase, fvoreilende Phase, f",wild phaseleading phase,fase avanzadafase salvaje,"phase sauvage, f",fase di crescita della potenza,激動相進み相,진상격동상,faza dzika faza żywa,fase selvagem,"„дивља” фаза, ж јд",vild fas,强相超前相
841-26-79,dead phase,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-79,طور هامد - طور متأخر,"tote Phase, fnacheilende Phase, f",dead phaselagging phase,fase muerta,"phase morte, f",fase morta,遅れ相静止相,지상,faza martwa,fase morta,"„мртва” фаза, ж јд",död fas,弱相滞后相
841-26-80,arc deviation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-80,انحراف القوس,"Lichtbogenablenkung, f",arc deviation,desviación de arco,"déviation d'arc, f",deviazione dell'arco,アーク偏向,아크 편이,dewiacja łuku,desvio de arco,"девијација лука, ж јд",avböjning av ljusbåge,电弧偏移
841-26-81,specific electrode consumption,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-81,إستهلاك نوعي للقطب,"spezifischer Elektrodenverbrauch, m",specific electrode consumption,consumo específico de electrodo,"consommation spécifique d'électrode, f",consumo specifico di energia elettrica per la fusione,電極原単位,특정 전극 소모,zużycie jednostkowe elektrody,consumo específico de eléctrodo,"специфична потрошња електрода, ж јд",relativ elektrodförbrukning,单位电极消耗
841-26-82,specific power of an arc furnace installation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-82,قدرة نوعية لمعدة فرن قوسي,"spezifische Leistung einer Lichtbogenofenanlage, f",specific power of an arc furnace installation,potencia específica de una instalación de horno de arco,"puissance spécifique d'une installation de four à arc, f",potenza specifica di un impianto con forno ad arco,アーク炉設備の比電力,아크로설비의 비출력,moc jednostkowa instalacji pieca łukowego,potência específica de uma instalação de forno de arco,"специфична снага постројења електролучне пећи, ж јд",relativ effekt för ljusbågsugn,电弧炉装置比功率
841-26-83,flicker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-26-83,ارتعاش,"Flimmern, n",flicker,flicker,"flicker, mpapillotement, m",sfarfallioflicker,フリッカ,깜박임플리커,migotanie napięcia,tremulação,"треперење, с јдфликер, м јд",flimmer,闪烁
841-27-01,eddy currents,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-01,تيارات دوامية,"Wirbelströme, m, pl",eddy currents,corrientes de Foucault,"courants de Foucault, m pl",correnti parassite,渦電流,와전류,prądy wirowe,correntes de Foucault,"вртложне струје, ж мн",virvelströmmar,涡流
841-27-02,skin effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-02,ظاهرة جلدية,"Skineffekt, m",skin effect,efecto pelicular,"effet de peau, meffet pelliculaire, m",effetto pelle,表皮効果,표피효과,zjawisko naskórkowości,efeito pelicular,"површински ефекат, м јдскин ефекат, м јд",strömförträngning,趋肤效应
841-27-03,proximity effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-03,تأثير التقاربية,"Proximity-Effekt, m",proximity effect,efecto de proximidad,"effet de proximité, m",effetto vicinanza,近接効果,근접효과,zjawisko zbliżenia,efeito de proximidade,"ефекат близине, м јд",närverkan,邻近效应
841-27-04,induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-04,تسخين حثي,"Induktionserwärmung, f",induction heating,calentamiento por inducción,"chauffage par induction, m",riscaldamento a induzione,"誘導加熱, （１）",유도가열,nagrzewanie indukcyjne,aquecimento por indução,"индукционо загревање, с јд",induktiv värmning,感应加热
841-27-05,direct induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-05,تسخين حثي مباشر,"direkte Induktionserwärmung, f",direct induction heating,calentamiento directo por inducción,"chauffage direct par induction, m",riscaldamento a induzione diretta,直接誘導加熱,직접유도가열,nagrzewanie indukcyjne bezpośrednie,aquecimento directo por indução,"директно индукционо загревање, с јд",direkt induktiv värmning,直接感应加热
841-27-06,indirect induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-06,تسخين حثي غير مباشر,"indirekte Induktionserwärmung, f",indirect induction heating,calentamiento indirecto por inducción,"chauffage indirect par induction, m",riscaldamento a induzione indiretta,間接誘導加熱,간접유도가열,nagrzewanie indukcyjne pośrednie,aquecimento indirecto por indução,"индиректно индукционо загревање, с јд",indirekt induktiv värmning,间接感应加热
841-27-07,longitudinal flux induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-07,تسخين حثي ذو فيض  طولي,"Längsflussinduktionserwärmung, f",longitudinal flux induction heating,calentamiento por inducción de flujo longitudinal,"chauffage par induction à flux longitudinal, m",riscaldamento a induzione con flusso longitudinale,軸方向磁束誘導加熱,종방향 자속유도가열,nagrzewanie indukcyjne w polu wzdłużnym,aquecimento por indução de fluxo longitudinal,"индукционо загревање уздужним флуксом, с јд",längsfältsvärmning,纵向磁通感应加热
841-27-08,transverse flux induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-08,تسخين حثي ذو فيض  مستعرض,"Querflussinduktionserwärmung, f",transverse flux induction heating,calentamiento por inducción de flujo transversal,"chauffage par induction à flux transversal, mchauffage par flux transversal induit, m",riscaldamento a induzione con flusso trasversale,トランスバース誘導加熱,횡방향 자속 유도가열,nagrzewanie indukcyjne w polu poprzecznym,aquecimento por indução de fluxo transversal,"индукционо загревање попречним флуксом, с јд",tvärfältsvärmning,横向磁通感应加热
841-27-09,surface induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-09,تسخين سطحي حثي,"Oberflächeninduktionserwärmung, f",surface induction heating,calentamiento superficial por inducción,"chauffage superficiel par induction, m",riscaldamento a induzione superficiale,表面誘導加熱,표면유도가열,nagrzewanie indukcyjne powierzchniowe,aquecimento superficial por indução,"површинско индукционо загревање, с јд",induktiv ytvärmning,表面感应加热
841-27-10,through induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-10,تسخين حثي نافذ (قلبي),"Induktionsdurchwärmung, f",through induction heating,calentamiento pasante por inducción,"chauffage à cœur par induction, m",riscaldatore a induzione in profondità,"誘導加熱, （２）",전유도가열,nagrzewanie indukcyjne skrośne,aquecimento por indução no volume total,"индукционо прогревање, с јдиндукционо загревање по целом пресеку, с јд",induktiv genomvärmning,感应透热
841-27-11,travelling wave heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-11,تسخين بالموجة المتنقلة ، تسخين حث متخلل,"Wanderfeld-Erwärmung, f",travelling wave heating,calentamiento por ondas progresivas,"chauffage par ondes progressives, m",riscaldamento con onda progressiva,進行波加熱,진행파가열,nagrzewanie indukcyjne falą bieżącą,aquecimento por ondas progressivas,"загревање прогресивним таласима, с јд",vandringsvågsvärmning,行波加热
841-27-12,induction melting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-12,صهر حثي,"Induktionsschmelzen, n",induction melting,fusión por inducción,"fusion par induction, f",fusione per induzione,誘導溶解,유도용해,topienie indukcyjne,fusão por indução,"индукционо топљење, с јд",induktionssmältning,感应熔化
841-27-13,zone induction melting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-13,صهر حثي موضعي,"Zoneninduktionsschmelzen, n",zone induction melting,fusión de zona por inducción,"fusion de zone par induction, f",fusione con induzione a zone,帯域誘導溶解,대역유도용해,przetapianie indukcyjne strefowe,fusão de zona por indução,"зона индукционог топљења, ж јд",induktiv zonsmältning,区域感应熔化
841-27-14,induction hardening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-14,تصليد حثى,"Induktionshärten, n",induction hardening,endurecimiento por inducción,"trempe par induction, f",riscaldamento a induzione,高周波焼入れ,유도 담금질고주파 담금질유도 경화,hartowanie indukcyjne,têmpera por indução,"индукционо отврдњавање, с јд",induktiv härdning,感应淬火
841-27-15,contour hardening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-15,تصليد محيطي (كنتوري),"Konturhärten, n",contour hardening,endurecimiento periférico,"trempe périphérique, f",indurimento del contorno,輪郭焼入れ,윤곽 담금질윤곽 경화,hartowanie obwodowe,têmpera periférica,"контура отврдњавања, ж јд",konturhärdning,轮廓淬火
841-27-16,dual-frequency induction heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-16,تسخين حثي مزدوج التردد,"Zweifrequenz-Induktionserwärmung, f",dual-frequency induction heating,calentamiento por inducción con dos frecuencias,"chauffage par induction bi-fréquences, m",riscaldamento a induzione a doppia frequenza,２重周波誘導加熱,이중주파 유도가열,nagrzewanie indukcyjne dwuczęstotliwościowe,aquecimento por indução bifrequência,"индукционо загревање дуалном фреквенцијом, с јд",tvåfrekvens induktionsvärmning,双频感应加热
841-27-17,induction soldering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-17,لحام السبانك بالحث,"Induktionslöten, n",induction solderinginduction brazing,soldadura por inducción (1),"brasage par induction, m",saldatura a induzione,誘導ろう付け,유도 납땜,lutowanie indukcyjne,soldadura fraca por indução,"индукционо лемљење, с јд",induktiv lödning,感应钎焊
841-27-18,induction welding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-18,لحام حثي,"Induktionsschweißen, n",induction welding,soldadura por inducción (2),"soudage par induction, m",saldatura a induzione,誘導溶接,유도 용접,zgrzewanie indukcyjne,soldadura por indução,"индукционо заваривање, с јд",induktiv svetsning,感应焊接
841-27-19,induction tube welding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-19,لحام الأنابيب بالحث,"Rohr-Induktionsschweißen, n",induction tube welding,soldadura de tubos por inducción,"soudage de tubes par induction, m",saldatura di tubi a induzione,誘導管溶接,유도관용접,zgrzewanie indukcyjne rur,soldadura de tubos por indução,"индукционо заваривање цеви, с јд",induktiv rörsvetsning,管材感应焊接
841-27-20,levitation melting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-20,صهر بوتقة باردة ، صهر هش,"Schwebeschmelzen, n",levitation meltingcold crucible melting,fusión en crisol fríofusión por levitación,"fusion par induction en lévitation, ffusion creuset froid, f",fusione per levitazione,浮揚溶解コールドクルーシブル溶解,부양 용해부유 용융,topienie lewitacyjne,fusão por indução em levitaçãofusão em cadinho frio,"топљење у лебдећем стању, с јд",levitationssmältning,悬浮熔化冷坩埚熔化
841-27-21,"depth of penetration, <in electroheat>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-21,"عمق الاختراق, <في الكهروحرارية>","Eindringtiefe, <in der Elektrowärmetechnik> f","depth of penetration, <in electroheat>skin depth, <in electroheat>",profundidad de penetración,"profondeur de pénétration, <en electrothermie industrielle> m",profondità di penetrazione,"侵入長, <熱電設備>","침투 깊이, <전열>","głębokość wnikania, <w nagrzewaniu elektrycznym > fgłębokość naskórkowości, <w nagrzewaniu elektrycznym > f",profundidade de penetração,"дубина продирања, ж јд",inträngningsdjup,"穿透深度, <电热>"
841-27-22,depth of hardening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-22,عمق التصلد,"Härtungstiefe, f",depth of hardening,profundidad de endurecimiento,"profondeur de trempe, m",profondità dell'indurimento,硬化深さ,경화깊이경화층 깊이,głębokość hartowania,profundidade de têmpera,"дубина отврдњавања, ж јд",härdningsdjup,淬火深度
841-27-23,bath stirring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-23,مزج بالحوض,"Badrühren, n",bath stirring,agitación de baño,"brassage de bain, m",agitatore del bagno,浴撹拌,욕조교반,mieszanie kąpieli,agitação do banho,"мешање у купатилу, с јд",induktiv omrörning,熔池搅拌
841-27-24,electromagnetic stirring of liquid metals,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-24,مزج كهرومغناطيسي للمعادن السائلة,"elektromagnetisches Rühren flüssiger Metalle, n",electromagnetic stirring of liquid metals,agitación electromagnética de metales líquidos,"brassage électromagnétique de métaux liquides, m",mescolamento elettromagnetico di metalli liquidi,溶融金属の電磁撹拌,용융금속 전자교반,mieszanie elektromagnetyczne metali ciekłych,agitação electromagnética de metais líquidos,"електромагнетско мешање течних метала, с јд",elektromagnetisk omröring,液态金属电磁搅拌
841-27-25,electromagnetic transport of liquid metals,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-25,انتقال كهرومغناطيسي للمعادن السائلة,"elektromagnetischer Transport flüssiger Metalle, m",electromagnetic transport of liquid metals,transporte electromagnético de metales líquidos,"transport électromagnétique de métaux liquides, m",trasporto elettromagnetico di metalli liquidi,溶融金属の電磁搬送,용융금속 전자기 반송액체금속 전자기 운송,transport elektromagnetyczny metali ciekłych,transporte electromagnético de metais líquidos,"електромагнетски транспорт течних метала, м јд",elektromagnetisk förflyttning av flytande metall,液态金属电磁输送
841-27-26,electromagnetic casting of liquid metals,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-27-26,صب كهرومغناطيسي للمعادن السائلة,"elektromagnetisches Gießen von Metallen, n",electromagnetic casting of liquid metals,tratamiento final electromagnético de metales líquidos,"traitement final électromagnétique de métaux liquides, m",colata elettromagnetica di metalli liquidi,溶融金属の電磁鋳造,용융금속 전자기 주조액체금속 전자기 주조,odlewanie elektromagnetyczne metali ciekłych,tratamento final electromagnético de metais líquidos,"електромагнетско ливење течних метала, с јд",elektromagnetisk götformning,液态金属电磁铸造
