term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sr,sv,zh
841-21-11,specific heat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-11,حراراة نوعية,"spezifische Wärme, f",specific heat,calor específico,"chaleur massique, f",calore specifico,比熱,비열,ciepło właściwe,calor mássicocalor específico,"специфична топлота, ж јд",specifik värmekapacitet,比热
841-21-12,latent heat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-12,حرارة كامنة,"latente Wärme, f",latent heat,calor latente,"chaleur latente, f",calore latent,潜熱,잠열,ciepło przemiany fazowej,calor latente,"латентна топлота, ж јд",latent entalpi,潜热
841-21-13,heat balance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-13,موازنة  حرارية,"Wärmehaushalt, m",heat balance,balance térmico,"bilan thermique, m",equilibrio termico,熱収支,열평형열수지,bilans ciepła,balanço térmico,"топлотни баланс, м јд",ärmebalans,热平衡
841-21-14,thermal losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-14,مفاقيد حرارية,"Verlustwärme, f",thermal losses,pérdidas caloríficaspérdidas térmicas,"pertes calorifiques, f plpertes thermiques, f pl",perdite termiche,熱損失,열손실,straty cieplne,perdas térmicas,"топлотни губици, м мн",värmeförlust,热损失
841-21-15,heat input,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-15,حرارة داخلة,"aufgenommene Wärme, f",heat input,calor suministrado,"chaleur fournie, f",ingresso di calore,熱入力,열입력,ciepło doprowadzone,calor entrado,"улазна топлота, ж јд",tillfört värme,输入热
841-21-16,heat output,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-16,حرارة خارجة,"abgegebene Wärme, f",heat output,calor producido,"chaleur produite, f",uscita di calor,熱出力,열출력,ciepło odprowadzone,calor saído,"излазна топлота, ж јд",avgivet värme,输出热
841-21-17,stored heat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-17,حرارة مخزونة (متراكمة),"Speicherwärme, f",stored heat,calor acumulado,"chaleur accumulée, f",calore immagazzinato,熱蓄積,축적열,ciepło akumulacyjne,calor armazenado,"акумулисана топлота, ж јд",lagrat värme,储存热
841-21-18,thermal process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-18,عملية حرارية,"thermisches Verfahren, n",thermal process,proceso térmico,"procédé thermique, m",processo termico,熱的過程,열처리,proces cieplny,processo térmico,"термички процес, м јд",termisk process,热过程
841-21-19,useful heat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-19,حرارة مفيدة,"Nutzwärme, f",useful heat,calor útil,"chaleur utile, f",calore utile,有効熱量,유효 열량,ciepło użyteczne,calor útil,"корисна топлота, ж јд",nyttigt värme,有用热
841-21-20,recuperative heat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-20,حرارة مستعادة (مسترجعة),"wiederverwertbare Wärme, f",recuperative heat,calor recuperable,"chaleur récupérable, f",calore a recuperare,回帰熱,회수열,ciepło odzyskowe,calor recuperável,"рекуперисана топлота, ж јд",återvinnbart värme,回收热
841-21-21,thermal power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-21,قدرة حرارية,"thermische Leistung, f",thermal power,potencia térmica,"puissance thermique, f",potenza termica,熱パワー,화력,moc cieplna,potência térmica,"термичка снага, ж јд",värmeeffekt,热功率
841-21-22,electroheat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-22,حرارة كهربائية,"Elektrowärme, f",electroheat,electrotermia,"électrothermie, f",elettrotermia,電熱,전열,elektrotermia,electrotermia,"електротермија, ж јд",elvärmelära,电热学电热
841-21-23,electric heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-23,تسخين كهربائي,"elektrische Erwärmung, f",electric heating,calentamiento eléctrico,"chauffage électrique, m",riscaldamento elettrico,電気加熱,전기 가열,nagrzewanie elektryczne,aquecimento eléctrico,"електрично загревање, с јд",elektrisk värmningelvärmning,电加热
841-21-24,direct electric heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-24,تسخين كهربائي مباشر,"direkte elektrische Erwärmung, f",direct electric heating,calentamiento eléctrico directo,"chauffage électrique direct, m",riscaldamento elettrico diretto,直接電気加熱,직접 전기 가열,nagrzewanie elektryczne bezpośrednie,aquecimento eléctrico directo,"директно електрично загревање, с јд",direkt elvärmning,直接电加热
841-21-25,indirect electric heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-25,تسخين كهربائي غير مباشر,"indirekte elektrische Erwärmung, f",indirect electric heating,calentamiento eléctrico indirecto,"chauffage électrique indirect, m",riscaldamento elettrico indiretto,間接電気加熱,간접 전기 가열,nagrzewanie elektryczne pośrednie,aquecimento eléctrico indirecto,"индиректно електрично загревање, с јд",indirekt elvärmning,间接电加热
841-21-26,localized electric heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-26,تسخين كهربائي محلي,"örtliche elektrische Erwärmung, f",localized electric heating,calentamiento eléctrico localizado,"chauffage électrique localisé, m",riscaldamento elettrico localizzato,局部的電気加熱,국부적 전기 가열,nagrzewanie elektryczne miejscowe,aquecimento eléctrico localizado,"локално електрично загревање, с јд",lokaliserad elvärmning,局部电加热
841-21-27,electric surface heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-27,تسخين كهربائي سطحي,"elektrische Oberflächenerwärmung, f",electric surface heating,calentamiento eléctrico superficial,"chauffage électrique superficiel, m",riscaldamento elettrico superficiale,表面電気加熱,전기적 표면 가열,nagrzewanie elektryczne powierzchniowe,aquecimento eléctrico superficial,"електрично површинско загревање, с јд",elektrisk ytvärmning,表面电加热
841-21-28,thermal insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-28,عزل حراري,"Wärmeisolierung, fWärmedämmung, f",thermal insulation,aislamiento térmicocalorifugado,"isolant thermique, mcalorifugeage, m",isolamento termico,熱絶縁,단열재보온재,izolacja cieplna,isolante térmico,"термичка изолација, ж јд",värmeisolermaterial,"隔热, <材料>"
841-21-29,mains frequency (in electroheat),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-29,تردد المصدر (في الحرارة الكهربائية),"Netzfrequenz (für Elektrowärme), f",mains frequency (in electroheat),frecuencia de la red (en electrotermia),fréquence du réseau (en électrothermie) f,frequenza principale (in elettrotermia),"基幹周波数, <電熱における>","주 주파수, <전열>",częstotliwość sieciowa (w elektrotermii),frequência da rede (em electrotermia),фреквенција мреже (у електротермији) ж јд,nätfrekvens,"工频, <电热的>"
841-21-30,low frequency (in electroheat),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-30,تردد منخفض (في الحرارة الكهربائية),"Niederfrequenz (für Elektrowärme), f",low frequency (in electroheat),baja frecuencia (en electrotermia),basse fréquence (en électrothermie) f,bassa frequenza,"低周波数, <電熱における>","저주파수, <전열>",częstotliwość mała (w elektrotermii),baixa frequência (em electrotermia),ниска фреквенција (у електротермији) ж јд,lågfrekvens,"低频, <电热的>"
841-21-31,medium frequency (in electroheat),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-31,تردد متوسط (في الحرارة الكهربائية),"Mittelfrequenz (für Elektrowärme), f",medium frequency (in electroheat),media frecuencia (en electrotermia),moyenne fréquence (en électrothermie) f,frequenza media in elettrotermia,"中間周波数, <電熱における>","중간 주파수, <전열>",częstotliwość średnia (w elektrotermii),média frequência (em electrotermia),средња фреквенција (у електротермији) ж јд,mellanfrekvens,"中频, <电热的>"
841-21-32,high frequency (in electroheat),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-32,تردد عالي (في الحرارة الكهربائية),"Hochfrequenz (für Elektrowärme), f",high frequency (in electroheat),alta frecuencia (en electrotermia),haute fréquence (en électrothermie) f,alta frequenza,"高周波数, <電熱における>","고 주파수, 전기가열",częstotliwość wielka (w elektrotermii),alta frequência (em electrotermia),висока фреквенција (у електротермији) ж јд,högfrekvens,"高频, <电热的>"
841-21-33,microwave frequency (in electroheat),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-33,ترددات ذات موجات متناهية الصغر,"Mikrowellenfrequenz (für Elektrowärme), f",microwave frequency (in electroheat),frecuencia de microondas (en electrotermia)hiperfrecuencia (en electrotermia),"hyperfréquence (en électrothermie) ffréquence micro-ondes, f",frequenza a microonde,"マイクロ波周波数, <電熱における>","마이크로파 주파수, <전열>",częstotliwość bardzo wielka (w elektrotermii) częstotliwość mikrofalowa (w elektrotermii),hiperfrequência (em electrotermia),микроталасна фреквенција (у електротермији) ж јд,mikrovågsfrekvens,"微波频率, <电热的>"
841-21-34,heating power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-34,قدرة حرارية ( قدرة التسخين),"Heizleistung, f",heating power,potencia de calentamiento,"puissance de chauffage, f",potenza di riscaldamento,加熱パワー,열화력,moc grzejna,potência de aquecimento,"снага загревања, ж јд",värmeeffekt,加热功率
841-21-35,rated value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-35,قيمة مقننة,"Bemessungswert, m",rated value,valor asignado,"valeur assignée, f",valore nominale,定格値,정격치,wartość znamionowa,valor estipulado,"назначена вредност, ж јд",märkvärde,额定值
841-21-36,electric through heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-36,تسخين كهربائي مخترق,"elektrische Durchwärmung, f",electric through heating,calentamiento eléctrico pasante,"chauffage (électrique) à cœur, m",elettrico attraverso il riscaldamento,全体電気加熱,전충전 전열,nagrzewanie elektryczne skrośne,aquecimento (eléctrico) no volume total,"електрично загревање кроз читаву запремину, с јд",elektrisk genomvärmning,电透热
841-21-37,heating-up power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-37,قدرة التسخين,"Aufheizleistung, f",heating-up power,potencia de recalentamiento,"puissance de réchauffage, f",potenza di riscaldamento,温度上昇パワー,온도상승 전력,moc rozgrzewania,potência de reaquecimento,"снага загревања, ж јд",uppvärmningseffekt,升温功率
841-21-38,rated stand-by losses (in electroheat),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-38,مفاقيد في الحالات الاحتياطية المقننة (في الحرارة الكهربائية),"Bemessungswarmhalteverluste (für Elektrowärme), m, pl",rated stand-by losses (in electroheat),pérdidas asignadas en régimen permanente (en electrotermia),pertes assignées en régime établi (en électrothermie) f pl,perdite nominali di emergenza,"定格待機熱損失, <電熱における>","정격 대기 손실, 전열",straty jałowe znamionowe (w elektrotermii),perdas estipuladas em regime permanente (em electrotermia),назначени губици празног хода (у електротермији) м мн,varmhållningsförlust,"额定保温损失, <电热的>"
841-21-39,operating temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-39,درجة حرارة التشغيل,"Betriebstemperatur, fArbeitstemperatur, f",operating temperatureworking temperature,temperatura de funcionamientotemperatura de trabajo,"température d'exploitation, ftempérature de travail, f",temperatura di funzionamento,作業温度,작동 온도,temperatura pracy temperatura robocza,temperatura de exploraçãotemperatura de trabalho,"радна температура, ж јд",drifttemperatur,运行温度工作温度
841-21-40,charge capacity (of an electroheat equipment),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-21-40,سعة الشحن (لمعدات كهروحرارية),"Chargenfassungsvermögen (einer Elektrowärmeeinrichtung), n",charge capacity (of an electroheat equipment),capacidad de carga (de un equipo electrotérmico),capacité de charge (d'un équipement électrothermique) f,capacità di carico di una apparecchiatura elettrotermica,"設置場所容量, <電熱装置の>","충전 용량, <전열장비>",pojemność wsadowa,capacidade de carga (de um equipamento electrotérmico),капацитет шарже (електротермичке опреме) м јд,ugnsvolym,"炉料容量, <电热设备的>"
841-22-01,electroheat equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-01,معدات كهروحرارية,"Elektrowärmeeinrichtung, f",electroheat equipment,equipo electrotérmico,"équipement électrothermique, m",apparecchiatura elettrotermica,電熱装置,전열장비,urządzenie elektrotermiczne,equipamento electrotérmico,"електротермичка опрема, ж јд",elvärmeutrustning,电热设备
841-22-02,electroheat installation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-02,تركيبات كهروحرارية,"Elektrowärmeanlage, f",electroheat installation,instalación electrotérmica,"installation électrothermique, f",impianto elettrotermico,電熱設備,전열 설비,instalacja elektrotermiczna,instalação electrotérmica,"електротермичко постројење, с јд",elvärmeanläggning,电热装置
841-22-03,electric heater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-03,سخان كهربائي,"elektrischer Heizkörper, m",electric heater,calentador eléctrico,"élément chauffant électrique, m",riscaldatore elettrico,電気ヒーター,전기 가열기,nagrzewnica elektryczna,aquecedor eléctrico,"електрични грејач, м јделектротермички уређај, м јд",elvärmare,电加热器
841-22-04,electric furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-04,فرن كهربائي,"Elektroofen, m",electric furnace,horno eléctrico,"four électrique, m",forno elettrico,電気炉,전기로,piec elektryczny,forno eléctrico,"електрична пећ, ж јд",elektrougn,电炉
841-22-05,electric dryer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-05,مجفف كهربائي,"elektrischer Trockenofen, m",electric dryer,secador eléctrico,"séchoir électrique, m",essiccatore elettrico,電気乾燥装置,전기 건조기,suszarka elektryczna,secador eléctrico,"електрична сушара, ж јд",elektrisk torkugn,电干燥器
841-22-06,charge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-06,شحنة,"Charge, f",charge,carga,"charge, f",carico,投入物,충전재,wsad,carga,"шаржа, ж јдпуњење, с јд",charge,炉料
841-22-07,chemical vapour deposition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-07,عملية ترسيب كيميائي بالبخار,"CVD-Verfahren, nchemische Gasphasenabscheidung, f",chemical vapour depositionCVD (abbreviation),depósito químico en fase vapor,"dépôt chimique en phase vapeur, m",deposito di vapori chimici,"ＣＶＤ, （略語）",화학 증착,osadzanie chemiczne par,deposição química em fase vaporCVD (abreviatura inglesa),"таложење хемијског испарења, с јд",kemisk ångfasdeponering,化学气相沉积
841-22-08,physical vapour deposition process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-08,عملية ترسيب طبيعي (فيزيائي) بالبخار,"PVD-Verfahren, nphysikalische Gasphasenabscheidung, f",physical vapour deposition processPVD (abbreviation),depósito físico en fase vapor,"dépôt physique en phase vapeur, m",processo di deposizione di vapori fisici,"ＰＶＤ, （略語）",물리적 증착 처리,osadzanie fizyczne par,deposição física em fase vaporPVD (abreviatura inglesa),"процес таложења физичког испарења, м јд",fysisk ångfasdeponering,物理气相沉积
841-22-09,evaporation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-09,تبخر,"Bedampfen, n",evaporation,evaporación,"évaporation, f",evaporazione,蒸着,증발,osadzanie naparowanie,evaporação (em electrotermia),"испаравање, с јд",förångning,蒸镀
841-22-10,ion implantation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-10,تثبيت ايوني,"Ionenimplantation, f",ion implantation,implantación de iones,"implantation ionique, fimplantation d'ions, f",inserimento di ioni,イオン注入,이온 주입,implantacja jonów,implantação iónica,"јонска имплантација, ж јд",jonimplantering,离子注入
841-22-11,thermal spraying,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-11,رش حراري,"thermisches Spritzen, n",thermal spraying,pulverización térmica,"pulvérisation à chaud, f",polverizzazione a caldo,熱噴霧,용사열 분무,natryskiwanie cieplne,pulverização a quente,"термичко прскање, с јд",termisk sprutning,热喷涂
841-22-12,sputtering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-12,رشّ  (تحت التفريغ),"Sputtern, nZerstäuben, n",sputtering,pulverización al vacío,"pulvérisation sous vide, f",polverizzazione ionica,スパッタリング,박막증착,rozpylanie,pulverização sob vácuo,"распршавање, с јд",partikeldeponering,溅射
841-22-13,heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-13,تسخين,"Erwärmen, n",heating,calentamiento,"chauffage, m",calore,加熱,가열,nagrzewanie,aquecimento,"загревање, с јд",uppvärmning,加热
841-22-14,cooling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-14,تبريد,"Abkühlen, nKühlen, n",cooling,refrigeración,"refroidissement, m",raffreddamento,冷却,냉각,studzenie,arrefecimento,"хлађење, с јд",kylning,冷却
841-22-15,melting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-15,صهر,"Schmelzen, n",melting,fusión,"fusion, f",fusione,溶解,용융용해,topienie,fusão,"топљење, с јд",smältning,熔化
841-22-16,vacuum melting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-16,صهر فراغي,"Vakuumschmelzen, n",vacuum melting,fusión al vacío,"fusion sous vide, f",fusione sotto vuoto,真空溶解,진공 용해,topienie próżniowe,fusão sob vácuo,"топљење у вакууму, с јд",vakuumsmältning,真空熔化
841-22-17,refining,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-17,تنقية - تكرير,"Frischen, n",refining,refino,"affinage, m",rifinitura,精錬,정련,rafinacja,afinação,"рафинација, ж јд",raffinering,精炼
841-22-18,fluidization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-18,تسييل - تمييع,"Fluidisieren, n",fluidization,fluidización,"fluidisation, f",fluidificazione,流動化,유동화,fluidyzacja,fluidização,"флуидизација, ж јд",fluidisering,流态化
841-22-19,remelting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-19,إعادة الصهر,"Umschmelzen, n",remelting,refusión,"refusion, f",rifusione,再溶解,재용해,przetapianie,refusão,"поновно топљење, с јд",omsmältning,重熔
841-22-20,heating in salt bath,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-20,تسخين في حوض  ملحي,"Erwärmung im Salzbad, f",heating in salt bath,calentamiento en baño de sales,"chauffage dans un bain de sels, m",riscaldamento in bagno di sale,塩浴加熱,염욕 가열,nagrzewanie w kąpieli solnej,aquecimento em banho de sais,"загревање у соном купатилу, с јд",värmning i saltbad,盐浴加热
841-22-21,heat treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-21,معالجة بالتسخين,"Wärmebehandlung, f",heat treatment,tratamiento térmico,"traitement thermique, m",trattamento termico,熱処理,열처리,obróbka cieplna,tratamento térmico,"термичка обрада, ж јд",värmebehandling,热处理
841-22-22,surface heat treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-22,معالجة حرارية للسطح,"Elektrowärmeeinrichtung zur Oberflächenbehandlung, f",surface heat treatment,tratamiento térmico superficial,"traitement thermique superficiel, m",trattamento termico superficiale,表面熱処理,표면 열처리,obróbka cieplna powierzchniowa,tratamento térmico superficial,"површинска термичка обрада, ж јд",ytvärmning,表面热处理
841-22-23,annealing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-23,تلدين,"Glühen, n",annealing,recocido,"recuit, m",ricottura,徐冷,풀림서냉,wyżarzanie,recozimento,"жарење, с јд",glödgning,退火
841-22-24,hardening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-24,تصليد- تقسية,"Härten, n",hardening,endurecimiento,"trempe, fdurcissement, m",indurimento,硬化,담금질경화,hartowanie,têmpera,"отврдњавање, с јд",härdning,淬火
841-22-25,hardening by quenching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-25,تقسية بالتبريد السريع,"Härten durch Abschrecken, n",hardening by quenching,endurecimiento al temple,"durcissement par trempe, m",Indurimento a raffreddamento rapido,焼入れによる硬化,경화처리,utwardzanie,endurecimento por têmpera,"отврдњавање каљењем, с јд",seghärdning,淬-回火
841-22-26,holding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-26,حفظ  في درجة حرارة,"Warmhalten, n",holding,mantenimiento de temperatura,"maintien à température, m",mantenimento a temperatura costante,保持,보온,wygrzewanie,retenção da temperatura,"одржавање, с јд",varmhållning,保温
841-22-27,surface hardening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-27,تصليد السطح,"Oberflächenhärten, n",surface hardening,endurecimiento superficial,"trempe superficielle, ftrempe de surface, f",indurimento superficiale,表面硬化,표면 경화,hartowanie powierzchniowe,têmpera superficial,"површинско отврдњавање, с јд",ythärdning,表面淬火
841-22-28,through hardening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-28,تصليد نافذ,"Durchhärten, n",through hardening,endurecimiento pasante,"trempe à cœur, f",tempra di profondità,内部硬化,내부 경화무심 담금질,hartowanie skrośne,têmpera no volume total,"отврдњавање кроз читаву запремину, с јд",genomhärdning,透淬
841-22-29,tempering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-29,تلطيف,"Anlassen, n",tempering,templado,"revenu, m",rinvenimento,焼き戻し,뜨임조질,odpuszczanie,revenido,"отпуштање, с јд",anlöpning,回火
841-22-30,thermo-chemical treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-30,معالجة كيميائية حرارية,"thermochemische Behandlung, f",thermo-chemical treatment,tratamiento termoquímico,"traitement thermo-chimique, m",trattamento termochimico,熱化学処理,열화학 처리,obróbka cieplno-chemiczna obróbka dyfuzyjna,tratamento termoquímico,"термохемијска обрада, ж јд",termokemisk behandling,化学热处理
841-22-31,anode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-31,أنود ( مصعد ),"Anode, f",anode,ánodo,"anode, f",anodo,陽極,양극,anoda,ânodo,"анода, ж јд",anod,阳极
841-22-32,cathode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-32,كاثود ( مهبط),"Kathode, f",cathode,cátodo,"cathode, f",catodo,陰極,음극,katoda,cátodo,"катода, ж јд",katod,阴极
841-22-33,bottom electrode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-33,قطب كهربائي سفلي,"Bodenelektrode, f",bottom electrode,electrodo de fondo,"électrode de fond, f",elettrodo inferiore,底電極,하부 전극,elektroda denna,eléctrodo de fundo,"доња електрода, ж јд",bottenelektrod,底电极
841-22-34,heating chamber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-34,غرفة تسخين,"Heizkammer, f",heating chamber,cámara de calentamiento,"chambre de chauffe, flaboratoire, m",camera riscaldante,加熱チャンバー,가열실,komora grzejna,câmara de aquecimento,"комора за загревање, ж јд",ugnsrum,加热室
841-22-35,vault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-35,قبة الفرن الكهربائي,"Kappe, f",vault,bóveda,"voûte, f",volta,ボールト,둥근천장,sklepienie pieca,abóbada,"свод, м јд",ugnstak,拱顶
841-22-36,lock chamber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-36,غرفة الغلق,"Schleusenkammer, f",lock chamber,esclusa,"sas, m",(camera) vasca di chiusa,ロックチャンバー,갑실,śluza,câmara de transição,"запречна комора, ж јд",sluss,闸室
841-22-37,chute,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-37,قناة مائلة,"Beschickungsrinne, f",chute,artesa,"goulotte, f",scivolo,シュート,활갈로,rynna wsadowa,bica,"жлеб, м јд",ränna,溜槽
841-22-38,launder,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-38,قناة صبّ,"Gießrinne, f",launder,artesa de colada,"goulotte de coulée, fchenal de coulée, m",canale di colata,樋,홈통,rynna spustowa (1),bica de vazamento,"изливни жлеб, м јд",tappränna,流槽
841-22-39,refractory lining,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-22-39,بطانة مادة مقاومة للانصهار,"feuerfeste Zustellung, f",refractory lining,revestimiento refractario,"revêtement réfractaire, mgarnissage réfractaire, m",rivestimento refrattario,耐熱性ライニング,내화로벽내화 라이닝,wykładzina ogniotrwała,revestimento refractário,"ватростална радна облога, ж јд",ugnsinfodring,耐火炉衬
