term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
881-01-11,health physics,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-11,الفيزياء الصحية,,health physics,física sanitariaprotección sanitaria,"protection sanitaire, f",fisica sanitaria,保健物理学,보건물리학,fizyka zdrowia,física sanitáriaprotecção sanitária,hälsofysik,保健物理学
881-01-12,radiation hygiene,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-12,صحة إشعاعية,,radiation hygiene,higiene de las radiaciones,"radiohygiène, f",igiene delle radiazioni,放射線衛生学,방사선 위생학,higiena radiacyjna,radio-higiene,strålhygien,放射卫生学
881-01-13,radiation protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-13,حماية من الاشعة,,radiation protection,radioprotección,"radioprotection, f",radioprotezione,被ばく管理，放射線防護,방사선 방호방사선 보호,ochrona przed promieniowaniem,radioprotecção,strålskydd,辐射防护
881-01-14,radiological protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-14,حماية من الطب الإشعاعى,,radiological protection,protección radiológica,"protection radiologique, f",protezione radiologica,放射線防護,방사선 방호,ochrona radiologiczna,protecção radiológica,(radiologiskt) strålskydd,放射防护
881-01-15,radiologist,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-15,أخصّائي الأشعّة,,radiologist,radiólogo,radiologiste (médecin) m,radiologo,放射線科医（師）X 線技師放射線学者,방사선 학자방사선 전문의,radiolog,(médico) radiologista,radiolog,放射医师
881-01-16,radiotherapist,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-16,أخصائى المعالجة بالإشعاع,,radiotherapist,radioterapeuta,radiothérapeute (médecin) m,radioterapista,放射線治療士放射線療法,방사선 치료사,radioterapeuta,(médico) radioterapeuta,radioterapeut,放疗师
881-01-17,radiation physicist,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-17,فيزيائي أشعة,,radiation physicist,físico radiólogo,"radiophysicien, mphysicien radiologiste, m",radiofisico,放射線物理学者,방사선 물리학자,fizyk radiacyjny,físico radiologista,strålfysiker,放射物理师
881-01-18,X-radiation technician,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-18,أخصائى أشعة سينية ( إكس),,X-radiation technician,técnico en rayos X,"manipulateur en röntgenologie, m",tecnico delle radiazioni,X線放射技師,엑스선 방사기사엑스선 기술자,technik rentgenowski,técnico de raios X,röntgentekniker,X射线技师
881-01-19,radiographer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-19,مصّور بالأشعة,,radiographer,técnico en radiología,"technicien en radiologie, mmanipulateur en radiologie, m",tecnico di radiologia,X 線技師,방사선기사,operator urządzeń radiologicznych,técnico de radiologia,röntgenassistent,放射技师
881-01-20,"radiological technologist, US",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-20,تقني طب اشعاعي,,"radiological technologist, US",técnico en radiología médica,"technicien en radiologie médicale, mmanipulateur en radiologie médicale, m",tecnico di radiologia medica,放射線技師,"방사선 기사, US",technik radiolog,técnico de radiologia médica,,放射学技师
881-01-21,isotope technician,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-21,فني نظائر مشعة,,isotope technician,técnico en isótopos,"manipulateur de radio-isotopes, m",tecnico di medicina nucleare,アイソトープ技師,동위원소 기술자동위원소 기사,technik izotopowy,técnico de isótopos,isotoptekniker,同位素技师
881-01-22,radiation protection technician,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-22,فني حماية من الاشعاع,,radiation protection technician,técnico en radioprotección,"technicien de radioprotection, m",tecnico di radioprotezione,放射線保護技師,방사선 보호 기사,technik ochrony przed promieniowaniem,técnico de radioprotecção,strålskyddstekniker,辐射防护师
881-01-23,radiation safety officer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-01-23,ضابط أمانِ من الإشعاعِ,,radiation safety officer,jefe de radioprotección,"responsable de la radioprotection, m",responsabile della radioprotezione,放射線安全管理責任者,방사선 안전 관리관방사선 안전 책임자,osoba odpowiedzialna za ochronę przed promieniowaniem,responsável da radioprotecção,strålskyddsinspektör,辐射安全管理员
881-02-01,"radiation, <phenomenon>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-01,"إشعاع, <ظاهرة>","Strahlung, <Vorgang> f","radiation, <phenomenon>",radiación,"rayonnement, <processus> m",radiazione,"放射, ＜現象＞",방사복사,"promieniowanie, nradiacja, f",radiação,strålning,辐射
881-02-02,particle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-02,جسيم,,particle,partícula,"particule, f",particella,粒子,입자,cząstka,partícula,partikel,粒子
881-02-03,corpuscle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-03,جزيء,,corpuscle,corpúsculo,"corpuscule, m",corpuscolo,小体,미립자,korpuskuła,corpúsculo,korpuskel,微粒
881-02-04,photon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-04,فوتون,,photon,fotón,"photon, m",fotone,光子,광자,foton,fotão,foton,光子
881-02-05,ionizing radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-05,إشعاع متأين,,ionizing radiation,radiación ionizante,"rayonnement ionisant, m",radiazione ionizzante,電離放射線,전리 방사선,promieniowanie jonizujące,radiação ionizante,joniserande strålning,电离辐射
881-02-06,directly ionizing radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-06,إشعاع متأين مباشر,,directly ionizing radiationdirectly ionizing particles,radiación directamente ionizante,"rayonnement directement ionisant, m",radiazione direttamente ionizzante,直接電離放射線,직접 전리 방사선,promieniowanie jonizujące bezpośrednio,radiação directamente ionizante,direkt joniserande strålning,直接电离辐射
881-02-07,indirectly ionizing radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-07,إشعاع متأين غير مباشر,,indirectly ionizing radiationindirectly ionizing particles,radiación indirectamente ionizante,"rayonnement indirectement ionisant, m",radiazione indirettamente ionizzante,間接電離放射線,간접 전리방사선,promieniowanie jonizujące pośrednio cząstki jonizujące pośrednio,radiação indirectamente ionizante,indirekt joniserande strålning,间接电离辐射
881-02-08,heterogeneous radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-08,إشعاع غير متجانس,,heterogeneous radiation,radiación heterogénea,"rayonnement hétérogène, m",radiazione eterogenea,非均質放射線,비균질방사선,promieniowanie niejednorodne,radiação heterogénea,heterogen strålning,异能辐射
881-02-09,mixed radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-09,إشعاع مُخْتَلَط,,mixed radiation,radiación mixta,"rayonnement mixte, m",radiazione mista,混合放射線,혼합방사선,promieniowanie mieszane,radiação mista,blandad strålning,混合辐射
881-02-10,monoenergetic radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-10,إشعاع أحادى الطاقة,,monoenergetic radiation,radiación monoenergética,"rayonnement monoénergétique, m",radiazione monoenergetica,単一エネルギー放射,단일 에너지 방사,promieniowanie monoenergetyczne,radiação monoenergética,monoenergetisk strålning,单能辐射
881-02-11,natural radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-11,إشعاع طبيعى,,natural radiation,radiación natural,"rayonnement naturel, m",radiazione naturale,自然放射（線）,자연방사선,promieniowanie naturalne,radiação natural,naturlig strålning,天然辐射
881-02-12,man-made radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-12,إشعاع اصطناعي,,man-made radiation,radiación artificial,"rayonnement artificiel, m",radiazione artificiale,人工放射線,인공방사선,promieniowanie sztuczne,radiação artificial,artificiell strålning,人为辐射
881-02-13,background radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-13,إشعاع خلفي,,background radiationambient radiation,radiación de ambienteradiación de fondo,"fond naturel de rayonnement, mrayonnement ambiant, mbruit de fond, mrayonnement ionisant naturel, m",radiazione di fondo,バックグラウンド放射（線）,배경 방사자연 방사,tło promieniowania,radiação de fundo,bakgrundsstrålning,本底辐射
881-02-14,annihilation radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-14,إشعاع إبادةِ,,annihilation radiation,radiación de aniquilación,"rayonnement d'annihilation, m",radiazione di annichilazione,消滅放射（線）,소멸 방사선,promieniowanie anihilacyjne,radiação de aniquilação,förintelsestrålning,湮灭辐射
881-02-15,nuclear radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-15,إشعاع نووي,,nuclear radiation,radiación nuclear,"rayonnement nucléaire, m",radiazione nucleare,放射線,핵 방사선,promieniowanie jądrowe,radiação nuclear,nukleär strålning,核辐射
881-02-16,X-radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-16,أشعة سينية ( إكس),,X-radiationX-rays,radiación Xrayos X,"rayons X, m plrayonnement X, m",radiazione X,X 線放射,엑스선방사,promieniowanie rentgenowskie promienie rentgena,raios X,röntgenstrålning,X-辐射X射线
881-02-17,gamma radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-17,إشعاع جاما,,gamma radiationgamma rays,radiación gammarayos gamma,"rayons gamma, m pl",radiazione gamma,γ（放射）線ガンマ線,감마 방사선,promieniowanie gamma promienie gamma,raios gama,gammastrålning,伽玛辐射伽玛射线
881-02-18,bremsstrahlung,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-18,إ شـعـاع الـكـبـح,,bremsstrahlung,radiación de frenado,"rayonnement de freinage, m",radiazione di frenamento,制動放射,제동방사제동복사,promieniowanie hamowania,radiação de travagem,bromsstrålning,轫致辐射
881-02-19,spectrum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-19,طيف,,spectrum,espectro,"spectre, m",spettro,スペクトル,스펙트럼분광,widmo,espectro,spektrum,谱
881-02-20,continuous X-ray spectrum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-20,طيف اشعة سينيةِ ( إكس) مستمرِ,,continuous X-ray spectrum,espectro continuo (de rayos X),"spectre continu, m",spettro continuo (di raggi X),連続 X 線スペクトル,연속 엑스선 분광연속 엑스선 스펙트럼,widmo ciągłe promieniowanie rentgenowskiego,espectro contínuo,kontinuerligt röntgenspektrum,连续X射线谱
881-02-21,characteristic radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-21,إشعاع مميز,,characteristic radiation,radiación característica,"rayonnement caractéristique, m",radiazione caratteristica,特性 X 線,특성 방사선특성 엑스선,promieniowanie charakterystyczne,radiação característica,karakteristisk röntgenstrålning,特征辐射
881-02-22,radiation quality,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-22,جودة الإشعاع,,radiation quality,calidad de una radiación,qualité (d'un rayonnement) f,qualità di una radiazione,線質,방사선질,jakość promieniowania,qualidade de uma radiação,strålkvalitet,辐射质
881-02-23,Grenz rays,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-23,اشعة غرينز,,Grenz rays,rayos de Buckyrayos de Grenzrayos límite,"rayons de Bucky, m plrayons limite, m pl",raggi limite,グレンツ光線,그렌츠 광선,promieniowanie graniczne,raios limiteraios de Grenzraios de Bucky,gränsstrålning,格伦茨射线
881-02-24,Cerenkov radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-24,إشعاع شرينكوف,,Cerenkov radiation,radiación de Cerenkov,"rayonnement de Cerenkov, m",radiazione Cerenkov,チェレンコフ放射,체렌코프 방사선,promieniowanie Czerenkowa,radiação de Cerenkov,Cerenkov-strålning,切伦科夫辐射
881-02-25,inverse square law,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-25,قانون التربيع العكسى,,inverse square law,ley de la inversa de los cuadrados de la distancia,"loi de l'inverse des carrés de la distance, f",legge dell'inverso del quadrato della distanza,逆二乗の法則,역제곱법칙,prawo odwrotności kwadratu,lei do inverso do quadrado da distância,kvadratlagen,平方反比定律
881-02-26,radioactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-26,نشاط إشعاعى,,radioactivity,radiactividad,"radioactivité, f",radioattività,放射能,방사능,radioaktywność,radioactividade,radioaktivitet,放射性活度
881-02-27,nuclear disintegration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-27,تفتيت  نووي,,nuclear disintegration,desintegración nuclear,désintégration (nucléaire) f,disintegrazione nucleare,原子核の崩壊,원자핵 붕괴핵붕괴,rozpad jądrowy,desintegração nuclear,(kärn)sönderfall,核衰变
881-02-28,radioactive decay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-28,إضمحلال إشعاعي,,radioactive decay,desintegración radiactiva,"désintégration radioactive, f",decadimento radioattivo,放射性崩壊,방사성 붕괴,rozpad radioaktywny,desintegração radioactivadeclínio radioactivo,radioaktivt sönderfall,放射性衰变
881-02-29,natural radioactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-29,نشاط إشعاعي طبيعي,,natural radioactivity,radiactividad natural,"radioactivité naturelle, f",radioattività naturale,自然放射能,자연방사능,radioaktywność naturalna,radioactividade natural,naturlig radioaktivitet,天然放射性
881-02-30,induced radioactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-30,نشاط إشعاعي مستحثّ,,induced radioactivity,radiactividad inducida,"radioactivité induite, f",radioattività indotta,誘導放射能,유도 방사능,radioaktywność wywołana,radioactividade induzida,inducerad radioaktivitet,感生放射性
881-02-31,artificial radioactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-31,نشاط إشعاعي إصطناعي,,artificial radioactivity,radiactividad artificial,"radioactivité artificielle, f",radioattività artificiale,人工放射能,인공방사능,sztuczna radioaktywność,radioactividade artificial,artificiell radioaktivitet,人工放射性
881-02-32,radioactive equilibrium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-32,توازن النشاط  الاشعاعي,,radioactive equilibrium,equilibrio radiactivo,"équilibre radioactif, m",equilibrio radioattivo,輻射［放射］平衡,방사 평형방사능 평형,równowaga radioaktywna,equilíbrio radioactivo,radioaktiv jämvikt,放射性平衡
881-02-33,secular equilibrium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-33,توازن زمني مديد,,secular equilibrium,equilibrio radiactivo secular,"équilibre (radioactif) séculaire, m",equilibrio secolare,永続平衡,영년 평형,równowaga wiekowa (promieniotwórcza),equilíbrio (radioactivo) secular,sekulär jämvikt,长期平衡
881-02-34,transmutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-34,تحول نووي,,transmutation,transmutación,"transmutation, f",trasmutazione,変形変質変成転換,변형변질원소전환,transmutacja,transmutação,transmutation,蜕变
881-02-35,nuclide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-35,نويدة,,nuclide,nucleido,"nucléide, m",nuclide,核種,핵종핵자,nuklid,núclido,nuklid,核素
881-02-36,radionuclide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-36,نويدة إشعاعية,,radionuclide,radionucleido,"radionucléide, m",radionuclide,放射性核種,방사능 핵종,radionuklid,radionúclido,radionuklid,放射性核素
881-02-37,isotopes,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-37,نظائر,,isotopes,isótopos,"isotopes, m pl",isotopi,アイソトープ,동위원소,izotopy,isótopos,isotoper,同位素
881-02-38,radioisotope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-38,نظير مشع,,radioisotope,radioisótopo,"radio-isotope, m",radioisotopo,ラジオアイソトープ,방사성동위원소,radioizotop,radioisótopo,radioisotop,放射性同位素
881-02-39,radioelement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-39,عنصر مشع,,radioelement,radioelemento,"radio-élément, m",radioelemento,放射性元素,방사성원소,radioelement,radioelemento,radioelement,放射性元素
881-02-40,isotones,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-40,متعادلات النيوترونات (ايزوتونز),,isotones,isótonos,"isotones, m pl",isotoni,アイソトーン同中性子体,동중성자핵,izotony,isótonos,(kärn)isotoner,同中异荷素同中子素
881-02-41,isobars,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-41,ذرات متطابقة الكتلة (ايزوبار),,isobars,isóbarosnucleidos isóbaros,"nucléides isobares, m pl",isobari,同重体,동중체,izobary,isóbaros,(kärn)isobarer,同质异位素同量异位素
881-02-42,nucleus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-42,نواة,,nucleus,núcleo,"noyau, m",nucleo,原子核,원자핵,jądro,núcleo,(atom)kärna,核
881-02-43,metastable state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-43,حالة شبه مستقرة,,metastable state,estado metastable,"état métastable, m",stato metastabile,準安定状態,준안정상태,stan metastabilny,estado metaestável,metastabilt tillstånd,亚稳态
881-02-44,nuclear isomer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-44,مماثل نووي,,nuclear isomer,nucleidos isómeros,"nucléides isomères, m pl",nuclei isomeri,核異性体,핵이성체,izomer jądrowy,(núclidos) isómeros,(kärn)isomer,同质异能素
881-02-45,elementary particle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-45,جسيم أولي,,elementary particle,partícula elemental,"particule élémentaire, f",particella elementare,素粒子,소립자,cząstka elementarna,partícula elementar,elementarpartikel,基本粒子
881-02-46,antiparticle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-46,جسيم مضاد,,antiparticle,antipartícula,"antiparticule, f",antiparticella,反粒子,반입자,antycząstka,antipartícula,antipartikel,反粒子
881-02-47,particle beam,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-47,حزمة من الجزيئات,,particle beam,haz de partículashaz electrónico,"faisceau électronique, m",fascio di particelle,粒子線,입자선,wiązka cząstek,feixe de partículas,partikelstråle,粒子束
881-02-48,nucleon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-48,نوية ( نيوكليون),,nucleon,nucleón,"nucléon, m",nucleone,核子,핵자,nukleon,nucleão,nukleon,核子
881-02-49,mass number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-49,عدد كتلي,,mass number,número másico (A),"nombre de masse, m",numero di massa,質量数,질량수,liczba masowa,número de massa,masstal,质量数
881-02-50,atomic number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-50,عدد ذري,,atomic number,número atómico (Z),"numéro atomique, m",numero atomico,原子番号,원자번호,liczba atomowa,número atómico,atomnummer,原子序数
881-02-51,proton,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-51,شحنة كهربائية موجبة (بروتون),,proton,protón,"proton, m",protone,陽子プロトン,양자양성자,proton,protão,proton,质子
881-02-52,neutron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-52,شحنة كهربائية متعادلة (نيوترون),,neutron,neutrón,"neutron, m",neutrone,ニュートロン中性子,중성자,neutron,neutrão,neutron,中子
881-02-53,slow neutron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-53,نيوترون بطيئ,,slow neutron,neutrón lento,"neutron, lent, m",neutrone lento,低速中性子,저속 중성자,neutron wolny,neutrão lento,långsam neutron,慢中子
881-02-54,thermal neutron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-54,نيوترون حراري,,thermal neutron,neutrón térmico,"neutron thermique, m",neutrone termico,熱中性子,열중성자,neutron termiczny,neutrão térmico,termisk neutron,热中子
881-02-55,intermediate neutron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-55,نيوترون متوسّط,,intermediate neutronepithermal neutron,neutrón epitérmiconeutrón intermedio,"neutrons intermédiaires, m plneutrons épithermiques, m pl",neutrone intermedio,中速中性子,중속 중성자,neutron epitermiczny neutron pośredni,neutrão intermédioneutrão epitérmico,intermediär neutron,中能中子
881-02-56,fast neutron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-56,نيوترون سريع,,fast neutron,neutrón rápido,"neutrons rapides, m pl",neutrone veloce,高速中性子,고속 중성자,neutron szybki,neutrão rápido,snabb neutron,快中子
881-02-57,electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-57,شحنة كهربائية سالبة (الكترون),,electron,electrón,"électron, m",elettrone,電子，エレクトロン,전자,elektron,electrão,elektron,电子
881-02-58,positron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-58,الكترون موجب (بوزترون),,positron,positrón,"positon, m",positrone,陽電子,양전자,pozytron,positrão,positron,正电子
881-02-59,beta particle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-59,جسيم  بيتا,,beta particle,partícula beta,"particule bêta, f",particella beta,β［ベータ］粒子,베타 입자,cząstka beta,partícula beta,betapartikel,β粒子
881-02-60,beta radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-60,إشعاع بيتا,,beta radiationbeta rays,radiación betarayos b,"rayonnement bêta, mrayons β, m pl",radiazione beta,β［ベータ］線,베타 방사선,promieniowanie beta promienie beta,radiação betaraios beta,betastrålning,β辐射贝塔射线
881-02-61,delta radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-61,إشعاع دلتا,,delta radiationdelta rays,radiación deltarayos drayos g,"rayonnement delta, mrayons δ, m pl",radiazione delta,δ[ デルタ]線,델타 방사선,promieniowanie delta promienie delta,radiação deltaraios delta,deltastrålning,δ辐射德尔塔射线
881-02-62,cathode rays (deprecated),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-62,أشعة المهبط (غير مستعمل),,cathode rays (deprecated),rayos catódicos,"rayons cathodiques, m pl",raggi catodici,陰極線,"음극선, Deprecated",promienie katodowe (termin nie zalecany),raios catódicos,katodstrålar,阴极射线
881-02-63,deuteron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-63,ديوترون,,deuteron,deuterón,"deutéron, m",deutone,deuteron,중양성자,deuteron,deuterão,deutron,氘核
881-02-64,triton,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-64,تريتون,,triton,tritón,"triton, m",tritone,三重子,삼중양성자,tryt,trítio,triton,氚核
881-02-65,alpha particle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-65,جسيم  الفا,,alpha particle,partícula alfa,"particule alpha, f",particella alfa,α［アルファ］粒子,알파입자,cząstka alfa,partícula alfa,alfapartikel,阿尔法粒子
881-02-66,alpha radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-66,اشعاع الفا,,alpha radiationalpha rays,radiación alfarayos a,"rayonnement alpha, mrayons α, m pl",radiazione alfa,アルファ線α線,알파선알파 방사선,promieniowanie alfa promienie alfa,radiação alfaraios alfa,alfastrålning,阿尔法辐射
881-02-67,muon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-67,ميون :  جسيم نووي لحظي البقاء,,muon,muón,"muon, m",muone,ミューオンμ中間子,뮤온중간자,mion mezon (termin niezalecany),muão,mymesonμ-meson,μ介子
881-02-68,pion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-68,بيون : جسيم قصير الحياة,,pionπ-meson,piónp-mesón,"pion, mπ-meson, m",pione,パイオンパイ中間子,파이 중간자파이온,pion mezon p,piãomesão-pi,pimesonπ-meson,π介子
881-02-69,neutrino,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-69,نيوترينو : عنصر عديم الشحنة,,neutrino,neutrino,"neutrino, m",neutrino,ニュートリノ中性微子,중성미자,neutrino,neutrino,neutrino,中微子
881-02-70,ion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-70,أيون,,ion,ión,"ion, m",ione,イオン,이온,"jon, m",ião,jon,离子
881-02-71,excitation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-71,تهيج (إستثارة),,excitation,excitación,"excitation, f",eccitazione,励起励磁,들뜸여기,wzbudzenie,excitação,excitation,激发
881-02-72,ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-72,التأين,,ionization,ionización,"ionisation, f",ionizzazione,イオン化,이온화전리,"jonizacja, f",ionização,jonisation,电离
881-02-73,columnar ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-73,تأيّن عمودى,,columnar ionization,columna de ionizaciónionización columnar,"ionisation colonnaire, f",ionizzazione colonnare,円柱状イオン化,주형 이온화주형 전리,jonizacja kolumnowa,ionização colunar,kolonnjonisation,柱状电离
881-02-74,ion cluster,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-02-74,عنقود أيونات,,ion cluster,nube de iones,"nuage d'ions, mgrappe d'ions, f",ammasso di ioni,イオン群,이온 군복합 이온,grupa jonowa,agregado de iõesnuvem de iões,jonmoln,离子簇
