term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
881-07-20,maximum rated voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-07-20,أقصى جهد مقنن,,maximum rated voltage,tensión máxima asignada,"haute tension assignée, f",massima tensione nominale,定格最大電圧,최대 정격 전압,napięcie znamionowe maksymalne,alta tensão estipulada,högsta märkspänning,最大额定电压
881-07-21,rated input voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-07-21,جهد الدخل المقنن (للجهاز),,rated input voltage,tensión de entrada asignada del equipo,"tension assignée à l'appareil, f",tensione nominale di ingresso,定格入力電圧,정격 입력 전압,napięcie znamionowe zasilania,tensão estipulada de entrada,nätspänning,额定输入电压
881-07-22,maximum rated supply current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-07-22,أقصى تيار تغذية مقنن,,maximum rated supply current,corriente de alimentación máxima asignada,"courant maximal d'alimentation assigné, m",corrente nominale massima di ingresso,定格最大供給電流,최대 정격 공급 전류,prąd zasilania znamionowy maksymalny,corrente máxima estipulada de alimentação,märkström,最大额定供电电流
881-08-01,filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-01,مرشِح,,filter,filtro,"filtre, m",filtro,フィルタろ過,필터여과기,filtr,filtro,filter,过滤器
881-08-02,inherent filtration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-02,ترشيح متأصلترشيح ذاتى,,inherent filtration,filtración inherente,"filtration inhérente, f",filtrazione inerente,固有ろ過,고유 여과,filtracja własna,filtragem inerente,egenfiltrering,固有过滤
881-08-03,added filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-03,مرشِح إضافي,,added filter,filtro adicional,"filtre additionnel, m",filtro addizionale,付加フィルタ,부가 여과기부가 필터,filtr dodatkowy,filtro adicional,tillsatsfilter,附加过滤器
881-08-04,total filtration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-04,ترشيح كليّ,,total filtration,filtro total,"filtre total, m",filtrazione totale,総ろ過,총여과,filtracja całkowita,filtro total,totalfiltrering,总过滤
881-08-05,compound filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-05,مرشِح مركّب,,compound filter,filtro compuesto,"filtre composite, m",filtro composto,複合フィルタ,복합 여과기복합 필터,filtr złożony,filtro compósito,sammansatt filter,复合过滤器
881-08-06,secondary filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-06,مرشِح ثانوي,,secondary filter,filtro secundario,"filtre secondaire, m",filtro secondario,二次フィルタ,이차 여과기이차 필터,filtr wtórny,filtro secundário,sekundärfilter,次级过滤器
881-08-07,wedge filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-07,مرشح موشوريمرشح مثبت بوتد,,wedge filterstep-like filter,filtro de escalonesfiltro en cuña,"filtre en coin, mfiltre du type à paliers, m",filtro a cuneo,楔状フィルタ,쐐기 여과기쐐기 필터,filtr klinowy,filtro em cunhafiltro em escada,kilfilter,楔形过滤器
881-08-08,edge filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-08,مرشِح حافةِ,,edge filter,filtro de borde,"filtre de bord, m",filtro selettivo,エッジフィルタ,에지 여과기에지 필터,filtr odcinający,filtro de bordo,kantfilter,边缘过滤器
881-08-09,compensating filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-09,مرشِح  معوّضمرشح تعويضى,,compensating filter,filtro compensador,"filtre compensateur, m",filtro compensatore,補償フィルタ,보상 여과기,filtr kompensacyjny,filtro compensador,kompensationsfilter,补偿过滤器
881-08-10,Thoraeus filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-10,مرشِح ثوروس,,Thoraeus filter,filtro de Thoraeus,"filtre de Thoraeus, m",filtro di Thoraeus,ソラエスフィルタ,토레우스 여과기토레우스 필터,filtr Thoraeusa,filtro Thoraeus,Thoraeus-fiIter,托劳斯过滤器
881-08-11,rectifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-11,مقوم,,rectifier,rectificador,"redresseur, m",raddrizzatore,整流器,정류기,prostownik,rectificador,likriktare,整流器
881-08-12,solid-state rectifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-12,مقوم حالة صلبة,,solid-state rectifier,rectificador semiconductor,"redresseur à semi-conducteur, mredresseur sec, m",rettificatore a stato solido,ソリッドステート整流器,고체 정류기,prostownik półprzewodnikowy,rectificador semicondutor,halvledarlikriktare,固态整流器
881-08-13,"electronic valve, GB",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-13,صمام إلكتروني (المملكة المتحدة),,"electronic valve, GBvacuum tube, US",tubo de vacío,"tube à vide, m",valvola elettronica,電子管,"전자 밸브, <GB>진공관, <GB>전자관, <GB>",lampa elektronowa,tubo de vácuo,elektronrör,电子阀
881-08-14,rectifying valve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-14,صمام تقويمصمام تقويمى,,rectifying valve,rectificadortubo rectificador,"tube redresseur, m",valvola raddrizzatrice,整流管,정류 밸브정류관,lampa prostownicza,tubo rectificador,likriktarrör,整流阀
881-08-15,stabilizer (in radiology),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-15,مثبّت (في المعالجة الشعاعيةِ),,stabilizer (in radiology),estabilizador (en radiología),stabilisateur (en radiologie) m,stabilizzatore,安定器,"안정기, 방사선학",stabilizator (w radiologii),estabilizador (em radiologia),stabilisator,"稳定器, <放射学>"
881-08-16,front pointer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-16,مؤشر أمامي,,front pointer,centrador frontal,"centreur, m",centratore frontale,フロントポインタ,전위 지시기전위 포인터,centrator frontowy,centrador,riktpinne,前指针
881-08-17,back pointer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-17,مؤشر خلفي,,back pointer,centrador posterior,"rétrocentreur, m",retro centratore,バックポインタ,후위 지시기후위 포인터,centrator tylny,retrocentrador,riktpinne för utgående strålar,后指针
881-08-18,collimating diaphragm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-18,حجاب التسديد البصري,,collimating diaphragm,diafragma de colimación,"diaphragme (de collimation), m",diaframma collimatore,照射ダイヤフラム,시준 조리개,przesłona kolimacyjna,diafragma (de colimação),primärbländare,准直光阑
881-08-19,light-beam localizer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-19,محدد موقع حزمة الضوء,,light-beam localizerlight-beam diaphragm,diafragma luminosolocalizador luminoso,"localisateur lumineux, mdiaphragme lumineux, m",localizzatore luminoso,光ビーム測定器,광선빔 위치측정기,świetlny celownik wiązki przesłona wiązki świetlnej,localizador luminosodiafragma luminoso,ljusvisirbländare,光束定位器
881-08-20,inverse suppressor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-20,مخمد عكسي,,inverse suppressor,limitador de onda inversa,"limitateur d'onde inverse, m",soppressore di onda inversa,逆サプレッサ,역억제기,ogranicznik napięcia zwrotnego,supressor de onda inversalimitador de onda inversa,primärlikriktare,反向抑制器
881-08-21,image quality indicator (IQI),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-21,مؤشر جودة الصورة,,image quality indicator (IQI)penetrameter,penetrómetro,"pénétramètre, m",indicatore della qualità di un fascio,像質計,"상질계, 아이큐아이",penetrametr,penetrâmetro,penetrameter,影像质量指示器
881-08-22,densitometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-22,مقياس الكثافة,,densitometer,densitómetro,"densitomètre, m",densitometro,密度計,밀도계농도계,densytometr,densitrómetro,densitometer,密度计
881-08-23,radiation spectrometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-23,مقياس الطيف الإشعاعى,,radiation spectrometer,espectrómetro de radiación,"spectromètre de rayonnement, m",spettrometro di radiazioni,放射分光計,방사 분광계,spektrometr promieniowania,espectrómetro de radiação,strålningsspektrometer,辐射光谱仪
881-08-24,spectroscope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-24,منظار التحليل الطيفى,,spectroscope,espectroscopio,"spectroscope, m",spettroscopio,スペクトロスコープ分光器,분광기,spektroskop,espectroscópio,spektroskop,分光镜
881-08-25,spectrograph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-25,راسم طيف,,spectrograph,espectrógrafo,"spectrographe, m",spettrografo,スペクトルグラフ分光器,분광기,spektrograf,espectrógrafo,spektrograf,摄谱仪
881-08-26,spectrometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-26,مقياس الطيف (سبيكتروميتر),,spectrometer,espectrómetro,"spectromètre, m",spettrometro,スペクトロメータ分光計,분광기,spektrometr,espectrómetro,spektrometer,光谱仪
881-08-27,crystal spectrograph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-27,راسم طيف بلوري,,crystal spectrograph,espectrógrafo de cristal,"spectrographe à cristal, mspectrographe à diffraction, m",spettrografo a cristallo,結晶分光器,결정 분광기,spektrograf krystaliczny,espectrógrafo de difracçãoespectrógrafo de cristal,kristallspektrograf,晶体摄谱仪
881-08-28,vacuum spectrograph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-28,راسم طيف مفرغ,,vacuum spectrograph,espectrógrafo de vacío,"spectrographe à vide, m",spettrografo a vuoto,真空分光器,진공 분광기,spektrograf próżniowy,espectrógrafo de vácuo,vakuumspektrograf,真空摄谱仪
881-08-29,scintillation spectrometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-29,مقياس الطيف الوميضي,,scintillation spectrometer,espectrómetro de centelleo,"spectromètre à scintillation, m",spettrometro a scintillazione,シンチレーションスペクトロメータ,섬광 분석기,spektrometr scyntylacyjny,espectrógrafo de cintilação,scintillationsspektrometer,闪烁光谱仪
881-08-30,semiconductor spectrometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-30,مقياس طيف شبه موصل,,semiconductor spectrometer,espectrómetro semiconductor,"spectromètre semi-conducteur, m",spettrometro a semiconduttore,半導体スペクトロメータ,반도체 분광기,spektrometr półprzewodnikowy,espectrógrafo semicondutor,halvledarspektrometer,半导体光谱仪
881-08-31,spectrogram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-08-31,صورة طيفية (سبيكتروغرام),,spectrogram,espectrograma,"spectrogramme, m",spettrogramma,スペクトログラム,스펙트로그램분광사진,spektrogram,espectrograma,spektrogram,光谱图
881-09-01,tube support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-01,دعم الأنبوبداعم انبوبى,,tube support,portatubo,"porte-tube, m",stativo,管支持器,관지지대,statyw lampy,porta-luz,rörstativ,管支架
881-09-02,cassette changer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-02,مبدل حافظة الفيلم,,cassette changer,cambiador de chasis,"changeur de cassette, m",cambiacassette,カセット交換装置,카세트 교환장치,zmieniacz kasety,troca-cassetes,kassettväxlare,换片器
881-09-03,stereoscopic cassette changer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-03,مبدل حافظة فيلم المجهر,,stereoscopic cassette changer,cambiador estereoscópico de chasis radiográficos,"changeur stéréoscopique de cassette, m",cambiacassette stereoscopio,立体カセット交換装置,입체 카세트 교환장치,zmieniacz kaset stereoskopowych,troca-cassetes estereoscópico,stereoskopisk kassettväxlare,立体换片器
881-09-04,film changer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-04,مبدل الفيلم,,film changer,cambiador de película,"changeur de film, m",cambia pellicole,フィルム交換装置,필름 교환장치,zmieniacz błon,troca-películas,filmväxlare,胶片换片器
881-09-05,spot-film device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-05,جهاز تحديد االموضع  في الفيلم,,spot-film deviceserial radiographic deviceseriograph,seriógrafo,"sériographe, m",dispositivo per radiografia di piccolo formato,スポットフィルム装置,순간촬영필름 장치스포트 필름 장치,seriograf,seriógrafo,prickbildsapparat,点片装置
881-09-06,vertical examination stand,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-06,حامل الاختبار العمودي,,vertical examination stand,aparato para examen vertical,"dossier vertical, m",ortoscopio,垂直試験スタンド,수직 시험 받침대,ścianka rentgenowska pionowa,aparelho para exame vertical,vertikalstativ,垂直检查架
881-09-07,horizontal table,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-07,طاولة افقية,,horizontal table,mesa horizontal,"table horizontale, f",trocoscopio,水平台,수평대수평 테이블,stół do zdjęć rentgenowskich,mesa horizontal,undersökningsbord,水平台
881-09-08,tilting table,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-08,طاولة قابلة للإمالة,,tilting table,mesa basculante,"table basculante, f",tavolo ribaltabile,傾斜台,경사대경사 테이블,ścianka rentgenowska zwodzona,mesa basculante,fällbord,倾斜台
881-09-09,head unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-09,مخطط دماغي,,head unitskull unit,craneógrafo,"craniographe, m",craniostato,ヘッドユニット,헤드 유닛,aparat rentgenowski do zdjęć czaszki,craniógrafo,skallbord,头部单元
881-09-10,anti-scatter grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-10,شبكة مضادة للبعثرة,,anti-scatter grid,rejilla antidifusora,"grille antidiffusante, f",griglia antidiffusione,散乱線除去グリッド,반산란 격자산란제거 격자,siatka przeciwrozproszeniowa,grelha antidifusora,sekundärraster,防散射光栅
881-09-11,linear grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-11,شبكة خطيّة,,linear grid,rejilla lineal,"grille linéaire, f",griglia lineare,線グリッド,선형 격자,siatka liniowa,grelha linear,linjeraster,线性光栅
881-09-12,cross grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-12,شبكة متقاطعة,,cross grid,rejilla cruzada,"grille croisée, f",griglia a lamelle incrociate,直交グリッド,교차 격자크로스 격자,siatka krzyżowa,grelha cruzada,korsraster,十字光栅
881-09-13,orthogonal grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-13,شبكة متعامدة,,orthogonal grid,rejilla ortogonal,"grille orthogonale, f",griglia a lamelle ortogonali,直交グリッド,직교 격자,siatka ortogonalna,grelha ortogonal,rätvinkligt korsraster,正交光栅
881-09-14,focused grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-14,شبكة مُرَكَّزة,,focused grid,rejilla enfocada,"grille de focalisation, fgrille de concentration, f",griglia focalizzata,集束グリッド,집중 격자집속 격자,siatka ogniskująca,grelha de focagem,fokuserat raster,聚焦光栅
881-09-15,stationary grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-15,شبكة ثابتة,,stationary grid,rejilla fija,"grille fixe, f",griglia fissa,静止グリッド,정체 격자,siatka stacjonarna,grelha fixa,fast raster,固定光栅
881-09-16,moving grid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-16,شبكة متحركة,,moving grid,rejilla móvil,"grille mobile, f",griglia mobile,移動グリッド,이동 격자,siatka ruchoma,grelha móvel,rörligt raster,移动光栅
881-09-17,radiograph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-17,صورة إشعاعية,,radiograph,radiografía,"radiogramme, m",radiogramma,放射線写真レントゲン写真,방사선사진,radiogram,radiograma,röntgenbild,射线照片
881-09-18,autoradiograph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-18,صورة إشعاعية ذاتية,,autoradiograph,autorradiografía,"autoradiogramme, m",autoradiogramma,オートラジオグラフ,자동방사선사진,autoradiogram,auto-radiograma,autoradiogram,自动射线照片
881-09-19,radiographic film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-19,فيلم بالأشعة,,radiographic film,película radiográfica,"film radiographique, m",pellicola radiografica,放射線用フィルム,방사선사진 필름,błona radiograficzna,película radiográfica,röntgenfilm,射线摄影胶片
881-09-20,double-emulsion film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-20,فيلم ثنائى الطبقة الحساسة,,double-emulsion film,película de doble emulsión,"film à double couche, m",pellicola a doppia emulsione,両面乳剤フィルム,양면유제 필름,błona z podwójna emulsją,película de camada dupla,dubbelemulsionsfilm,双面感光胶片
881-09-21,screen film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-21,فلم شاشة,,screen film,partícula para uso con cartulinas reforzadas,"film avec écran, m",pellicola per uso con schermi di rinforzo,遮蔽フィルム,차폐 필름스크린 필름,błona do rejestracji z ekranu,película com ecrã,,屏幕胶片
881-09-22,non-screen film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-22,فيلم بدون شاشة,,non-screen filmdirect-exposure film,partícula para uso sin cartulinas reforzadas,"film sans écran, m",pellicola per uso senza schermi di rinforzo,非遮蔽フィルム,비차폐 필름논스크린 필름,błona do bezpośredniej rejestracji,película sem ecrã,direktröntgenfilm,无屏胶片
881-09-23,fluorographic film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-23,فيـلـم للتصوير الإشعاعي,,fluorographic film,película para fluorografíapelícula para radiografía,"film pour radiophotographie, m",pellicola per schermografia,螢光間接撮影フィルム,형광투시경 필름,błona fluorograficzna,película para radiofotografia,skärmbildsfilm,荧光摄影胶片
881-09-24,intensifying screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-24,شاشة مقوية,,intensifying screen,pantalla reforzadora,"écran renforçateur, m",schermo di rinforzo,増感スクリーン,증감지증감스크린,ekran wzmacniający,ecrã de reforço,förstärkningsskärm,增感屏
881-09-25,fluorescent screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-25,شاشة فلورية,,fluorescent screen,pantalla fluorescente,"écran fluorescent, m",schermo fluorescente,蛍光スクリーン,형광면,ekran fluorescencyjny,ecrã fluorescente,fluorescensskärm,荧光屏
881-09-26,fluoroscopic screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-26,شاشة صور فلورية,,fluoroscopic screen,pantalla fluoroscópica,"écran fluoroscopique, m",schermo per radioscopia,蛍光透視板,형광투시지형광투시 스크린,ekran fluoroskopowy,ecrã fluoroscópico,genomlysningsskärm,透视屏
881-09-27,radiographic cassette,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-27,حافظة صور إشعاعية,,radiographic cassette,chasis radiográfico,"cassette, fchâssis porte-film, m",cassetta radiografica,X線フィルムカセット,방사선사진 카세트,kaseta radiograficzna,casseteporta-película,röntgenfilmkassett,放射摄影暗盒
881-09-28,compression cone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-28,مخروط إنضغاطى,,compression cone,cono de compresión,"cône de compression, m",cono compressore,圧縮コーン,압축 원뿔압축 콘,stożek uciskowy,cone de compressão,kompressionstub,压迫筒
881-09-29,automatic exposure control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-29,تحكم بالتعرض آليا,,automatic exposure control,control automático de exposición,"exposeur automatique, m",controllo automatico dell'esposizione,自動露出制御,자동 노출 제어,czasownik jonizacyjny,controlo automático de exposição,exponeringsautomat,自动曝光控制
881-09-30,photofluorograph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-30,جهاز تصوير إشعاعي,,photofluorograph,aparato de fotorradioscopiafotofluorógrafo,"appareil de radiophotographie, m",schermografo,X 線間接撮影,형광방사선사진엑스선간접촬영,aparat do radiofotografii,aparelho de radiofotografiafotofluorógrafo,skärmbildsapparat,荧光摄影机
881-09-31,scintiscanner,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-31,ماسح ومضي,,scintiscanner,dispositivo de barridoescintilógrafoexplorador,"scanner, mdispositif de balayage, manalyseur, m",scintigrafo lineare dinamico,シンチスキャナー,섬광스캐너신티스캐너,scyntygraf,dispositivo de varrimentoanalisador,scintigraf,闪烁扫描仪
881-09-32,scintigram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-32,سنتيجرام (مسجل ومضات),,scintigram,escintilograma,"scintigramme, m",scintigramma,シンチグラム,섬광도신티그램,scyntygram,cintigrama,scintigram,闪烁图
881-09-33,bolus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-09-33,بولاس (جرعة من الموادة المشعة المستخدمة في العلاج الإشعاعي),,bolus,boIo,"bolus, m",bolo,急速静注（薬）,조직등가물질볼러스,materiał wypełniający równoważny tkance,bolus,bolus,组织补偿物
881-10-01,radiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-01,تصوير بالأشعة,,radiographyroentgenography (US),radiografíaroentgenografía,"radiographie, fröntgenographie, f",radiografia,X 線写真術,방사선사진법,radiografia rentgenografia,radiografia,radiografi,X射线摄影
881-10-02,microradiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-02,تصوير دقيق بالأشعة,,microradiography,microrradiografía,"microradiographie, f",microradiografia,X 線顕微鏡写真,미세방사선사진법,mikroradiografia,microrradiografia,mikroradiografi,X射线显微摄影
881-10-03,xeroradiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-03,تصوير جاف بالأشعة,,xeroradiography,xerorradiografía,"xéroradiographie, f",xeroradiografia,X 線軟線撮影,건조방사선조영술,kserografia,xerorradiografia,xerografi,干法X射线摄影
881-10-04,ionography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-04,تصوير أيونى,,ionographyelectron radiography,ionografíaradiografía electrónica,"ionographie, fradiographie électronique, f",ionografia,イオノグラフィー,이오노그래피,jonografia radiografia elektronowa,ionografiaradiografia electrónica,jonografi,离子X射线摄影
881-10-05,stereoradiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-05,تصوير مجسم بالاشعة,,stereoradiography,estereorradiografía,"stéréoradiographie, f",stereoradiografia,立体 X 線撮影法,입체방사선사진법,stereoradiografia,estereorradiografia,stereoradiografi,立体X射线摄影
881-10-06,fluoroscopy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-06,فلوروسكوبي(مكشاف الفلورية),,fluoroscopy,fluoroscopia,"radioscopie, f",fluoroscopia,蛍光透視法,형광투시법,fluoroskopia,radioscopia,röntgengenomlysning,透视
881-10-07,stereofluoroscopy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-07,مكشاف الفلورية المجسم,,stereofluoroscopy,estereorradioscopia,"stéréoradioscopie, f",stereofluoroscopia; stereoradioscopia,立体蛍光透視法,입체형광투시법,stereofluoroskopia,estereorradioscopia,stereogenomlysning,立体透视
881-10-08,photofluorography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-08,تصوير فوتوفلوري (ضوئي فلوري),,photofluorography,fotorradioscopia,"radiophotographie, f",schermografia,X 線蛍光撮影,형광투시법,fotofluorografia,radiofotofrafia,skärmbildsfotografering,照片透视
881-10-09,cineradiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-09,تصوير سينيمائى بالأشعة,,cineradiography,cinerradiografíacinerradiografía de rayos X,"radiocinématographie, f",cineradiografia,X 線映画撮影（法）,엑스선영화촬영법영화방사선촬영법,kineradiografia,radiocinematografia,röntgenkinematografi,电影摄影
881-10-10,tomography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-10,تصوير شعاعي طبقي,,tomography,tomografía,"tomographie, fradiotomographie, f",tomografia; stratigrafia,断層撮影法,단층촬영,tomografia,tomografiaradiotomografia,tomografi,断层扫描
881-10-11,computed tomography (abbreviation: CT),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-11,تصوير شعاعي طبقي بالحاسوب,,computed tomography (abbreviation: CT),tomografía por ordenador,"tomographie par ordinateur, f",tomografia computerizzata,コンピュータ断層撮影（法）,"컴퓨터단층촬영, 시티",tomografia komputerowa,tomografia computarizada,datortomografi,计算机断层扫描
881-10-12,zonography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-12,تصوير نطاقي,,zonography,zonografía,"zonographie, f",zonografia,狭角断層撮影（法）,대상단층촬영협각단층촬영,zonografia,zonografia,zonografi,体层摄影
881-10-13,orthodiagraphy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-13,تصوير متعامد,,orthodiagraphy,ortorradioscopia,"orthoradioscopie, f",ortodiagrafia,オルトダイアグラフィー,정사엑스선촬영,ortoradioskopia,ortorradioscopia,ortodiagrafi,正交摄影
881-10-14,kymography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-14,كيموغراف (مرسام الحركة أو الذبذبة) ممواج,,kymography,kimografía,"kymographie, f",chimografia,キモグラフィー動態記録法,동태촬영키모그래프,kimografia,quimografiakimografia,kymografi,记波X射线摄影
881-10-15,angiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-15,تصوير أوعية دموية,,angiography,angiografía,"angiographie, f",angiografia,血管造影（法）,혈관촬영혈관조영법,angiografia,angiografia,angiografi,血管造影
881-10-16,distance technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-16,مسافة تقنية -  شبكة هواء,,distance techniqueair-gap technique,rejilla de aire,"grille d'air, f",tecnica ad air-gap,距離法,거리법,technika szczeliny powietrznej,grelha de ar,luftgapsteknik,距离技术
881-10-17,autoradiography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-17,تصوير إشعاعي ذاتي,,autoradiography,autorradiografía,"autoradiographie, f",autoradiografia,オートラジオグラフィー,자동방사선사진법오토라디오그래피,autoradiografia,auto-radiografia,autoradiografi,放射自显影
881-10-18,antero-posterior projection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-18,إسقاط أمامى خلفى,,antero-posterior projection,proyección anteroposterior,"vue antéropostérieure, f",proiezione antero-posteriore,前後方向撮影,전후방향 투영전후방향 촬영,projekcja przednio-tylna,projecção antero-posterior,AP-projektion,前后位投影
881-10-19,postero-anterior projection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-19,إسقاط خلفى أمامى,,postero-anterior projection,proyección posteroanterior,"vue postéroantérieure, f",proiezione postero-anteriore,後前方向撮影,후전방향 투영후전방향 촬영,projekcja tylno-przednia,projecção postero-anterior,PA-projektion,后前位投影
881-10-20,axial projection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-20,إسقاط محورى,,axial projection,proyección axial,"vue axiale, f",proiezione assiale,軸方向投影法,축방향 투영축방향 촬영,projekcja osiowa,projecção axial,axialprojektion,轴向投影
881-10-21,lateral projection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-21,إسقاط جانبى,,lateral projection,proyección lateral,"vue latérale, f",proiezione laterale,側方向投影法,횡방향 투영횡방향 촬영,projekcja boczna,projecção lateral,sidoprojektion,侧投影
881-10-22,oblique projection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-22,إسقاط مائل,,oblique projection,proyección oblicua,"vue oblique, f",proiezione obliqua,斜投影法,경사 투영경사 촬영,projekcja ukośna,projecção oblíqua,snedprojektion,斜投影
881-10-23,lordotic projection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=881-10-23,إسقاط مقوس,,lordotic projection,proyección lordótica,"projection lordotique, f",proiezione in lordosi,肺尖撮影,척추전만 투영척추앞굽이 촬영,projekcja lordyczna,projecção lordótica,lordotisk projektion,弓背投影
