term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sr,sv,zh
531-15-13,flash-arc,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-15-13,ومضة قوس كهربائى,"Überschlag, m",flash-arcRocky-Point effect,efecto Rocky Pointflash,"flash, meffet Rocky Point, m",effetto Rocky-Point,フラッシュアーク,섬광 아크,zjawisko Rocky-Point,arco relâmpagoefeito Rocky Point,"флеш-ефекат, м јд",blixteffekt,闪弧
531-15-14,S effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-15-14,تأثير الشحنه السطحيه ( لتغيير التيار ),"S-Effekt, m",S effectsurface-charge effect,"efecto ""S""efecto de carga de superficie","effet S, meffet de charge de surface, m",effetto di carica superficiale,S効果,에스 효과S 효과,oddziaływanie ładunków powierzchniowych,efeito Sefeito de carga de superfície,"ефекат површинског наелектрисања, м јд",S-effekt,S效应
531-16-01,electrode voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-01,جهد القطب الكهربائى,"Elektrodenspannung, f",electrode voltage,tensión de electrodo,"tension d'électrode, f",tensione elettrodica,電極電圧,전극 전압,napięcie elektrody,tensão de eléctrodo,"напон електроде, м јд",elektrodspänning,电极电压
531-16-02,supply voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-02,جهد التغذيه,"Speisespannung, f",supply voltage,tensión de alimentación,"tension d'alimentation, f",tensione di alimentazione,供給電圧電源電圧,공급 전압,napięcie zasilające,tensão de alimentação,"напон напајања, м јд",matningsspänning,电源电压
531-16-03,electrode current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-03,تيار قطب كهربائي,"Elektrodenstrom, m",electrode current,corriente de electrodo,"courant d'électrode, m",corrente elettrodica,電極電流,전극 전류,prąd elektrody,corrente de eléctrodo,"струја електроде, ж јд",elektrodström,电极电流
531-16-04,electrode dissipation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-04,تبديد القطب الكهربائي,"Elektrodenverlustleistung, f",electrode dissipation,disipación de electrodo,"dissipation d'électrode, f",dissipazione elettrodica,電極損失,전극 소산전극 손실,moc wydzielana w elektrodzie,dissipação de eléctrodo,"дисипација електроде, ж јд",elektrodförlust(effekt),电极耗散
531-16-05,reverse electrode current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-05,تيار القطب الكهربائي العكسيِ,"Elektrodenstrom in Sperrrichtung, m",reverse electrode currentinverse electrode current (US),corriente inversa de electrodo,"courant inverse d'électrode, m",corrente inversa di elettrodo,電極逆電流,역 전극 전류,prąd (elektrody) wsteczny,corrente inversa de eléctrodo,"инверзна струја електроде, ж јд",backström,反向电极电流
531-16-06,surge current of an electrode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-06,نبضة تيار دفعية لقطب كهربائى,"maximal zulässiger Stromstoß, m",surge current of an electrode,corriente de sobrecarga de un electrodo,"courant de surcharge d'une électrode, m",corrente di sovraccarico di un elettrodo,電極のサージ電流,전극 서지 전류,prąd (elektrody) udarowy,corrente de sobrecarga de um eléctrodo,"ударна струја електроде, ж јд",elektrodströms toppvärde vid stötström hos elektrod,电极的冲击电流
531-16-07,fault current of an electrode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-07,تيار عطل لقطب كهربائي,"Überlastungsstromstoß, m",fault current of an electrode,corriente de defecto de un eIectrodo,"courant de défaut d'une électrode, m",corrente di guasto di un elettrodo,電極の漏電,전극 고장 전류,prąd (elektrody) udarowy anormalny,corrente de defeito de um eléctrodo,"струја електроде у случају квара, ж јд",elektrodström vid fel,电极的故障电流
531-16-08,saturation voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-08,حهد الاشباع  (التشبع),"Sättigungsspannung, f",saturation voltage,tensión de saturación,"tension de saturation, f",tensione di saturazione,飽和電圧,포화 전압,napięcie nasycenia,tensão de saturação,"напон засићења, м јд",mättningsspänning,饱和电压
531-16-09,filament voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-09,حهد الفتيله,"Heizspannung (einer direkt geheizten Kathode), f",filament voltage,tensión de caldeo (cátodo de caldeo directo),tension de chauffage (cathode à chauffage direct) f,tensione di riscaldamento (catodo a riscaldamento diretto),フィラメント電圧,필라멘트 전압백열선 전압,napięcie żarzenia (1),tensão de filamentotensão de aquecimento (cátodo de aquecimento directo),"напон директног грејања, м јд",glödspänning (hos direkt upphettad katod),灯丝电压
531-16-10,filament current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-10,تيارالفتيله,"Heizstrom (einer direkt geheizten Kathode), m",filament current,corriente de caldeo (cátodo de caldeo directo),courant de chauffage (cathode à chauffage direct) m,corrente di riscaldamento (catodo a riscaldamento diretto),フィラメント電流,필라멘트 전류백열선 전류,prąd żarzenia (1),corrente de filamentocorrente de aquecimento (cátodo de aquecimento directo),"струја директног грејања, ж јд",glödström (hos direkt uppbettad katod),灯丝电流
531-16-11,heater voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-11,حهد السخان,"Heizspannung (einer indirekt geheizten Kathode), f",heater voltage,tensión de caldeo (cátodo de caldeo indirecto),tension de chauffage (cathode à chauffage indirect) f,tensione di riscaldamento (catodo a riscaldamento indiretto),ヒータ電圧,가열기 전압,napięcie żarzenia (2),tensão de aquecedortensão de aquecimento (cátodo de aquecimento indirecto),"напон индиректног грејања, м јд",glödspänning (hos indirekt upphettad katod),热丝/子电压
531-16-12,heater current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-12,تيارالسخان,"Heizstrom (einer indirekt geheizten Kathode), m",heater current,corriente de caldeo (cátodo de caldeo indirecto),courant de chauffage (cathode à chauffage indirect) m,corrente di riscaldamento (catodo a riscaldamento indiretto),ヒータ電流,가열기 전류,prąd żarzenia (2),corrente de aquecedorcorrente de aquecimento (cátodo de aquecimento indirecto),"струја грејног влакна, ж јд",glödström (hos indirekt upphettad katod),热丝/子电流
531-16-13,filament or heater starting (surge) current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-13,تيار التشغيل للفتيله او المسخن,"Heizer-Einschaltstrom, mFaden-Einschaltstrom, m",filament or heater starting (surge) current,corriente de caldeo de arranque,"courant de chauffage au démarrage, m",corrente di riscaldamento all'inserzione,フィラメントまたはヒータ起動（サージ）電流フィラメントまたはヒータ起動電流,필라멘트 또는 가열기 기동 서지 전류,prąd żarzenia rozruchowy,corrente de aquecimento no arranque,"почетна струја грејања, ж јдударна струја грејања, ж јд",glödström vid inkoppling,灯丝或热丝/子起始冲击电流
531-16-14,heater-cathode insulation current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-14,تيار عزلِ المهبطِ للسخان,"Heizer-Kathoden-Isolationsstrom, m",heater-cathode insulation currentheater-cathode current,corriente de aislamiento entre filamento y cátodo,"courant d'isolement entre filament et cathode, m",corrente di perdita tra filamento e catodo,ヒータ陰極間絶縁電流,가열기 음극 절연전류,prąd katoda-grzejnik,corrente de isolamento entre filamento e cátodo,"струја између грејног влакна и катоде, ж јд",läckström mellan glödtråd och katod,热丝/子与阴极间的绝缘电流
531-16-15,cathode [anode] current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-15,تيار المهبط ( المصعد ),"Kathodenstrom [Anodenstrom], m",cathode [anode] current,corriente anódicacorriente catódica,"courant cathodique [anodique], m",corrente catodica [anodica],陰極 [陽極] 電流,음극 전류양극 전류,prąd katody [anody],corrente catódicacorrente anódica,"катодна/анодна струја, ж јд",katodström,阴极/阳极电流
531-16-16,grid current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-16,تيار الشبكه,"Gitterstrom, m",grid current,corriente de rejilla,"courant de grille, m",corrente di griglia,格子電流,그리드 전류,prąd siatki,corrente de grelha,"струја решетке, ж јд",gallerström,栅极电流
531-16-17,cut-off voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-17,جهد القطع,"Sperrspannung, fEinsatzspannung, f",cut-off voltage,tensión de bloqueo,"tension de blocage, f",tensione di interdizione,カットオフ電圧,차단 전압,napięcie odcięcia,tensão de bloqueio,"прекидни напон, м јд",strypspänning,截止电压
531-16-18,grid bias voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-18,الجهد الوسطي لتشغيل الشبكة,"Gittervorspannung, f",grid bias voltage,tensión de polarización de rejilla,"tension de polarisation de grille, f",tensione di polarizzazione di griglia,グリッドバイアス電圧,그리드 편이 전압,napięcie polaryzacji siatki (1),tensão de polarização de grelha,"преднапон решетке, м јднапон поларизације решетке, м јд",gallerförspänning,栅偏压
531-16-19,grid input voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-19,جهد دخل الشبكه,"Gitter-Eingangsspannung, f",grid input voltagegrid driving voltage,tensión de ataque de rejilla,"tension d'attaque de grille, f",tensione applicata alla griglia,グリッド入力電圧,그리드 입력 전압,napięcie wejściowe,tensão de ataque de grelha,"побудни напон решетке, м јдулазни напон решетке, м јд",gallerdrivspänninggallerstyrspänning,栅极输入电压
531-16-20,grid input power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-20,قدرة دخل الشبكة,"Gitter-Eingangsleistung, fGitter-Steuerleistung, f",grid input powergrid driving power,potencia de ataque de rejilla,"puissance d'attaque de grille, f",potenza fornita alla griglia,グリッド入力電力,그리드 입력 전력,moc wejściowa (1) moc sterowania (1),potência de ataque de grelha,"побудна снага решетке, ж јдулазна снага решетке, ж јд",gallerdriveffektgallerstyreffekt,栅极输入功率
531-16-21,anode supply power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-21,قدرة تغذية المصعد,"Anodenspeiseleistung, f",anode supply poweranode input power,potencia de alimentación anódica,"puissance d'alimentation anodique, fpuissance appliquée à l'anode, f",potenza di alimentazione anodica,陽極供給電力,양극 공급 전력,moc zasilania anody,potência de alimentação anódicapotência aplicada ao ânodo,"снага напајања аноде, ж јд",inmatad effekttillförd anodeffekt,阳极电源功率
531-16-22,driving power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=531-16-22,قدرة دافعة,"Steuerleistung, fHF-Eingangsleistung, f",driving powerradio-frequency input power,potencia de excitaciónpotencia RF de entrada,"puissance d'excitation, fpuissance d'entrée radiofréquence, f",potenza di eccitazionepotenza di ingresso a radiofrequenza,駆動電力,구동 전력,moc wejściowa (2) moc sterowania (2),potência de excitaçãopotência de entrada de radiofrequência,"побудна снага, ж јдвисокофреквенцијска улазна снага, м јд",driveffektradiofrekvent ineffekt,激励功率
