term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
395-05-08,personal dosimeter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-08,,"Personendosimeter, n",personal dosimeterpersonal dosemeter,"dosímetro individual, m","dosimètre individuel, m",dosimetro individuale,個人線量計,개인 선량계,"dawkomierz indywidualny, m",dosímetro individual,个人剂量计
395-05-09,photoluminescence dosimeter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-09,,"Photolumineszenz-Dosimeter, n",photoluminescence dosimeterphotoluminescence dosemeter,"dosímetro fotoluminiscente, m","dosimètre photoluminescent, m",dosimetro a fotoluminescenza,光ルミネセンス線量計,광발광 선량계광루미네슨스 선량계,"dawkomierz fotoluminescencyjny, m",dosímetro fotoluminescente,光致荧光剂量计
395-05-10,reader for photoluminescence dosimeter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-10,,"Auswertegerät für Photolumineszenz-Dosimeter, n",reader for photoluminescence dosimeterreader for photoluminescence dosemeter,"lector para dosímetro fotoluminiscente, m","lecteur pour dosimètre photoluminescent, m",lettore per dosimetro a fotoluminescenza,光ルミネセンス線量計リーダー,광발광 선량계 판독기,"czytnik dawkomierza fotoluminescencyjnego, m",leitor de dosímetro fotoluminescente,光致荧光剂量计读数器
395-05-11,film dosimeter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-11,,"Filmdosimeter, n",film dosimeterfilm dosemeterfilm badge,"dosímetro de película, m","dosimètre à film, m",dosimetro a pellicola,フィルム線量計,박막 선량계,"dawkomierz fotometryczny, m",dosímetro de filme,胶片剂量计
395-05-12,albedo neutron dosimeter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-12,,"Albedoneutronendosimeter, n",albedo neutron dosimeteralbedo neutron dosemeter,"dosímetro de albedo de neutrones, m","dosimètre à réflexion neutronique, mdosimètre à albédo de neutrons, m",dosimetro ad albedo di neutroni,アルベド中性子線量計,알베도 중성자 선량계,"dawkomierz neutronowy albedo, m",dosímetro de reflexão neutrónicadosímetro de albedo de neutrões,反照中子剂量计
395-05-13,radioactive surface contamination meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-13,,"Oberflächen-Kontaminationsmessgerät, n",radioactive surface contamination meter,"medidor de contaminación radiactiva superficial, m","contaminamètre, mmesureur de contamination de surface radioactive, m",misuratore di contaminazione di superficie radioattiva,放射性表面汚染計,방사능 표면 오염계,"miernik skażenia promieniotwórczego powierzchni, m",medidor de contaminação radioativa superficial,放射性表面污染测量仪
395-05-14,radioactive surface contamination monitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-14,,"Oberflächen-Kontaminationsmonitor, m",radioactive surface contamination monitor,"monitor de contaminación radiactiva superficial, m","moniteur de contamination radioactive, msignaleur de contamination de surface radioactive, m",monitore di contaminazione di superficie radioattiva,放射性表面汚染モニタ,방사능 표면 오염 감시기방사능 표면 오염 모니터,"monitor skażenia promieniotwórczego powierzchni, m",monitor de contaminação radioativa superficial,放射性表面污染监测仪
395-05-15,radiation portal monitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-15,,"Portal-Strahlungsmonitor, m",radiation portal monitor,"pórtico de radiación, m","portique bêta-gamma, m",monitore di radiazione a portale,出入口放射線モニタ,출입구 방사선 감시기출입구 방사선 모니터,"monitor promieniowania,  m",monitor de pórtico beta-gama,出入口辐射监测仪
395-05-16,air sampler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-16,,"Luftprobensammler, m",air sampler,"muestro del aire, m","préleveur d’air, m",dispositivo di prelievo di aria,空気サンプラ,공기 포집기공기 시료 채취기,"urządzenie do pobierania próbek powietrza, n",amostrador de ar,空气取样器
395-05-17,total  alpha energy meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-17,,"Messgerät für die potentielle Alpha-Energie, nMonitor für die potentielle Alpha-Energie, m",total  alpha energy meter total alpha energy meter detectortotal potential alpha energy meter total potential alpha energy meter detector potential alpha energy meter monitor,"detector de la energía alfa total, m","détecteur d'énergie alpha potentielle, mappareil de mesure d'EAP, m",rivelatore di energia alfa (potenziale) totale,全アルファエネルギーメータポテンシャルアルファエネルギーメータ,알파 에너지 총량계,"miernik energii cząstek alfa, m",medidor de energia alfa potencial,α总潜能测量仪
395-05-18,tissue activity detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-18,,"Aktivitätsmessgerät für Gewebe, n",tissue activity detector,"detector de la actividad del tejido, m","activimètre médical, m",rivelatore di attività tessutale,組織内放射能検出器,조직내 방사능 검출기,"lokalizator nuklidów promieniotwórczych w tkance, m",detetor de atividade de tecidos,生物组织放射性活度探测器
395-05-19,whole body counter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-19,,"Ganzkörperzähler, m",whole body counter,"contador de cuerpo entero, m","anthroporadiamètre, mcontaminamètre de l’intégralité du corps humain, m",misuratore di contaminazione per corpo intero,全身計測装置,전신 계수기전신 방사선 측정기,"licznik całego ciała, m",contador de corpo inteiro,全身计数器
395-05-20,radio-bioassay meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-20,,"Aktivitätsmessgerät für Bioassays, n",radio-bioassay meter,"analizador biológico, m","analyseur biologique, m",analizzatore biologico,ラジオバイオアッセイ計,방사 생물학 측정기,"miernik promieniotwórczości próbek biologicznych, m",medidor de radioatividade de análise biológica,放射性生物测量仪
395-05-21,criticality accident monitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-21,,"Kritikalitätsmonitor, m",criticality accident monitor,"monitor de riesgo de accidente de criticidad, m","moniteur de risque d’accident de criticité, m",monitore di incidente di criticità,臨界事故モニタ,임계 사고 감시기임계 사고 모니터,"monitor awarii krytycznej, m",monitor de acidente de criticidade,临界事故监测仪
395-05-22,accident monitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-22,,"Störfallmonitor, m",accident monitor,"monitor de accidente, m","moniteur d’accident, m",monitore di incidente,事故時モニタ,사고 감시기사고 모니터,"monitor awarii, m",monitor de acidente,事故监测仪
395-05-23,noble gas effluent monitor for accident conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-23,,"Störfallmonitor für Edelgasableitungen, m",noble gas effluent monitor for accident conditions,"monitor de gases nobles en situaciones accidentales, m","moniteur de gaz rares dans les effluents gazeux dans des situations accidentelles, m",monitore di emissioni di effluenti di gas nobili in situazione di incidente,事故時用希ガスモニタ,사고시용 영족 기체 유출 감시기사고시용 불활성 기체 유출 모니터,"monitor uwalnianych promieniotwórczych gazów szlachetnych,  m",monitor de gases raros em efluentes em condições de acidente,事故惰性气体排出流监测仪
395-05-24,activity median aerodynamic diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-24,,"aktivitätsbezogener mittlerer aerodynamischer Durchmesser, mAMAD, m",activity median aerodynamic diameterAMAD,"mediana de la actividad de un diámetro aerodinámico, f","diamètre aérodynamique médian en activité, mAMAD, m",mediana del diametro aerodinamico di attivitàAMAD,空気力学的放射能中央径,공기 역학적 방사능 중앙 직경,"mediana efektywnej średnicy aerodynamicznej cząstki, fAMAD,",diâmetro aerodinâmico médio em atividade,活度中值空气动力学直径AMAD
395-05-25,annual limits on intake,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-25,,"jährliche Aufnahmegrenze, fALI, f",annual limits on intake ALI,"límite anual de incorporación,, mLAI, m","limite annuelle d’incorporation, fLAI, f",limiti annuali di assunzioneALI,年摂取限度,연간 섭취 한도,"wniknięcie roczne graniczne, nALI,",limite anual de incorporação,年摄入量限值ALI
395-05-26,bioassay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-26,,"Bioassay, m",bioassay,"ensayo biológico, m","dosage biologique, m",dosaggio biologico,バイオアッセイ,생물학적 검정생물 검정,"test radiobiologiczny, mradiobiotest, m",bioensaio,生物测定
395-05-27,breathing zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-27,,"Atembereich, m",breathing zone,"zona de respiración, f","zone de respiration, f",zona di respirazione,呼吸域,호흡 대역,"strefa oddychania, f",zona de respiração,呼吸区
395-05-28,derived air concentration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-28,,"abgeleitete Konzentration in Luft, fDAC, f",derived air concentration DAC,"límete derivado de concentración en aire, m","limite dérivée de concentration dans l'air, fLDCA , f",limite derivato di concentrazione in ariaDAC,誘導空気中濃度,유도 공기 농도,"stężenie pochodne w powietrzu, nDAC,",concentração derivada do ar,导出空气浓度DAC
395-05-29,mass median aerodynamic diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-29,,"massenbezogener medianer aerodynamischer Durchmesser, mMMAD, m",mass median aerodynamic diameterMMAD,"diámetro aerodinámico másico medio, m","diamètre aérodynamique moyen en masse, mMMAD, m",mediana del diametro aerodinamico di massaMMAD,空気力学的質量中央径,공기 역학적 질량 평균 직경,"mediana masowa średnicy aerodynamicznej, fMMAD,",diâmetro aerodinâmico médio em massa,质量中值空气动力学直径MMAD
395-05-30,"respirable, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-30,,"lungengängig, Adjektiv","respirable, adj","inhalable, adj","inhalable, adj","respirabile, agg","吸込易い, 形容詞","호흡 가능한, 형용사","wdychana,  adjrespirabilna,  adj","respirável, adj",可吸入的
395-05-31,source efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-31,,"Quellenausbeute, fWirkungsgrad eines Strahlers, m",source efficiency,"eficiencia de una fuente, f","efficacité d’une source, f",rendimento di una sorgente,線源効率,방사원 효율,"wydajność źródła, f",eficiência de uma fonterendimento de uma fonte,源效率
395-05-32,high efficiency particulate air filters,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-32,,"Schwebstoff-Filter, mHEPA-Filter, m",high efficiency particulate air filtersHEPA filters,"filtros de alta eficiencia para las partículas del aire, m plfiltros HEPA, m","filtres à haute efficacité pour les particules de l'air, m plfiltres HEPA, m pl",filtri ad alto rendimento per particolato in atmosferafiltri HEPA,HEPAフィルタ,헤파 필터고효율 미립자 제거 필터,"filtr powietrza wysokowydajny, mHEPA,",filtros de ar de alta eficiência para partículasfiltros HEPA,高效微粒空气过滤器
395-05-33,blank count rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-33,,"Nullzählrate, f",blank count rate,"tasa oscura de cuentas, f","taux de comptage des témoins, m",rateo di conteggio del campione di radiazione di fondo,空試料計数率,백지 계수율,"szybkość zliczeń ślepej próby, fbieg własny detektora, m",taxa de contagem em branco,空白计数率
395-05-34,sampling assembly,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-34,,"Probenahmesystem, n",sampling assembly,"conjunto de muestreo, m","ensemble de prélèvement, m",assieme di campionamento,サンプリング機器,표본 장치,"zestaw do pobierania próbek, m",conjunto de amostragem,取样装置
395-05-35,reference level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-35,,"Schutzaktionsniveau, n",reference levelprotective action level,"nivel de referencia, m","niveau de référence, m",livello di riferimento,参考レベル,기준 레벨,"poziom odniesienia, m",nível de referência,参考水平防护行动水平
395-05-36,biological shield,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-36,,"biologischer Schild, m",biological shield,"blindaje biológico, m","bouclier biologique, mécran biologique, m",schermo biologico,生体遮蔽,생체 차폐,"osłona biologiczna, f",blindagem biológica,生物屏蔽
395-05-37,streaming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-37,,"Strahlungsleck, nKanaleffekt, m",streaming,"efecto de canal, m","effet de canal, m",effetto di canalizzazione,ストリーミング,스트리밍,"efekt kanałowy, m",efeito de canal,漏束
395-05-38,skyshine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-38,,"Luftstreustrahlung, f",skyshine,"efecto cielo, m","effet de ciel, m",effetto cielo,スカイシャイン,창공 산란스카이샤인,"promieniowanie rozpraszane w powietrzu, n",efeito de céu,天空散射
395-05-39,radioactive cloud,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-39,,"radioaktive Wolke, f",radioactive cloud,"nube radiactiva, f","nuage radioactif, m",nube radioattiva,放射能雲,방사능 운방사능 구름,"chmura radioaktywna, f",nuvem radioativa,放射性烟云
395-05-40,recording level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-40,,"Beurkundungsniveau, n",recording level,"nivel de registro, m","niveau d'enregistrement, m",livello di registrazione,記録レベル,기록 레벨,"poziom rejestracji, m",nível de gravação,记录水平
395-05-41,dose equivalent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-41,,"Äquivalentdosis, f",dose equivalent,"dosis equivalente, m","équivalent de dose, m",equivalente di dose,線量当量,선량당량,"równoważnik dawki, m",equivalente de dose,剂量当量
395-05-42,effective dose equivalent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-42,,"effektive Dosis, f",effective dose equivalent,"dosis equivalente efectiva, m","équivalent de dose effectif, m",equivalente di dose effettiva,実効線量当量,유효 선량당량실효 선량당량,"efektywny równoważnik dawki, m",equivalente de dose efetivo,有效剂量当量
395-05-43,ambient dose equivalent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-43,,"Umgebungs-Äquivalentdosis, f",ambient dose equivalent,"dosis equivalente ambiental, m","équivalent de dose ambiant, m",equivalente di dose ambientale,周辺線量当量,주위 선량당량,"przestrzenny równoważnik dawki, m",equivalente de dose ambiente,周围剂量当量
395-05-44,personal dose equivalent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-44,,"Personendosis, f",personal dose equivalent,"dosis equivalente individual, m","équivalent de dose individuel, m",equivalente di dose personale,個人線量当量,개인 선량당량,"indywidualny równoważnik dawki, m",equivalente de dose individual,个人剂量当量
395-05-45,surface emission rate response,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-05-45,,"Oberflächenemissionsraten-Ansprechvermögen, n",surface emission rate response,"tasa de respuesta de emisión superficial, f","réponse du taux d’émission de surface, f",risposta del tasso di emissione superficiale,面放出率応答,표면 방사율 응답,"wydajność detekcji emisji powierzchniowej, f",resposta à taxa de emissão superficial,表面发射率响应
395-06-01,radiation accident,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-01,,"Strahlenunfall, m",radiation accident,accidente de radiación,"accident dû aux rayonnements, m",incidente radioattivo,放射線事故,방사선 사고,"wypadek radiacyjny, m",acidente devido à radiação,辐射事故
395-06-02,external exposure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-02,,"äußere Strahlenexposition, f",external exposure,"exposición externa, f","exposition externe, f",esposizione esterna,外部被ばく,체외 피폭외부 피폭,"napromienianie zewnętrzne, nnarażenie zewnętrzne, n",exposição externa,外照射
395-06-03,internal exposure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-03,,"innere Strahlenexposition, f",internal exposure,"exposición interna, f","exposition interne, f",esposizione interna,内部被ばく,내부 피폭체내 피폭,"napromienianie wewnętrzne, nnarażenie wewnętrzne, n",exposição interna,内照射
395-06-04,whole body exposure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-04,,"Ganzkörperexposition, f",whole body exposure,"exposición del cuerpo entero, f","exposition globale, fexposition corps entier, f",esposizione globale del corpo,全身被ばく,전신 피폭,"napromienianie całego ciała, nnarażenie całego ciała, n",exposição globalexposição de corpo inteiro,全身照射
395-06-05,partial body exposure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-05,,"Teilkörperexposition, <Verwandter Begriff: 395-06-06> f",partial body exposure,"exposición parcial del cuerpo, f","exposition corps partiel, f",esposizione parziale del corpo,部分被ばく,부분 피폭,"napromienianie części ciała, nnarażenie części ciała, n",exposição parcial do corpo,非全身照射
395-06-06,local body exposure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-06,,"lokale Strahlenexposition, fTeilkörperexposition,  f",local body exposure,"exposición local del cuerpo, f","exposition corps local, f",esposizione locale del corpo,局所被ばく,국부 피폭,"napromienianie miejscowe organizmu, nnarażenie miejscowe organizmu, n",exposição local do corpo,局部照射
395-06-07,public exposure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-07,,"Strahlenexposition der Bevölkerung, f",public exposure,"exposición al público, f","exposition du public, f",esposizione pubblica,公衆被ばく,공중 피폭대중 피폭,"napromienianie ludności, nnarażenie ludności, n",exposição do público,公众照射
395-06-08,collective dose,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-08,,"Kollektivdosis, f",collective dose,"dosis colectiva, f","dose collective, f",dose collettiva,集団線量,집단 선량,"dawka kolektywna, fdawka zbiorowa, f",dose coletiva,集体剂量
395-06-09,radiation protection guide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-09,,"Strahlenschutzrichtlinien, f pl",radiation protection guideRPG,"guía de protección radiológica, f","guide de radioprotection, mGRP, m",guida di radioprotezioneRPG,放射線防護ガイド,방사선 보호 기준,"wytyczne ochrony radiologicznej, f plRPG,",guia de radioproteção,辐射防护指南RPG
395-06-10,"protective action, <in radiation protection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-10,,"Schutzaktion,  f","protective action, <in radiation protection>","acción de protección,  f","action de protection, <en radioprotection> f","azione protettiva,","防護措置, ＜放射線防護上の＞","방호 조치, <방사선 보호>방호 행동, <방사선 보호>","działanie zabezpieczające,  n","acção de proteção,","防护行动, <辐射防护>"
395-06-11,radiation protection survey,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-11,,"Strahlenschutzüberprüfung, f",radiation protection survey,"inspección de la protección radiológica, f","inspection de la protection radiologique, f",esame della radioprotezione,放射線防護サーベイ,방사선 방호 조사,"przegląd ochrony przed promieniowaniem, m",inspecção da proteção radiológica,辐射防护调查
395-06-12,controlled area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-12,,"Kontrollbereich, m",controlled area,"zona controlada, f","zone contrôlée, f",area controllata,管理区域,제어 영역관리 구역,"teren kontrolowany, m",zona controlada,控制区
395-06-13,emergency plan,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-13,,"Notfallplan, m",emergency plan,"plan de emergencia, f","plan d’urgence, m",piano di emergenza,緊急時対策,비상 계획,"plan awaryjny, mplan działania w sytuacjach wyjątkowych, m",plano de emergência,应急计划
395-06-14,tissue weighting factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-06-14,,"Gewebe-Wichtungsfaktor, m",tissue weighting factor,"factor de ponderacíón de tejido, m f","facteur de pondération tissulaire, m",fattore di ponderazione del tessuto,組織荷重係数,조직 가중 계수,"czynnik obciążenia tkanki, m",fator de ponderação dos tecidos orgânicos,组织权重因数
395-07-01,"lethargy, <of a neutron>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-01,,"Lethargie,  f","lethargy, <of a neutron>","letargia,  f","léthargie, <d’un neutron> f","letargia,","レサジー, ＜中性子の＞","레서지, <중성자>","letarg,  m","letargia,","对数能降, <中子>"
395-07-02,average logarithmic energy decrement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-02,,"mittleres logarithmisches Energiedekrement, n",average logarithmic energy decrement,"pérdida media logarítmia de la energía, f","décrément logarithmique moyen de l’énergie, m",decremento logaritmico medio di energia,平均エネルギー対数減少,평균 대수 에너지 감소,"dekrement logarytmiczny energii średni, m",decremento logarítmico médio da energia,平均对数能降
395-07-03,"divergence, <for a nuclear chain reaction>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-03,,"Divergenz,  f","divergence, <for a nuclear chain reaction>","divergencia,","divergence, <pour une réaction nucléaire en chaîne> f","divergenza,","発散, ＜連鎖核反応の＞","발산, <원자핵 연쇄 반응>","rozbieg,  m","divergência,","发散, <链式核反应>"
395-07-04,reactor time constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-04,,"Reaktorzeitkonstante, fABGELEHNT: Reaktorperiode, f",reactor time constantreactor period,"constante de tiempo de un reactor nuclear, fperiodo de un reactor nuclear, m","constante de temps d’un réacteur nucléaire, fpériode d’un réacteur nucléaire, f",costante di tempo di un reattore nucleareperiodo di un reattore nucleare,原子炉時定数,원자로 시정수,"stała czasowa reaktora, fokres reaktora, m",constante de tempo de um reator nuclearDESACONSELHADO: período de um reator nuclear,反应堆时间常数反应堆周期
395-07-05,criticality,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-05,,"Kritikalität, f",criticality,"criticidad, f","criticité, f",criticità,臨界条件,임계성,"krytyczność, f",criticidade,临界
395-07-06,subcritical multiplication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-06,,"unterkritische Neutronenmultiplikation, funterkritische Multiplikation, f",subcritical multiplication,"multiplicación subcrítica, f","multiplication sous-critique, f",moltiplicazione sottocrittica,未臨界増倍,미임계 증배,"mnożenie w stanie podkrytycznym,  n",multiplicação subcrítica,次临界增殖
395-07-07,reactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-07,,"Reaktivität, f",reactivity,"reactividad, f","réactivité, f",reattività,反応度,반응도,"reaktywność, f",reatividade,反应性
395-07-08,effective multiplication factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-08,,"effektiver Multiplikationsfaktor, m",effective multiplication factor,"factor de multiplicación efectiva, m","facteur de multiplication effectif, m",fattore di moltiplicazione effettivo,実効増倍率,유효 증배율유효 증배계수,"czynnik mnożenia efektywny, mmnożnik efektywny, m",fator de multiplicação efetivo,有效增殖因数
395-07-09,negative reactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-09,,"negative Reaktivität, f",negative reactivity,"reactividad negativa, f","antiréactivité, f",reattività negativa,負の反応度,부 반응도,"reaktywność ujemna, f",reatividade negativa,负反应性
395-07-10,reactivity temperature coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-10,,"Temperaturkoeffizient der Reaktivität, m",reactivity temperature coefficient,"coeficiente de temperatura de reactividad, m","coefficient de température de la réactivité, m",coefficiente di temperatura della reattività,反応度温度係数,반응도 온도계수,"współczynnik temperaturowy reaktywności, m",coeficiente de temperatura de reatividade,反应性温度系数
395-07-11,nuclear poison,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-11,,"Neutronengift, nReaktorgift, n",nuclear poison neutronic poison,"veneno nuclear, mveneno neutrónico, m","poison nucléaire, m poison neutronique, m",veleno nucleare,ポイズン,원자핵 독물중성자 독물,"trucizna reaktorowa, f",veneno nuclear,核毒物中子毒物
395-07-12,burnable poison,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-12,,"abbrennbares Neutronengift, nabbrennbares Reaktorgift, n",burnable poison,"veneno consumible, m","poison consommable, m",veleno nucleare bruciabile,可燃ポイズン,가연성 독물소멸성 독물질,"trucizna wypalająca się, f",veneno consumível,可燃毒物
395-07-13,control rod,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-13,,"Stellstab, m",control rod,"barra de control, f","barre de commande, f",barra di controllo,制御棒,제어봉,"pręt sterujący, m",barra de controlo,控制棒
395-07-14,moderator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-14,,"Moderator, m",moderator,"moderador, m","modérateur, m",moderatore,減速材,감속재모더레이터,"moderator, m",moderador,慢化剂
395-07-15,reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-15,,"Reflektor, m",reflector,"reflector, m","réflecteur, m",riflettore,反射体,반사체반사재,"reflektor, m",refletor,反射层
395-07-16,neutron converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-16,,"Neutronenkonverter, m",neutron converter,"convertidor neutrónico, m","convertisseur de neutrons, m",convertitore di neutroni,中性子コンバータ,중성자 변환기,"konwerter strumienia neutronów, m",conversor de neutrões,中子转换器
395-07-17,"self-regulation, <of a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-17,,"Selbstregelung, finhärente Regelung,  f","self-regulation, <of a nuclear reactor>","autoregulación,  f","autorégulation, <d’un réacteur nucléaire> f","autoregolazione,","自己制御性, ＜原子炉の＞","자체 제어성, <원자로>","samoregulacja,  f","auto-regulação,","自调节, <核反应堆>"
395-07-18,shimming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-18,,"Grobregelung, fTrimmen, n",shimming,"compensación, f","compensation, f",compensazione,シミング,시밍보정,"kompensacja, f",compensação,补偿
395-07-19,scram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-19,,"Reaktorschnellabschaltung, f",scramsafety shutdown,"parada de seguridad, f","arrêt d’urgence, m",arresto di emergenza,スクラム,긴급 정지스크램,"wyłączenie awaryjne reaktora, n",paragem de urgência,紧急停堆
395-07-20,source range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-20,,"Anfahrbereich mit Quelle, m",source range,"rango de fuente, m","domaine des sources, m",intervallo della sorgente,中性子源領域,중성자원 영역,"zakres źródła, m",gama de fonte,源区段
395-07-21,counter range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-21,,"Anfahrbereich mit Impulszähler, m",counter range,"rango de cuentas, m","domaine de comptage, m",intervallo di conteggio,計数領域,계수기 영역,"zakres licznikowy, m",gama de contagem,计数管区段
395-07-22,power range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-22,,"Leistungsbereich, m",power range,"rango de potencia, m","domaine de puissance, m",intervallo di potenza,出力領域,출력 영역,"zakres mocy, m",gama de potência,功率区段
395-07-23,time constant range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-23,,"Zeitkonstantenbereich, mPeriodenbereich, m",time constant range,"rango de constante de tiempo, m","domaine de divergence, m",intervallo della costante di tempo,時定数領域,시상수 영역시정수 영역,"zakres stałej czasowej, m",gama de divergência,时间常数区段
395-07-24,"radiation leakage, <in a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-24,,"Strahlungsleckage,  f","radiation leakage, <in a nuclear reactor>","fuga de radiación,","fuite de rayonnement, <pour un réacteur nucléaire> f","fuga di radiazioni,","放射線もれ, ＜原子炉からの＞","방사선 누설, <원자로>","ucieczka promieniowania,  f","fuga de radiação,","辐射泄漏, <核反应堆>"
395-07-25,mixed oxide fuel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-25,,"Mischoxidbrennstoff, mMOX, m",mixed oxide fuelMOX,"combustible óxido mixto, mMOX, M","combustible oxyde mixte, mMOX, m",miscela combustibile di uranio e plutonioMOX,MOX燃料,혼합 산화물 핵연료,"paliwo mieszaniny tlenków, nMOX,",combustível óxido misto,混合氧化物燃料MOX
395-07-26,hot shutdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-26,,"Heißabschaltung, fKurzzeitabschaltung, f",hot shutdown,"parada caliente, f","arrêt chaud, m",spegnimento a caldo,温態停止,온태 정지,"odstawienie gorące, n",paragem quente,热停堆
395-07-27,safe shutdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-27,,"sichere Anschaltung, f",safe shutdown,"parada segura, f","arrêt sûr, m",spegnimento in sicurezza,安全停止,안전 정지,"odstawienie bezpieczne, n",paragem segura,安全停堆
395-07-28,cold shutdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-28,,"Kaltabschaltung, fLangzeitabschaltung, f",cold shutdown,"parada fría, f","arrêt froid, m",spegnimento a freddo,冷温停止,냉온 정지,"odstawienie zimne, n",paragem fria,冷停堆
