term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
712-03-18,multi-beam antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-18,هوائي متعدد الحزم,"Mehrstrahlantenne, f",multi-beam antennamulti-pattern antenna,antena multidiagramaantena multihaz,monikeila-antenni,"antenne multidiagramme, fantenne multifaisceau, f",antenna multifascio,マルチビームアンテナ,복수 빔 안테나복수 유형 안테나,antena wielowiązkowa antena o wielu charakterystykach promieniowania,antena multifeixeantena multidiagrama,večsnopovna antena,flerlobsantenn,多波束天线
712-03-19,steerable-beam antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-19,هوائي ذو حزمة شعاعية قابلة للتوجيه,"Antenne mit schwenkbarer Strahlungskeule, f",steerable-beam antenna,antena de haz orientable,ohjattavakeilainen antenni,"antenne à faisceau orientable, f",antenna a fascio orientabile,ステアラブルビームアンテナ,조종가능 빔 안테나가변 빔 안테나,antena z wiązką sterowaną,antena de feixe orientável,antena z usmerljivim snopom,antenn med styrbar lob,方向可控波束天线
712-03-20,phased array antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-20,هوائي صفي طوري,"phasengesteuerte Gruppenantenne, f",phased array antenna,conjunto de antena en fase,vaiheohjauksinen antenni,"(antenne en) réseau à commande de phase, m",schiera a scansione di fase,位相アレイアンテナ,위상 배열 안테나,układ antenowy fazowany,agregado (de antenas) com comando de fase,fazno krmiljen antenski niz,fasstyrd gruppantenn,相控阵天线
712-03-21,scanning antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-21,هوائى ماسح,"Suchantenne, f",scanning antenna,antena de barrido,keilaava antenni,"antenne à balayage, f",antenna a scansione,走査アンテナ,주사 안테나,antena przeszukująca,antena de varrimento,skenirna antena,avsökande antenn,扫描天线
712-03-22,multimode antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-22,هوائي متعدد الأنماط,"Mehrmodenantenne, fMultimodenantenne, f",multimode antenna,antena multimodo,moniaaltomuotoantenni,"antenne multimode, fantenne multimodale, f",antenna multimodale,マルチモードアンテナ,다중 모드 안테나,antena wielomodowa,antena multimodo,večrodovna antena,flermodsantenn,多模天线
712-03-23,anti-jamming array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-23,مصفوفة مضادة للتشويش,"störungsausblendende Gruppenantenne, f",anti-jamming array,antena antiruidoconjunto antijamming,häirinnänestoantenni,"antenne antibrouillage, f",schiera antidisturbo,妨害電波対抗アレイ,대전파 방해 배열반전파 방해 배열,antena przeciwzakłóceniowa,antena anti-perturbação,protimotenjski niz,störningsreducerande antenn,抗干扰阵
712-03-24,reversible antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-24,هوائى قابل للعكس,"Antenne mit umkehrbarer Keule, f",reversible antenna,antena reversible,vastakkaissuunta-antenni,"antenne réversible, f",antenna reversibile,リバーシブルアンテナ,가역 안테나,antena odwracalna,antena reversível,reverzibilna antena,lobvändbar antenn,可逆天线
712-03-25,split antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-25,هوائي  مشطور,"Doppelantenne, f",split antenna,antena desdobladaantena partida,puolitettava antenni,"antenne dédoublable, f",antenna sdoppiabile,スプリットアンテナ,분할 안테나,antena rozdzielna antena dwudzielna,antena desdobrada,podvojena antena,uppdelad antenn,对分天线
712-03-26,slewing (array) antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-26,هوائى (مصفوفة) إلتفافية,"Planargruppenantenne mit ausgelenktem Strahl, f",slewing (array) antenna,antena de haz desviado,vinosuuntauksinen antenniryhmä,"antenne à tir dévié, fantenne à rayonnement dévié, f",antenna a fascio deviato,旋回アンテナ,선회 배열 안테나슬루윙 배열 안테나돌림 배열 안테나,zestaw antenowy z odchylanym listkiem zestaw z odchylanym listkiem,antena de feixe desviado,antena z odklonjenim sevanjem,,回转阵天线
712-03-27,broadband antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-27,هوائى عريض النطاق,"Breitbandantenne, fPlanargruppenantenne mit ausgelenktem Strahl, f",broadband antennawide-band antenna,antena de banda ancha,laajakaista-antenni,"antenne à large bande, f",antenna a banda larga,広帯域アンテナ,광대역 안테나,antena szerokopasmowa,antena de banda largaantena de faixa larga,širokopasovna antena,bredbandsantenn,宽带天线
712-03-28,frequency independent antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-28,هوائى مستقل التردد,"frequenzunabhängige Antenne, f",frequency independent antenna,antena aperiódicaantena independiente de la frecuencia,taajuudesta riippumaton antenni,"antenne indépendante de la fréquence, fantenne apériodique, f",antenna indipendente dalla frequenza,周波数独立アンテナ,주파수 독립 안테나,antena aperiodyczna,antena independente da frequência,frekvenčno neodvisna antena,frekvensoberoende antenn,与频率无关的天线
712-03-29,active antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-29,هوائي نشط,"aktive Antenne, f",active antenna,antena activa,aktiiviantenni,"antenne active, f",antenna attiva,能動アンテナ,능동 안테나,antena aktywna,antena activa,aktivna antena,aktiv antenn,有源天线
712-03-30,signal processing antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-30,هوائى معالجة الإشارة,"signalverarbeitende Antenne, f",signal processing antenna,antena con procesamiento de señal,signaalia käsittelevä antenni,"antenne à traitement de signal, f",antenna con trattamento di segnale,信号処理アンテナ,신호 처리 안테나,antena przetwarzająca sygnał,antena de processamento de sinal,antena z obdelavo signala,signalbehandlande antenn,信号处理天线
712-03-31,adaptive antenna system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-31,نظام الهوائي المتكيف,"adaptives Antennensystem, n",adaptive antenna system,sistema de antenas adaptativas,mukautuva antennimukautuva antennijärjestelmä,"antenne adaptative, f",antenna adattativa,適応アンテナシステム,적응성 안테나 시스템,zestaw antenowy przystosowany,sistema de antena adaptativo,adaptivni antenski sistem,adaptiv antenn,自适应天线系统
712-03-32,low noise antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-32,هوائي منخفض الضجيج,"rauscharme Antenne, f",low noise antennalow temperature antenna,antena de baja temperaturaantena de bajo ruido,pienikohinainen antenni,"antenne à faible (température de) bruit, fantenne froide, f",antenna a basso rumore,雑音アンテナ,저잡음 안테나저온 안테나,antena małoszumowa,antena de baixo ruídoantena de baixa temperatura,nizkošumna antena,lågbrusantenn,低噪声天线低温度天线
712-03-33,surface-wave antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-33,هوائى موجة سطحية,"Oberflächenwellenantenne, f",surface-wave antenna,antena de onda superficial,pinta-aaltoantenni,"antenne à onde de surface, f",antenna a onda superficiale,表面波アンテナ,표면파 안테나,antena o fali powierzchniowej,antena de onda de superfície,antena na površinski val,ytvågsantenn,表面波天线
712-03-34,leaky-wave antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-34,هوائى موجة متسربة,"Leckwellenantenne, f",leaky-wave antenna,antena de pérdida de onda,vuotoaaltoantenni,"antenne à onde de fuite, f",antenna a onda leaky,漏洩波アンテナ,누설파 안테나,antena z falą wyciekającą,antena de onda de fuga,antena na uhajavi val,läckvågsantenn,漏波天线
712-03-35,multiple band antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-35,هوائى متعدد النطاقات,"Mehrbereichsantenne, fMehrbandantenne, f",multiple band antenna,antena de banda múltipleantena multibanda,monikaista-antenni,"antenne multibande, f",antenna multibanda,多帯域アンテナ,다중 대역 안테나,antena wielozakresowa,antena multibanda,večpasovna antena,flerbandsantenn,多频带天线
712-03-36,symmetrical antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-36,هوائى متماثل,"symmetrische Antenne, f",symmetrical antenna,antena simétrica,symmetrinen antenni,"antenne symétrique, f",antenna simmetrica,対称アンテナ,대칭 안테나,antena symetryczna,antena simétrica,simetrična antena,symmetrisk antenn,对称天线
712-03-37,balanced antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-37,هوائى متوازن,"Antenne mit direkter Koaxialspeisung, f",balanced antenna,antena balanceada,symmetroitu antenni,"antenne (à alimentation) autosymétrisée, f",antenna bilanciata,均衡アンテナ,평형 안테나,antena zrównoważona,antena equilibrada,uravnotežena antena,balanserad antenn,平衡天线
712-03-38,standing wave antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-38,هوائي الموجة الثابتة,"Stehwellenantenne, f",standing wave antenna,antena de ondas estacionarias,seisovan aallon antenni,"antenne à onde stationnaire, f",antenna a onda stazionaria,定在波アンテナ,정재파 안테나,antena z falą stojącą,antena de onda estacionária,antena na stojni val,ståendevågsantenn,驻波天线
712-03-39,travelling wave antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-03-39,هوائي الموجة المرتحلة,"Wanderwellenantenne, f",travelling wave antenna,antena de onda progresiva,kulkuaaltoantenni,"antenne à onde progressive, f",antenna a onda progressiva,進行波アンテナ,진행파 안테나,antena z falą bieżącą,antena de onda progressiva,antena na potujoči val,vandringsvågsantenn,行波天线
712-04-01,driven element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-01,عنصر مقاد,"gespeistes Element, n",driven elementfed element,elemento alimentadoelemento excitado,primaarisäteilijä,"élément alimenté, mélément actif (terme déconseillé dans ce sens) m",elemento alimentato,励振素子,여진 소자급전 소자,element antenowy zasilanyelement zasilanyelement antenowy czynnyelement czynny,elemento alimentado,napajani elementvzbujani element,matat elementprimärstrålare,受激单元馈电单元
712-04-02,parasitic element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-02,عنصر طُفيلي,"parasitäres Element, nnichtgespeistes Element, n",parasitic elementnon-driven element,elemento no excitadoelemento parásito,sekundaarisäteilijä,"élément non alimenté, mélément passif (terme déconseillé dans ce sens) m",elemento parassita,非励振素子,기생 소자비여진 소자,element antenowy niezasilany element niezasilanyelement antenowy biernyelement bierny,elemento não alimentado,parazitni elementnevzbujani element,parasitelementsekundärstrålare,寄生单元非受激单元
712-04-03,reflector (element) (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-03,عنصر عاكس (للهوائى),"Reflektorelement, <einer Antenne> nReflektor, <einer Antenne> m",reflector (element) (of an antenna),elemento reflector (de una antena),heijastin,"(élément) réflecteur, m",(elemento) riflettore,反射素子,"반사기 소자, <안테나>",reflektor anteny reflektor,elemento reflector,reflektor (element antene)antenski reflektor,reflektor,"反射器单元, <天线的>"
712-04-04,director element (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-04,عنصر موجه (للهوائي),"Direktorelement, <einer Antenne> n",director element (of an antenna),elemento director (de una antena),suuntain,"(élément) directeur, m",(elemento) direttore,導波器素子,"도파기 소자, <안테나>",direktor anteny direktor,elemento director,direktor element anteneantenski direktor,direktor,"引向器单元, <天线的>"
712-04-05,multi-wire element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-05,عنصر متعدد الأسلاك,"Mehrdrahtelement, nMehrleiterelement, n",multi-wire elementmulti-conductor element,elemento multiconductorelemento multifilar,monijohdinelementti,"élément multifilaire, m",elemento multifilare,マルチワイヤ素子,다선 소자다심 소자,element wielodrutowy element wieloprzewodnikowy,elemento multifilar,večžični elementvečvodniški element,flertrådselement,多导线单元
712-04-06,equivalent radius (of a conductor or a multi-wire element),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-06,نصف قطر مكافئ (لموصل أو عنصر متعدد السلك),"äquivalenter Radius, <eines Leiters in einem Mehrdrahtelement> m",equivalent radius (of a conductor or a multi-wire element),radio equivalente (de un conductor o un elemento multiconductor),ekvivalenttinen säde,rayon équivalent (d'un conducteur ou d'un élément multifilaire) m,raggio equivalente,相当半径,"등가 반경, <도체 또는 다선 소자>",promień zastępczy (przewodu lub elementu wieloprzewodowego),raio equivalente (de um condutor ou de um elemento multifilar),ekvivalentni polmer vodnika ali večžičnega elementa,ekvivalent radie,"等效半径, <导体的或多线单元的>"
712-04-07,cage antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-07,هوائي قفصي الشكل,"Käfigantenne, fReusenantenne, f",cage antenna,antena jaula,rysäantenni,"(élément en) cage, f",antenna a gabbia,かご形アンテナ,농형 안테나케이지 안테나,antena klatkowa,antena em gaiola,kletkasta antena,burantenn,笼形天线
712-04-08,quarter-wave sleeve element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-08,عنصر كمى ربع موجى,"Viertelwellen-Topfelement, n",quarter-wave sleeve element,elemento manguito de cuarto de onda,neljännesaallon vaippaelementti,"jupe, fmanchon, m",elemento a manicotto in quarto d'ondaelemento a cannocchiale in quarto d'onda,4分の1波長スリーブ素子,사분의 일 파장 슬리브 소자,element ćwierćfalowy rękawowy,manga de quarto de onda,četrtvalovni cevasti element,kvartvågs ärmelement,1/4波长套筒单元
712-04-09,symmetrical radiating element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-09,عنصر إشعاع  متماثلِ,"symmetrisches Strahlerelement, n",symmetrical radiating element,elemento radiante simétrico,symmetrinen syöttöelementti,"élément rayonnant symétrique, m",elemento irradiante simmetrico,対称放射素子,대칭 방사 소자,element promieniujący symetryczny,elemento radiante simétrico,simetrični sevalni element,symmetrisk strålare,对称辐射单元
712-04-10,antenna current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-10,تيار الهوائى,"Antennenstrom, m",antenna current,corriente de antena,antennivirta,"courant d'antenne, m",corrente d'antenna,アンテナ電流,안테나 전류,prąd anteny,corrente de antena,antenski tok,antennström,天线电流
712-04-11,sinusoidal distribution (of a current in an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-11,توزيع جيبى (للتيار فى الهوائى),"sinusförmige Verteilung, <eines Stroms in einer Antenne> f",sinusoidal distribution (of a current in an antenna),distribución senoidal (de una corriente en una antena),sinimuotoinen virtajakauma,répartition sinusoïdale (du courant sur une antenne) f,distribuzione sinusoidale,正弦波分布,"정현파 분포, <안테나 전류>",rozkład sinusoidalny (prądu anteny),distribuição sinusoidal (de uma corrente numa antena),sinusna porazdelitev toka na anteni,sinusformad strömfördelning,"正弦波形分布, <天线中电流的>"
712-04-12,antenna wavelength,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-12,طول موجة الهوائي,"Antennenwellenlänge, f",antenna wavelength,longitud de onda de antena,aallonpituus antennissa,"longueur d'onde sur l'antenne, f",lunghezza d'onda sull'antenna,アンテナ波長,안테나 파장,długość fali anteny,comprimento de onda na antena,antenska valovna dolžina,antennvåglängd,天线波长
712-04-13,electrical length (of a radiating element),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-13,الطول الكهربائي (لعنصر مشع),"elektrische Länge, <eines Strahlerelements> f",electrical length (of a radiating element),longitud eléctrica (de un elemento radiante),sähköinen pituus,longueur électrique (d'un élément rayonnant) f,lunghezza elettrica,電気的長さ,"전기 길이, <방사 소자>",długość elektryczna (elementu promieniującego),comprimento eléctrico (de um elemento radiante),električna dolžina sevalnega elementa,elektrisk längd,"电长度, <辐射单元的>"
712-04-14,wavelength reduction factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-14,عامل تخفيض طول الموجه,"Verkürzungsfaktor, m",wavelength reduction factor,factor de reducción de longitud de onda,aallonpituuden lyhennyskerroin,(taux de) contraction (de la longueur d'onde) f,fattore di riduzione della lunghezza d'onda,波長減衰係数,파장 감소 계수,współczynnik skrócenia fali,factor de redução (do comprimento de onda),faktor zmanjšanja valovne dolžine,förkortningsfaktor,波长换算因数
712-04-15,cold point (of a radiating element),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-15,نقطة باردة ( لعنصر مشع),"kalter Punkt, <eines Strahlerelements> mkaltes Ende, <eines Strahlerelements> n",cold point (of a radiating element),punto frio (de un elemento radiante),kylmäpistejännitteen nollakohta,point froid (d'un élément rayonnant) m,punto freddo,冷点,"냉점, <방사 소자>",punkt zerowego potencjału (elementu promieniującego),ponto frio (de um elemento radiante),hladna točka sevalnega elementa,spänningsnod ..,"冷点, <辐射单元的>"
712-04-16,mutual impedance (between two radiating elements),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-16,معاوقة تبادلية (بين عنصرين مشعين),"Wechselwirkungsimpedanz, <zweier Strahlerelemente> f",mutual impedance (between two radiating elements),impedancia mutua (entre dos elementos radiantes),keskinäisimpedanssi,impédance mutuelle (entre deux éléments rayonnants) f,impedenza mutua,相互インピーダンス,"상호 임피던스, <두개의 방사 소자 사이>",impedancja wzajemna (między dwoma elementami promieniującymi),impedância mútua (entre dois elementos radiantes),medsebojna impedanca med sevalnima elementoma,ömsesidig impedans,"互阻抗, <两个辐射单元间的>"
712-04-17,self impedance (of a radiating element),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-17,معاوقة ذاتية (لعنصر مشع),"Eigenimpedanz, <eines Strahlerelements> f",self impedance (of a radiating element),impedancia propria (de un elemento radiante),itseisimpedanssi,impédance propre (d'un élément rayonnant) f,impedenza propria,自己インピーダンス,"자기 임피던스, <방사 소자>",impedancja własna (elementu promieniującego),impedância própria (de um elemento radiante),lastna impedanca sevalnega elementa,egenimpedans,"自阻抗, <辐射单元的>"
712-04-18,radiation resistance (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-18,مقاومة إشعاعِ (للهوائى),"Strahlungswiderstand, <einer Antenne> m",radiation resistance (of an antenna),resistencia de radiación (de una antena),säteilyresistanssi,résistance de rayonnement (d'une antenne) f,resistenza d'irradiazione,放射抵抗,"방사 저항, <안테나>",rezystancja promieniowania (anteny),resistência de radiação (de uma antena),sevalna upornost antene,strålningsresistans,"辐射电阻, <天线的>"
712-04-19,effective length (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-19,طول فعّال (للهوائى),"wirksame Länge, <einer Antenne> feffektive Höhe, <einer Antenne> f",effective length (of an antenna)effective height (of an antenna),altura efectiva (de una antena)longitud efectiva (de una antena),tehollinen pituus,longueur équivalente (d'une antenne) fhauteur équivalente (d'une antenne) flongueur effective (d'une antenne) fhauteur effective (d'une antenne) f,altezza efficace,有効長,"실효 길이, <안테나>",długość skuteczna (anteny)   wysokość skuteczna (anteny),comprimento efectivo (de uma antena)altura efectiva (de uma antena),efektivna dolžina anteneefektivna višina antene,effektivantennlängd,"有效长度, <天线的>"
712-04-20,image antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-20,هوائي تمثيلى,"Spiegelbild, <einer Antenne> n",image antenna,antena imagen,antennin peilikuva,image (d'une antenne) f,immagine dell'antenna,影像アンテナ,영상 안테나,antena pozorna odbicie zwierciadlane anteny,antena imagem,zrcalna antena,speglad antenn,镜像天线
712-04-21,hertzian (electric) dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-21,ثنائي قطب ( كهربائي ) ترددي,"Hertzscher elektrischer Dipol, mHertzscher Dipol, melektrischer Elementardipol, melektrischer Dipol, m",hertzian (electric) dipole(elementary) electric dipoleinfinitesimal dipole,dípolo eléctricodípolo hercianodípolo infinitesimal,sähköinen alkiodipoli,"doublet (électrique) élémentaire, mdoublet de Hertz, mdipôle électrique, m",dipolo elettrico elementare,ヘルツ（電気）ダイポール,헤르츠 전기 쌍극자기본 전기 쌍극자극소 쌍극자,dipol elektryczny Hertzadipol Hertzadipol elektryczny elementarny  dipol nieskończenie mały,dipolo eléctrico de Hertzdipolo eléctrico elementar,elementarni električni dipolHertzov električni dipol,elementardipol,赫兹电偶极子基本电偶极子
712-04-22,hertzian magnetic dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-22,ثنائي قطب مغناطيسي ترددي,"Hertzscher Magnetdipol, mmagnetischer Elementardipol, mmagnetischer Dipol, m",hertzian magnetic dipole(elementary) magnetic dipole,dípolo magnéticodípolo magnético herciano,magneettinen alkiodipoli,"doublet magnétique, mdipôle magnétique élémentaire, m",dipolo magnetico elementare,ヘルツ磁気ダイポール,헤르츠 자기 쌍극자기본 자기 쌍극자,dipol magnetyczny Hertzadipol magnetyczny elementarnydipol magnetyczny,dipolo magnético de Hertzdipolo magnético elementar,elementarni magnetni dipolHertzov magnetni dipol,magnetisk elementardipol,赫兹磁偶极子基本磁偶极子
712-04-23,dipole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-23,ثنائى قطب (هوائى),"Dipolantenne, fDipol, m",dipole (antenna)doublet (antenna),dípolo (antena)doblete (antena),dipolidipoliantenni,"(antenne) doublet, mdipôle (terme déconseillé dans ce sens) m",dipoloantenna dipolo,ダイポール（アンテナ）,쌍극자 안테나쌍극 안테나,antena dipolowa,(antena) dipolo,dipoldipolska antena,dipol(antenn),偶极子天线偶极天线
712-04-24,half dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-24,نصف ثنائى قطب,"Halbdipol, m",half dipolehalf doublet,medio dípolomedio doblete,dipolin puolikas,"demi-doublet, m",semi-dipolo,ハーフ ダイポール,반 쌍극자반 쌍극,półdipol,semi-dipolo,dipolska polovica,dipolhälft,半偶极子
712-04-25,half-wave dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-25,ثنائى قطب نصف موجة,"Halbwellendipol, m",half-wave dipole,dípolo de media onda,puoliaaltodipoli,"doublet (en) demi-onde, m",dipolo in mezz'onda,半波長ダイポール,반 파장 쌍극,dipol półfalowy,dipolo de meia onda,polvalovni dipol,halvvågsdipol,半波偶极子
712-04-26,full-wave dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-26,ثنائى قطب كامل الموجة,"Ganzwellendipol, m",full-wave dipole,dípolo de onda completa,kokoaaltodipoli,"doublet (en) onde entière, m",dipolo in onda intera,全波長ダイポール,전파장 쌍극,dipol całofalowy,dipolo de onda completa,celovalovni dipol,helvågsantenn,全波偶极子
712-04-27,folded dipole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-27,ثنائى قطب مطوى(هوائى),"Faltdipolantenne, fFaltdipol, m",folded dipole (antenna),dípolo plegado (antena),taittodipoli,"doublet replié, m",dipolo ripiegato,折り返しダイポール,"접힌 쌍극자, <안테나>중첩 쌍극자, <안테나>",dipol pętlowy,dipolo dobrado,prepognjeni dipol,vikt dipol,折合偶极子天线
712-04-28,multiple folded dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-28,ثنائى قطب متعدد الطى,"Mehrfach-Faltdipol, m",multiple folded dipole,dípolo plegado múltiple,monitaittodipoli,"doublet replié multiple, m",dipolo ripiegato multiplo,マルチ折り返しダイポール,다중 접힌 쌍극자,dipol wielopętlowy,dipolo dobrado múltiplo,večkrat prepognjeni dipol,,多折合偶极子
712-04-29,loaded folded dipole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-29,ثنائى قطب مطوى محمل,"belasteter Faltdipol, m",loaded folded dipole,dípolo plegado cargado,kuormitettu taittodipoli,"doublet replié chargé, m",dipolo ripiegato caricato,負荷型折り返しダイポール,적재 접힌 쌍극자,dipol pętlowy obciążony,dipolo dobrado carregado,obremenjeni večkrat prepognjeni dipol,belastad vikt dipol,加载折合偶极子
712-04-30,sleeve-dipole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-30,ثنائى قطب كمى (هوائى),"Hülsendipolantenne, fHülsendipol, m",sleeve-dipole (antenna),dípolo con manguito (antena),vaippadipoli,"doublet à manchon, m",dipolo a manicottodipolo a cannocchiale,スリーブダイポール,"슬리브 쌍극, <안테나>",dipol mankietowy,dipolo com manga,rokavni dipolrokavna dipolska antena,ärmdipol,套筒偶极子天线
712-04-31,H antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-31,هوائي على شكل H,"H-Antenne, f",H antenna,antena H,H-antenni,"antenne en H, f",antenna ad H,Hアンテナ,에이치 안테나,antena typu H,antena em H,antena HH-antena,H-antenn,H形天线
712-04-32,turnstile antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-32,هوائى باب دوار,"Drehkreuzantenne, fKreuzdipol, m",turnstile antenna,antena molinete,ristidipoliantenni,"(antenne) tourniquet, m",antenna turnstile,ターンスタイルアンテナ,회전마당식 안테나,antena kołowrotowa,antena em torniquete,križna antena,vändkorsantenn,绕杆式天线
712-04-33,fishbone antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-33,هوائى هيكل سمكى,"Fischgrätenantenne, f",fishbone antenna,antena espina de pescado,ruotoantenni,"antenne en arête de poisson, f",antenna a lisca di pesce,魚骨形アンテナ,어골 안테나,antena szkieletowa,antena em espinha de peixe,antena “ribja kost”,fiskbensantenn,鱼骨形天线
712-04-34,biconical antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-34,هوائي ثنائي المخروط,"Doppelkonusantenne, fDoppelkegelantenne, f",biconical antenna,antena bicónica,kartiodipoli,"antenne biconique, f",antenna biconica,バイコニカル［双円錐］アンテナ,쌍원뿔 안테나,antena dwustożkowa,antena bicónica,dvostožčna antenabikonična antena,konisk dipol,双锥形天线
712-04-35,discone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-35,هوائي مخروطي قرصي,"Scheibenkonusantenne, f",discone,discono,levykartioantenni,"(antenne) discône, m",antenna discono,ディスコーン,디스콘원뿔,antena dyskowo-stożkowa,antena discónica,antena disk-konusploščno-stožčna antena,skivkonantenn,盘锥形天线
712-04-36,coaxial antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-36,هوائي متحد المحور,"Koaxialantenne, f",coaxial antenna,antena coaxial,vaippadipoli,"antenne coaxiale, f",antenna coassiale,同軸アンテナ,동축 안테나,antena współosiowa,antena coaxial,koaksialna antena,koaxialantenn,同轴天线
712-04-37,quadrant antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-37,هوائى ربع دائري,"Quadrantantenne, fQuad-Antenne, f",quadrant antenna,antena cuadrante,kvadranttiantenni,"antenne quadrant, f",antenna a quadrante,四分円アンテナ,사분면 안테나,antena kwadrantowa,antena em quadrante,kvadrantna antena,kvadrantantenn,正方形天线
712-04-38,Alford loop (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-38,حلقة ألفورد(هوائي),"Alford-Rahmenantenne, f",Alford loop (antenna),cuadrado Gouriandcuadro a lazo de Alford (antena),Alfordin kehä,"antenne en carré, fcarré Gouriaud, m",anello Alford,アルフォードループ,"알포드 루프, <안테나>",antena Alforda pętla Alforda,antena em quadradoquadrado Gouriaud-Alford,Alfordova okvirna antena,Alford-slinga,奥尔福德环形天线
712-04-39,Adcock (array) antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-39,هوائى أدكوك (مصفوفة),"Adcock-Antenne, fAdcock-Gruppenantenne, f",Adcock (array) antenna,antena Adcockconjunto Adcock,Adcockin antenni,"antenne Adcock, f",antenna Adcock,アドコック（アレイ）アンテナ,애드콕 배열 안테나,antena Adcocka,antena Adcock,Adcockova antena,Adcock-antenn,阿德科克阵天线
712-04-40,loop antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-40,هوائى حلقى,"Spulenantenne, fRahmenantenne, f",loop antenna,antena de cuadroantena de lazo,kehäantenni,"(antenne) cadre, m",antenna ad anelloantenna a telaio,ループアンテナ,루프 안테나고리 안테나,antena ramowa,antena quadro,okvirna antena,ramantenn,环形天线
