term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
712-06-04,quarter-wave sleeve balun,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-04,بالون كمي ربع موجة,"Viertelwellen-Sperrtopf, m",quarter-wave sleeve balunbazooka (US),balún en cuarto de ondasimetrizador de manguito,neljännesaallon vaippasymmetrointimuuntaja,"symétriseur à écran coaxial, msymétriseur à manchon, m",simmetrizzatore a bazooka,４分の１波長スリーブバラン,사분의 일 파장 슬리브 밸룬바주카바주카 바주카 바주카 바주카,symetryzator ćwierćfalowy rękawowy,simetrizador de manga de quarto de onda,četrtvalovni rokavni simetrirnik,kvartvågsficka,1/4波长套筒平衡/不平衡变换器
712-06-05,folded balun,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-05,بالون قابل للطي,"Faltsymmetrierglied, nPawsey-Stichsymmetrierglied, n",folded balunPawsey stub balun,balún de Pawseybalún plegadosimetrizador con línea simétrica,taittosymmetrointimuuntaja,"symétriseur à ligne symétrique, m",balun a linea simmetrica,折り返しバラン,접힌 밸룬패즈지 스터브 밸룬,symetryzator złożony rurowy,simetrizador de linha simétrica,dovodni simetrirni člen,gaffelbalun ',折合的平衡/不平衡变换器
712-06-06,slotted coaxial balun,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-06,بالون محورى مشقوق,"Koaxial-Schlitzsymmetrierglied, n",slotted coaxial balunsplit-tube balun,balún de coaxil ranuradosimetrizador de coaxil abierto,rakosymmetrointimuuntaja,"symétriseur à coaxial fendu, m",balun a coassiale a fessura,スロット同軸バラン,슬롯 동축케이블 밸룬갈림 튜브 밸룬,symetryzator współosiowy szczelinowy,simetrizador fendido coaxial,koaksialni simetrirni člen z zarezo,slitsbalun,开槽同轴平衡/不平衡变换器
712-06-07,matching stub,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-07,قاعدة موائمة,"Anpassstichleitung, f",matching stub,línea de adaptación,sovituspala,"ligne d'adaptation, fadaptateur en épingle (terme désuet) madaptateur en boucle (terme désuet) m",spezzone (di linea) d'adattamento,整合スタブ,정합 스터브정합용 접속자,odcinek dopasowujący,linha de adaptação,ubiralka,anpassningsledning,匹配短线
712-06-08,compensating network (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-08,شبكة تعويض (للهوائي),"Kompensationsnetzwerk, <einer Antenne> n",compensating network (of an antenna),compensador de impedanciared de compensación,kompensointipiiri,"réseau de compensation, mcompensateur d'impédance, mcentreur d'impédance, m",rete di compensazione,補償回路,"보상 회로망, <안테나>",układ kompensujący (anteny),rede de compensação (de uma antena),prilagodilno vezje antene,kompensationskrets,"补偿网络, <天线的>"
712-06-09,biphase compensation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-09,تعويض ثنائى الطور,"Zweiphasenkompensation, f",biphase compensation,compensación bifásica,kaksivaihekompensointi,"compensation diphasée, f",compensazione bifase,二相補償,이중 위상 보상,kompensacja dwufazowa,compensação bifásica,dvofazna kompenzacija,tvåfaskompensering,二相补偿
712-06-10,multiphase compensation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-10,تعويض متعدد الأطوار,"Mehrphasenkompensation, f",multiphase compensation,compensación polifásica,monivaihekompensointi,"compensation polyphasée, f",compensazione multifase,多相補償,다중 위상 보상,kompensacja wielofazowa,compensação polifásica,večfazna kompenzacija,flerfaskompensering,多相补偿
712-06-11,"power divider, <of an antenna>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-11,"مجزىء القدرة, <للهوائي>","Leistungsteiler, <einer Antenne> mAnschlusskasten, <einer Antenne> m","power divider, <of an antenna> junction box, <of an antenna>",caja de unióndivisor de potencia,tehonjaotin,"répartiteur de puissance, <d'une antenne> mboîte de jonction, <d'une antenne> f",divisore di potenza,"電力分配器, <アンテナ>出力分割器","전력 분배기, <안테나>접합 상자","rozdzielnik mocy, <anteny> mrozdzielacz antenowy, mskrzynka przyłączeniowa, <anteny> f",divisor de potênciacaixa de junção,močnostni delilnikrazdelilna omarica,effektdelare,"功率分配器, <天线的>接线盒, <天线的>"
712-06-12,multiplexer (for an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-12,متعدد الإرسال (للهوائى),"Multiplexer, <für eine Antenne> m",multiplexer (for an antenna),multiplexor (de antena),moniyhdistinmultiplekseri,multiplexeur (d'antenne) m,multiplatore,マルチプレクサ,"다중화기, <안테나>",multiplekser antenowy,multiplexador (de antena),antenski multiplekser,multiplexer,"多路复用器, <天线的>"
712-06-13,diplexer (for an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-13,ثنائى الإرسال (للهوائى),"Diplexer, <für eine Antenne> m",diplexer (for an antenna),diplexor (de antena),yhdistindiplekseri,diplexeur (d'antenne) m,diplexer,ダイプレクサ,"다이플렉서, <안테나>이중화기, <안테나>",diplekser antenowy,diplexador (de antena),antenski diplekser,diplexer,"双路复用器, <天线的>"
712-06-14,branching filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-14,مرشح تفريع,"Trennfilter, m",branching filter,filtro de ramificación,haaroitussuodin vastaanottimilleyhdyssuodin lähettimille,"filtre de branchement, m",filtro di diramazione,分波器,분파기,filtr rozgałęźny,filtro de ramificação,ločilni filter,greningsfilter,分路滤波器
712-06-15,orthomode transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-15,مبدل متعامد الشكل,"Polarisationsweiche, f",orthomode transducer,acoplador de polarizacióntransductor ortomodo,polarisaatioerotin,"coupleur de polarisation, mduplexeur de polarisation, m",trasduttore ortomodaleOMT,直交偏波変換器,직교 모드 변환기,duplekser polaryzacyjny,acoplador de polarizaçãotransdutor ortomodal,polarizacijska kretnica,ortogonalmodsövergång,正交模转换器
712-06-16,duplexer (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-16,مزدوج (للهوائى),"Duplexer, <für eine Antenne> mAntennenweiche, f",duplexer (of an antenna),duplexor (de antena),lähetys-vastaanottohaaroitinduplekseri,duplexeur (d'antenne) m,duplexer,デュプレクサ,"송수 전환기, <안테나>",duplekser antenowy,duplexador (de antena),antenski duplekserantenska kretnica,duplexer,"双工器, <天线的>"
712-06-17,antenna switching matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-17,مصفوفة الوصل والفصل للهوائي,"Antennenschaltmatrix, f",antenna switching matrix,matriz de conmutación (de antena),antennien kytkentämatriisi,"grille d'antenne, f",matrice di commutazione d'antenna,アンテナ切替構成行列,안테나 교환 행렬,matryca przełączająca antenowa,matriz de comutação de antena,antenska stikalna matrika,antennomkopplingsnät,天线转换矩阵
712-06-18,multicoupler (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-18,قارن متعدد (لهوائي),"Mehrfachkoppler, <einer Antenne> m",multicoupler (of an antenna),multiaplicador (de antena),jaotinjakovahvistin,multicoupleur (d'antenne) m,accoppiatore multiplo,マルチカプラ,"다중결합기, <안테나>",rozdzielacz antenowy wielowyjściowy rozdzielacz wielowyjściowy,multiacoplador (de uma antena),večkratni sklopnik antene,,"多路耦合器, <天线的>"
712-06-19,quarter-wave choke,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-19,ملف خانق ربع موجى,"Viertelwellensperre, f",quarter-wave choke,bloqueo de cuarto de onda,neljännesaallon kuristin,"blocage quart d'onde, mpiège quart d'onde, m",isolatore in quarto d'onda,4分の1波チョーク,사분의 일 파장 초크,dławik ćwierćfalowy,bloqueio de quarto de onda,četrtvalovna zapora,kvartvågsspärr,1/4波长扼流圈
712-06-20,antenna tuning housing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-20,بيت موالفة الهوائي,"Antennenabstimmgehäuse, n",antenna tuning housing,alojamiento de antenacabina de antena,antenninvirityslaitteiston tila,"cabine d'antenne, fcoffret d'antenne, m",cassetta di giunzione,アンテナ調整ハウジング,안테나 동조소,domek antenowy,cabina de antena,antensko ohišje,antennhus,天线调谐室
712-06-21,SWR trip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-21,فصل بسبب تجاوز نسبة الموجة القائمة,"Antennenschutzschalter, m",SWR trip,protector de ondas estacionarias,seisovan aallon suoja,"gardien d'antenne, m",rivelatore di disadattamento,SWRトリップ,정재파비 트립에스더블유아르 트립정상파비 트립,czujnik przekroczenia WFS,protector de ondas estacionárias,antensko zaščitno stikalo,ståendevågskydd,驻波比切断器SWR切断器
712-06-22,antenna simulator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-22,حمل وهمي,"künstliche Antenne, f",antenna simulatorDEPRECATED: dummy antenna,antena ficticiacarga ficticia,keinokuormakeinoantenni,"antenne fictive, f",carico fittizio,アンテナシミュレーター,의사 안테나가상 부하의사 부하,"symulator anteny, mimitacja anteny, fantena sztuczna, f",antena fictícia,umetno bremeumetna antena,konstlast,天线模拟器
712-06-23,radome,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-23,قبة هوائي,"Radom, n",radome,domoradomo,suojakupu,"radome, mcapot (d'antenne) m",radome,レードーム,안테나덮개레이돔,osłona anteny,redoma,antensko pokrivalo radom,radom,天线罩
